name,prestige_raw,prestige_scaled,instagram_followers,appearance_count,prestige_percentile,rfm,gender
model_03708,2.9e-05,28.769919,6500.0,41,58.291457,16.333333,female
model_09201,2.9e-05,28.766865,,46,58.279493,16.307692,male
model_08817,2.9e-05,28.762931,,24,58.267528,8.179104,male
model_02359,2.9e-05,28.753949,,32,58.255564,31.384615,female
model_01695,2.9e-05,28.744744,,12,58.243599,,
model_05388,2.9e-05,28.728542,,43,58.231634,15.310345,female
model_01263,2.9e-05,28.726034,12000.0,40,58.21967,16.327869,female
model_02048,2.9e-05,28.712918,104700.0,40,58.207705,,unknown
model_02782,2.9e-05,28.711855,,25,58.195741,16.0,female
model_05240,2.9e-05,28.693693,,34,58.183776,17.639344,female
model_00876,2.9e-05,28.681101,,12,58.171811,15.310345,female
model_04230,2.9e-05,28.674245,,34,58.159847,,
model_03207,2.9e-05,28.656334,,73,58.147882,17.311475,female
model_06885,2.9e-05,28.640755,,16,58.135918,16.333333,female
model_09228,2.9e-05,28.636244,,39,58.123953,20.251969,female
model_01352,2.9e-05,28.612919,,44,58.111989,15.310345,female
model_03434,2.9e-05,28.601526,,20,58.100024,17.935484,female
model_01207,2.9e-05,28.583417,,16,58.088059,,
model_01604,2.9e-05,28.573758,,41,58.076095,15.655172,female
model_05691,2.9e-05,28.53159,,10,58.06413,,unknown
model_00823,2.9e-05,28.520217,,53,58.052166,17.311475,female
model_01414,2.9e-05,28.509817,,58,58.040201,16.327869,female
model_05435,2.8e-05,28.497987,,29,58.028236,16.344828,female
model_06370,2.8e-05,28.483837,,92,58.016272,,
model_08047,2.8e-05,28.470206,,15,58.004307,18.622951,female
model_02959,2.8e-05,28.425505,67600.0,19,57.992343,,
model_00629,2.8e-05,28.42428,1900.0,28,57.980378,12.842105,female
model_05703,2.8e-05,28.413132,,22,57.968413,14.0,male
model_09582,2.8e-05,28.401407,,74,57.956449,18.113821,female
model_09619,2.8e-05,28.397519,456200.0,64,57.944484,16.854701,female
model_09635,2.8e-05,28.372673,,17,57.93252,17.774194,female
model_04318,2.8e-05,28.364807,,20,57.920555,16.819672,female
model_02739,2.8e-05,28.36447,,13,57.908591,,
model_04169,2.8e-05,28.34874,,6,57.896626,,
model_06856,2.8e-05,28.343306,,10,57.884661,16.666667,female
model_00007,2.8e-05,28.316424,,15,57.872697,10.0,male
model_06440,2.8e-05,28.283834,,28,57.860732,17.666667,female
model_10128,2.8e-05,28.279259,,26,57.848768,16.666667,female
model_01565,2.8e-05,28.2501,1600.0,11,57.836803,15.655172,female
model_03753,2.8e-05,28.225465,6200.0,19,57.824838,20.590164,female
model_02327,2.8e-05,28.214483,,20,57.812874,,
model_04626,2.8e-05,28.188506,,38,57.800909,,unknown
model_04774,2.8e-05,28.180912,,17,57.788945,13.931034,female
model_01724,2.8e-05,28.129699,,30,57.77698,15.661017,female
model_03237,2.8e-05,28.128512,,13,57.765016,,unknown
model_08977,2.8e-05,28.11853,1600.0,21,57.753051,18.580645,female
model_05159,2.8e-05,28.111118,,64,57.741086,16.655738,female
model_05299,2.8e-05,28.110875,,33,57.729122,12.071429,female
model_01542,2.8e-05,28.106013,3300.0,21,57.717157,17.0,female
model_08172,2.8e-05,28.096037,6400.0,5,57.705193,18.622951,female
model_02444,2.8e-05,28.076407,,20,57.693228,16.338983,female
model_08567,2.8e-05,28.070365,,49,57.681263,16.0,female
model_04465,2.8e-05,28.059734,,19,57.669299,14.983051,female
model_05601,2.8e-05,27.983345,,15,57.657334,,
model_06406,2.8e-05,27.979199,,40,57.64537,19.622047,female
model_03428,2.8e-05,27.973889,,7,57.633405,22.060606,female
model_09727,2.8e-05,27.96076,,18,57.621441,21.454545,female
model_08982,2.8e-05,27.953099,2000.0,23,57.609476,14.947368,female
model_01955,2.8e-05,27.946702,,17,57.597511,,unknown
model_06003,2.8e-05,27.943888,,17,57.585547,17.694915,female
model_05446,2.8e-05,27.926987,,40,57.573582,17.0,female
model_07592,2.8e-05,27.926004,3900.0,6,57.561618,,
model_05793,2.8e-05,27.901572,,24,57.549653,16.983607,female
model_01594,2.8e-05,27.893736,,30,57.537688,,
model_03274,2.8e-05,27.883991,,62,57.525724,13.894737,female
model_02746,2.8e-05,27.864165,,25,57.513759,16.0,female
model_01203,2.8e-05,27.813503,,53,57.501795,17.0,female
model_04337,2.8e-05,27.739683,,12,57.48983,14.62069,female
model_07835,2.8e-05,27.725632,131600.0,31,57.477866,18.622951,female
model_09154,2.8e-05,27.724706,1400.0,21,57.465901,16.0,female
model_08969,2.8e-05,27.720107,,31,57.453936,18.622951,female
model_09400,2.8e-05,27.69097,,12,57.441972,13.189189,male
model_06338,2.8e-05,27.67758,,65,57.430007,16.983607,female
model_04322,2.8e-05,27.672373,,53,57.418043,20.0625,female
model_08251,2.8e-05,27.667511,,19,57.406078,20.918033,female
model_00081,2.8e-05,27.642075,,46,57.394113,16.0,female
model_04172,2.8e-05,27.630059,,25,57.382149,,
model_01790,2.8e-05,27.614818,,34,57.370184,17.639344,female
model_04794,2.8e-05,27.604527,,18,57.35822,18.0,female
model_00910,2.8e-05,27.598859,,24,57.346255,21.079365,female
model_02995,2.8e-05,27.56768,3700.0,37,57.334291,17.639344,female
model_06316,2.8e-05,27.560094,,26,57.322326,19.809524,female
model_07433,2.8e-05,27.536322,7400.0,26,57.310361,,
model_01271,2.8e-05,27.533387,,26,57.298397,,unknown
model_04020,2.8e-05,27.503173,,24,57.286432,20.761905,female
model_10112,2.8e-05,27.500445,787.0,24,57.274468,,
model_08372,2.7e-05,27.488772,,52,57.262503,20.193548,female
model_01728,2.7e-05,27.484306,,19,57.250538,16.983607,female
model_02144,2.7e-05,27.467396,,61,57.238574,16.338983,female
model_09217,2.7e-05,27.451489,,25,57.226609,16.983607,female
model_05322,2.7e-05,27.384393,,35,57.214645,14.983051,female
model_05255,2.7e-05,27.363171,,29,57.20268,20.375,female
model_09940,2.7e-05,27.34482,200.0,41,57.190715,8.375,male
model_09254,2.7e-05,27.338236,,34,57.178751,15.145299,female
model_08935,2.7e-05,27.297939,,10,57.166786,18.131148,female
model_04990,2.7e-05,27.297423,,122,57.154822,16.983607,female
model_03724,2.7e-05,27.277411,,30,57.142857,16.0,female
model_07496,2.7e-05,27.23397,,31,57.130893,20.193548,female
model_03451,2.7e-05,27.191167,,9,57.118928,,
model_02148,2.7e-05,27.187835,2600.0,41,57.106963,23.647059,female
model_09018,2.7e-05,27.180167,9800.0,29,57.094999,19.174603,female
model_09889,2.7e-05,27.173892,,5,57.083034,,
model_04898,2.7e-05,27.131268,,15,57.07107,18.131148,female
model_06855,2.7e-05,27.117496,10300.0,22,57.059105,21.625,female
model_09036,2.7e-05,27.116365,59400.0,30,57.04714,5.935484,male
model_07193,2.7e-05,27.091494,,19,57.035176,10.0,male
model_01954,2.7e-05,27.068148,,7,57.023211,,unknown
model_02290,2.7e-05,27.066755,,22,57.011247,16.983607,female
model_00129,2.7e-05,27.054459,3700.0,18,56.999282,16.0,female
model_07468,2.7e-05,27.040789,,45,56.987318,16.0,female
model_07084,2.7e-05,27.002552,,19,56.975353,18.622951,female
model_07716,2.7e-05,26.996461,,70,56.963388,18.95082,female
model_09655,2.7e-05,26.99089,201700.0,19,56.951424,16.0,female
model_06902,2.7e-05,26.986381,628.0,22,56.939459,,unknown
model_09168,2.7e-05,26.94612,,66,56.927495,25.291339,female
model_03921,2.7e-05,26.942504,,16,56.91553,12.648649,male
model_04964,2.7e-05,26.929905,,98,56.903565,14.983051,female
model_07602,2.7e-05,26.901947,,20,56.891601,13.54386,female
model_01777,2.7e-05,26.900544,,10,56.879636,17.0,female
model_06669,2.7e-05,26.898903,,13,56.867672,17.967213,female
model_04894,2.7e-05,26.872083,,7,56.855707,16.168067,female
model_02297,2.7e-05,26.836778,,33,56.843743,17.311475,female
model_05210,2.7e-05,26.829637,,34,56.831778,16.983607,female
model_10180,2.7e-05,26.823598,,19,56.819813,14.62069,female
model_04455,2.7e-05,26.797122,,20,56.807849,5.0,male
model_06239,2.7e-05,26.786493,,27,56.795884,16.983607,female
model_08405,2.7e-05,26.781203,,52,56.78392,11.960619,male
model_05778,2.7e-05,26.769922,,31,56.771955,14.62069,female
model_07537,2.7e-05,26.758627,,10,56.75999,16.0,female
model_02135,2.7e-05,26.663401,,56,56.748026,16.0,female
model_09637,2.7e-05,26.658612,5200.0,100,56.736061,,
model_05808,2.7e-05,26.64578,,51,56.724097,16.983607,female
model_05184,2.7e-05,26.644104,,15,56.712132,14.789474,male
model_09768,2.7e-05,26.640646,,75,56.700168,17.639344,female
model_08226,2.7e-05,26.625901,,13,56.688203,18.622951,female
model_02421,2.7e-05,26.621931,,89,56.676238,16.672269,female
model_07121,2.7e-05,26.589551,4600.0,10,56.664274,16.338983,female
model_05453,2.7e-05,26.580442,,24,56.652309,18.258065,female
model_01190,2.7e-05,26.558938,,36,56.640345,17.311475,female
model_06438,2.7e-05,26.538694,,79,56.62838,17.333333,female
model_06325,2.7e-05,26.531096,,18,56.616415,18.258065,female
model_07215,2.7e-05,26.512354,,15,56.604451,17.0,female
model_08782,2.6e-05,26.498869,,52,56.592486,18.622951,female
model_07787,2.6e-05,26.486317,5800.0,32,56.580522,,
model_00623,2.6e-05,26.479805,,21,56.568557,,
model_06761,2.6e-05,26.461604,,11,56.556592,,
model_07535,2.6e-05,26.445783,,20,56.544628,18.903226,female
model_09562,2.6e-05,26.436543,1800.0,11,56.532663,16.0,female
model_07097,2.6e-05,26.413748,,9,56.520699,18.295082,female
model_02909,2.6e-05,26.413315,1400.0,46,56.508734,18.295082,female
model_09852,2.6e-05,26.394446,4800.0,75,56.49677,,
model_04710,2.6e-05,26.38619,3000.0,20,56.484805,,
model_00522,2.6e-05,26.382283,,10,56.47284,19.934426,female
model_01021,2.6e-05,26.352931,,42,56.460876,16.333333,female
model_03603,2.6e-05,26.347579,,35,56.448911,12.785714,female
model_01655,2.6e-05,26.330125,,166,56.436947,17.935484,female
model_08917,2.6e-05,26.329635,,19,56.424982,17.666667,female
model_08990,2.6e-05,26.301932,750.0,19,56.413017,15.666667,female
model_07400,2.6e-05,26.293197,,12,56.401053,15.655172,female
model_09968,2.6e-05,26.293088,,22,56.389088,13.189189,male
model_04905,2.6e-05,26.292511,,44,56.377124,16.0,female
model_03224,2.6e-05,26.266062,,80,56.365159,19.492063,female
model_08151,2.6e-05,26.265997,,59,56.353195,17.639344,female
model_02069,2.6e-05,26.262756,,73,56.34123,20.6875,female
model_02482,2.6e-05,26.253322,,83,56.329265,16.819672,female
model_07288,2.6e-05,26.251508,,22,56.317301,16.666667,female
model_07752,2.6e-05,26.249058,,8,56.305336,15.666667,female
model_06801,2.6e-05,26.192862,,3,56.293372,18.95082,female
model_09711,2.6e-05,26.184724,,28,56.281407,17.639344,female
model_09931,2.6e-05,26.179438,,69,56.269442,5.935484,male
model_02741,2.6e-05,26.174784,,9,56.257478,19.307087,female
model_03220,2.6e-05,26.151942,,5,56.245513,13.54386,female
model_05273,2.6e-05,26.143262,,13,56.233549,13.241379,female
model_06016,2.6e-05,26.122751,,127,56.221584,15.322034,female
model_00896,2.6e-05,26.118031,4600.0,34,56.20962,14.983051,female
model_01016,2.6e-05,26.0742,,113,56.197655,16.983607,female
model_04843,2.6e-05,26.065664,,15,56.18569,19.492063,female
model_00711,2.6e-05,26.063604,2900.0,15,56.173726,13.931034,female
model_09712,2.6e-05,26.05873,,12,56.161761,16.655738,female
model_02043,2.6e-05,26.017726,3500.0,46,56.149797,16.666667,female
model_02095,2.6e-05,26.012292,,12,56.137832,15.145299,female
model_10113,2.6e-05,26.009579,238.0,8,56.125867,,unknown
model_07249,2.6e-05,25.996388,162700.0,26,56.113903,,
model_06797,2.6e-05,25.976063,80800.0,25,56.101938,16.677966,female
model_02984,2.6e-05,25.920339,,9,56.089974,16.0,female
model_00047,2.6e-05,25.886084,,24,56.078009,3.333333,male
model_09740,2.6e-05,25.882463,,60,56.066045,17.967213,female
model_03933,2.6e-05,25.880263,1000000.0,42,56.05408,10.760563,male
model_02670,2.6e-05,25.874681,19000.0,52,56.042115,4.677966,male
model_00796,2.6e-05,25.86852,5000.0,4,56.030151,18.0,female
model_04325,2.6e-05,25.849098,,32,56.018186,,
model_02689,2.6e-05,25.820329,4800.0,16,56.006222,22.060606,female
model_09478,2.6e-05,25.808801,,91,55.994257,23.058824,female
model_06143,2.6e-05,25.806552,,7,55.982292,17.935484,female
model_10170,2.6e-05,25.804017,,23,55.970328,17.967213,female
model_09472,2.6e-05,25.778585,,21,55.958363,16.983607,female
model_08059,2.6e-05,25.770655,,61,55.946399,17.311475,female
model_09310,2.6e-05,25.731878,,45,55.934434,27.891892,female
model_01090,2.6e-05,25.725276,,12,55.922469,14.62069,female
model_08178,2.6e-05,25.6443,,5,55.910505,17.967213,female
model_03713,2.6e-05,25.639158,,9,55.89854,16.0,female
model_00750,2.6e-05,25.634058,,9,55.886576,12.428571,female
model_02161,2.6e-05,25.632867,,16,55.874611,17.639344,female
model_05726,2.6e-05,25.599544,,43,55.862647,15.82906,female
model_06881,2.6e-05,25.584414,1400.0,22,55.850682,16.666667,female
model_00601,2.6e-05,25.567658,2400.0,4,55.838717,18.903226,female
model_10062,2.6e-05,25.521113,760.0,5,55.826753,10.444444,female
model_02564,2.6e-05,25.513256,,5,55.814788,20.6875,female
model_03367,2.6e-05,25.501743,,21,55.802824,15.655172,female
model_00979,2.5e-05,25.485201,1700.0,10,55.790859,17.311475,female
model_02466,2.5e-05,25.453525,,67,55.778894,,
model_03053,2.5e-05,25.433123,6300.0,55,55.76693,15.661017,female
model_09519,2.5e-05,25.433083,2500.0,33,55.754965,,
model_08069,2.5e-05,25.428389,,59,55.743001,17.311475,female
model_07963,2.5e-05,25.418093,,78,55.731036,21.454545,female
model_07915,2.5e-05,25.411636,,10,55.719072,17.0,female
model_09818,2.5e-05,25.403736,2200.0,25,55.707107,15.310345,female
model_01170,2.5e-05,25.403341,,7,55.695142,14.263158,male
model_02142,2.5e-05,25.382996,,11,55.683178,15.322034,female
model_06803,2.5e-05,25.340476,21300.0,30,55.671213,24.235294,female
model_05741,2.5e-05,25.33241,,25,55.659249,14.983051,female
model_01087,2.5e-05,25.299998,2100.0,20,55.647284,25.428571,female
model_09193,2.5e-05,25.290182,1700.0,23,55.635319,,
model_01851,2.5e-05,25.288294,,9,55.623355,,unknown
model_03980,2.5e-05,25.274571,,53,55.61139,17.666667,female
model_00451,2.5e-05,25.265534,,38,55.599426,14.62069,female
model_07367,2.5e-05,25.2579,,56,55.587461,16.333333,female
model_02123,2.5e-05,25.232854,2600.0,14,55.575497,,
model_09294,2.5e-05,25.229707,,35,55.563532,18.295082,female
model_04976,2.5e-05,25.220104,,27,55.551567,16.0,female
model_05097,2.5e-05,25.198638,,24,55.539603,16.0,female
model_05479,2.5e-05,25.1652,,30,55.527638,21.511811,female
model_10165,2.5e-05,25.157335,,40,55.515674,16.666667,female
model_03214,2.5e-05,25.148673,,7,55.503709,17.0,female
model_06757,2.5e-05,25.129661,,38,55.491744,,
model_08544,2.5e-05,25.096821,,11,55.47978,16.168067,female
model_08796,2.5e-05,25.092468,14000.0,37,55.467815,,
model_09347,2.5e-05,25.091028,,12,55.455851,16.0,female
model_03844,2.5e-05,25.055498,6900.0,61,55.443886,14.644068,female
model_02253,2.5e-05,25.038961,,12,55.431922,18.622951,female
model_08401,2.5e-05,25.020414,,32,55.419957,,
model_01466,2.5e-05,25.020166,,12,55.407992,,
model_01944,2.5e-05,25.002988,,89,55.396028,17.639344,female
model_05103,2.5e-05,25.000576,,18,55.384063,16.0,female
model_03045,2.5e-05,24.987355,10600.0,21,55.372099,18.0,female
model_02302,2.5e-05,24.940291,,23,55.360134,26.810811,female
model_04507,2.5e-05,24.936409,2400.0,38,55.348169,,
model_06041,2.5e-05,24.929454,,8,55.336205,,
model_05175,2.5e-05,24.924836,12600.0,8,55.32424,17.0,female
model_05561,2.5e-05,24.907862,4400.0,12,55.312276,16.333333,female
model_09275,2.5e-05,24.891174,71100.0,6,55.300311,16.333333,female
model_06074,2.5e-05,24.846131,,20,55.288346,20.375,female
model_07343,2.5e-05,24.807343,,14,55.276382,16.333333,female
model_00148,2.5e-05,24.78213,,10,55.264417,18.622951,female
model_00933,2.5e-05,24.778848,,8,55.252453,19.278689,female
model_08631,2.5e-05,24.748614,,26,55.240488,20.6875,female
model_09391,2.5e-05,24.732129,,10,55.228524,13.54386,female
model_02151,2.5e-05,24.728448,4100.0,28,55.216559,14.245614,female
model_05172,2.5e-05,24.724057,,25,55.204594,13.758621,female
model_01402,2.5e-05,24.723646,,12,55.19263,14.965517,female
model_07726,2.5e-05,24.701797,,5,55.180665,14.62069,female
model_00571,2.5e-05,24.693669,,5,55.168701,17.639344,female
model_01842,2.5e-05,24.658124,58600.0,34,55.156736,26.28169,female
model_06019,2.5e-05,24.656413,2500.0,11,55.144771,13.796472,male
model_01314,2.5e-05,24.628552,,15,55.132807,16.983607,female
model_09270,2.5e-05,24.61766,5900.0,28,55.120842,,
model_03678,2.5e-05,24.615418,,51,55.108878,15.333333,female
model_08479,2.5e-05,24.612914,3600.0,36,55.096913,14.789474,male
model_01044,2.5e-05,24.611983,,74,55.084949,16.983607,female
model_01047,2.5e-05,24.584166,,15,55.072984,17.935484,female
model_01549,2.5e-05,24.556412,,12,55.061019,12.767123,male
model_00980,2.5e-05,24.526092,,37,55.049055,16.983607,female
model_08418,2.5e-05,24.520027,11600.0,35,55.03709,17.967213,female
model_00587,2.4e-05,24.492526,,37,55.025126,20.375,female
model_00483,2.4e-05,24.483615,,30,55.013161,14.965517,female
model_02219,2.4e-05,24.482228,,40,55.001196,,
model_04524,2.4e-05,24.482101,,20,54.989232,16.333333,female
model_05157,2.4e-05,24.48138,,23,54.977267,17.639344,female
model_04581,2.4e-05,24.439884,126600.0,25,54.965303,19.410853,female
model_00069,2.4e-05,24.423107,,6,54.953338,14.275862,female
model_03022,2.4e-05,24.412454,,15,54.941374,16.666667,female
model_02328,2.4e-05,24.403644,,57,54.929409,,
model_07839,2.4e-05,24.403596,,17,54.917444,,
model_02113,2.4e-05,24.386564,,38,54.90548,15.487179,female
model_08406,2.4e-05,24.367014,,14,54.893515,13.894737,female
model_03547,2.4e-05,24.353254,93600.0,38,54.881551,16.655738,female
model_00535,2.4e-05,24.309485,5200.0,22,54.869586,18.258065,female
model_10110,2.4e-05,24.305944,,6,54.857621,16.168067,female
model_07926,2.4e-05,24.283475,,61,54.845657,17.935484,female
model_02495,2.4e-05,24.250388,,7,54.833692,17.639344,female
model_01489,2.4e-05,24.235718,,18,54.821728,21.454545,female
model_09912,2.4e-05,24.166314,,30,54.809763,16.0,female
model_09925,2.4e-05,24.13071,,17,54.797799,,
model_05634,2.4e-05,24.120757,,28,54.785834,15.655172,female
model_03806,2.4e-05,24.111134,,15,54.773869,16.983607,female
model_02939,2.4e-05,24.099903,,16,54.761905,,
model_00709,2.4e-05,24.096839,3400.0,40,54.74994,,
model_01532,2.4e-05,24.091661,4600.0,55,54.737976,17.311475,female
model_01813,2.4e-05,24.08939,,69,54.726011,17.967213,female
model_01129,2.4e-05,24.081665,2500.0,25,54.714046,14.965517,female
model_04297,2.4e-05,24.048266,,9,54.702082,18.95082,female
model_09191,2.4e-05,24.043975,2000.0,12,54.690117,,
model_08907,2.4e-05,23.971621,,92,54.678153,16.0,female
model_07527,2.4e-05,23.938727,,7,54.666188,14.965517,female
model_02351,2.4e-05,23.936825,6100.0,22,54.654223,,
model_05911,2.4e-05,23.928364,,27,54.642259,17.967213,female
model_08835,2.4e-05,23.927933,,40,54.630294,,
model_02156,2.4e-05,23.911555,,7,54.61833,19.278689,female
model_04036,2.4e-05,23.904555,,30,54.606365,16.666667,female
model_07165,2.4e-05,23.895227,,36,54.594401,17.967213,female
model_06208,2.4e-05,23.89244,,12,54.582436,,
model_05833,2.4e-05,23.854505,,18,54.570471,20.444444,female
model_00363,2.4e-05,23.820764,,24,54.558507,,unknown
model_02280,2.4e-05,23.813161,,37,54.546542,,
model_03194,2.4e-05,23.801881,,54,54.534578,17.639344,female
model_02030,2.4e-05,23.794026,,48,54.522613,16.666667,female
model_09884,2.4e-05,23.783111,,36,54.510648,8.409449,male
model_09987,2.4e-05,23.755647,,14,54.498684,,unknown
model_00172,2.4e-05,23.748792,,39,54.486719,15.661017,female
model_00927,2.4e-05,23.738835,,17,54.474755,15.145299,female
model_01515,2.4e-05,23.734748,,25,54.46279,13.586207,female
model_05652,2.4e-05,23.725341,2900.0,28,54.450826,15.111111,male
model_00271,2.4e-05,23.693307,18000.0,75,54.438861,14.305085,female
model_04145,2.4e-05,23.677899,,26,54.426896,14.965517,female
model_04635,2.4e-05,23.669059,2400.0,43,54.414932,13.72973,male
model_05474,2.4e-05,23.650928,,41,54.402967,15.661017,female
model_05072,2.4e-05,23.63999,,33,54.391003,16.983607,female
model_00880,2.4e-05,23.634081,4000.0,10,54.379038,17.967213,female
model_00642,2.4e-05,23.580277,,20,54.367073,16.17094,female
model_02938,2.4e-05,23.573662,10200.0,57,54.355109,,unknown
model_01654,2.4e-05,23.566293,3900.0,34,54.343144,16.983607,female
model_08220,2.4e-05,23.554285,289900.0,9,54.33118,11.272727,female
model_03686,2.4e-05,23.54868,38300.0,21,54.319215,,unknown
model_04225,2.4e-05,23.547667,,5,54.307251,3.145299,male
model_06746,2.4e-05,23.532789,,52,54.295286,14.0,male
model_01521,2.4e-05,23.530703,12900.0,85,54.283321,15.145299,female
model_07258,2.4e-05,23.520424,,11,54.271357,16.344828,female
model_09123,2.4e-05,23.504373,,18,54.259392,,unknown
model_01253,2.4e-05,23.501933,,28,54.247428,17.311475,female
model_04116,2.3e-05,23.495381,,8,54.235463,,unknown
model_10083,2.3e-05,23.466459,,40,54.223498,,
model_04233,2.3e-05,23.457112,,58,54.211534,,
model_09878,2.3e-05,23.453411,,10,54.199569,17.0,female
model_03774,2.3e-05,23.441956,,19,54.187605,20.193548,female
model_00174,2.3e-05,23.437748,,23,54.17564,,unknown
model_00809,2.3e-05,23.432605,,140,54.163676,17.311475,female
model_05315,2.3e-05,23.42484,,8,54.151711,,unknown
model_09704,2.3e-05,23.400923,,6,54.139746,,unknown
model_02386,2.3e-05,23.341851,,10,54.127782,16.983607,female
model_07817,2.3e-05,23.335645,,8,54.115817,,
model_08306,2.3e-05,23.322901,4100.0,34,54.103853,16.666667,female
model_05922,2.3e-05,23.318253,,142,54.091888,19.548387,female
model_10135,2.3e-05,23.290543,,24,54.079923,17.176471,female
model_08065,2.3e-05,23.287709,1700.0,22,54.067959,23.042254,female
model_03386,2.3e-05,23.28235,,47,54.055994,,
model_06419,2.3e-05,23.278037,7200.0,34,54.04403,18.580645,female
model_09904,2.3e-05,23.263067,9100.0,53,54.032065,,
model_01848,2.3e-05,23.26029,5400.0,13,54.020101,,
model_05284,2.3e-05,23.24532,1900.0,41,54.008136,16.0,female
model_05485,2.3e-05,23.229132,,43,53.996171,16.689655,female
model_08429,2.3e-05,23.203311,,43,53.984207,15.655172,female
model_09812,2.3e-05,23.202308,,79,53.972242,15.655172,female
model_04212,2.3e-05,23.145053,4200.0,17,53.960278,14.965517,female
model_01355,2.3e-05,23.131293,108900.0,63,53.948313,,unknown
model_04782,2.3e-05,23.126506,,8,53.936348,13.931034,female
model_06272,2.3e-05,23.104419,,11,53.924384,16.333333,female
model_01661,2.3e-05,23.030426,988.0,4,53.912419,,
model_08274,2.3e-05,23.030073,1600.0,30,53.900455,,
model_07516,2.3e-05,23.022311,14900.0,18,53.88849,14.596491,female
model_01511,2.3e-05,23.010829,,18,53.876525,16.0,female
model_08943,2.3e-05,22.984033,,22,53.864561,,
model_08804,2.3e-05,22.982169,,56,53.852596,16.983607,female
model_05414,2.3e-05,22.980489,2300.0,20,53.840632,,
model_06933,2.3e-05,22.976052,,13,53.828667,16.819672,female
model_02635,2.3e-05,22.964007,2100.0,17,53.816703,,
model_08677,2.3e-05,22.946227,,47,53.804738,18.131148,female
model_04332,2.3e-05,22.904863,2600.0,7,53.792773,18.622951,female
model_06060,2.3e-05,22.889243,,73,53.780809,18.857143,female
model_07194,2.3e-05,22.884114,9800.0,65,53.768844,19.75,female
model_07378,2.3e-05,22.878254,,34,53.75688,,
model_03017,2.3e-05,22.87241,,11,53.744915,19.809524,female
model_02493,2.3e-05,22.870571,,14,53.73295,18.131148,female
model_07445,2.3e-05,22.870556,6000.0,51,53.720986,11.323944,male
model_04412,2.3e-05,22.870482,,33,53.709021,16.0,female
model_02100,2.3e-05,22.845745,,17,53.697057,16.666667,female
model_03488,2.3e-05,22.83197,,58,53.685092,14.947368,female
model_08087,2.3e-05,22.813555,12200.0,32,53.673128,22.666667,female
model_06903,2.3e-05,22.808543,447.0,13,53.661163,15.310345,female
model_03601,2.3e-05,22.781178,3100.0,60,53.649198,19.492063,female
model_10028,2.3e-05,22.772559,4000.0,19,53.637234,13.866667,male
model_05062,2.3e-05,22.764085,,18,53.625269,17.311475,female
model_04283,2.3e-05,22.754781,210400.0,51,53.613305,,
model_02961,2.3e-05,22.751588,,16,53.60134,16.983607,female
model_05215,2.3e-05,22.749441,,35,53.589375,16.0,female
model_07437,2.3e-05,22.74902,,20,53.577411,,
model_03762,2.3e-05,22.711447,,8,53.565446,16.344828,female
model_01344,2.3e-05,22.69765,,8,53.553482,18.131148,female
model_01993,2.3e-05,22.689588,,14,53.541517,17.0,female
model_04360,2.3e-05,22.684291,,39,53.529553,9.074627,male
model_03115,2.3e-05,22.680932,,10,53.517588,16.983607,female
model_03327,2.3e-05,22.676362,49300.0,35,53.505623,,
model_07548,2.3e-05,22.675664,,63,53.493659,17.333333,female
model_00542,2.3e-05,22.673795,7700.0,51,53.481694,,unknown
model_04445,2.3e-05,22.672351,,9,53.46973,19.307087,female
model_04279,2.3e-05,22.647215,,5,53.457765,,
model_06663,2.3e-05,22.632542,,31,53.4458,16.0,female
model_03197,2.3e-05,22.570138,,74,53.433836,16.0,female
model_10061,2.3e-05,22.570075,,26,53.421871,,
model_02096,2.3e-05,22.546037,,27,53.409907,24.695652,female
model_00423,2.3e-05,22.545499,4700.0,12,53.397942,20.126984,female
model_06532,2.3e-05,22.530546,,44,53.385978,17.935484,female
model_07323,2.3e-05,22.52995,,6,53.374013,24.405797,female
model_04577,2.3e-05,22.520817,,23,53.362048,,
model_00770,2.2e-05,22.484594,4400.0,11,53.350084,18.903226,female
model_05081,2.2e-05,22.482539,1500.0,17,53.338119,16.333333,female
model_04972,2.2e-05,22.47849,,28,53.326155,16.983607,female
model_02076,2.2e-05,22.472348,,34,53.31419,16.983607,female
model_04120,2.2e-05,22.466609,,86,53.302225,5.639344,male
model_09357,2.2e-05,22.446797,,50,53.290261,17.639344,female
model_05540,2.2e-05,22.431526,,41,53.278296,16.666667,female
model_09089,2.2e-05,22.412798,,6,53.266332,18.622951,female
model_03867,2.2e-05,22.355978,,93,53.254367,16.983607,female
model_07673,2.2e-05,22.355968,,23,53.242402,9.294118,male
model_06218,2.2e-05,22.342324,,58,53.230438,17.639344,female
model_06371,2.2e-05,22.340529,,9,53.218473,16.163934,female
model_04361,2.2e-05,22.33552,,75,53.206509,,
model_04896,2.2e-05,22.333357,3000.0,8,53.194544,16.338983,female
model_07576,2.2e-05,22.327844,,9,53.18258,,
model_07056,2.2e-05,22.295951,,11,53.170615,,
model_00726,2.2e-05,22.265075,,50,53.15865,15.661017,female
model_01211,2.2e-05,22.256709,1700.0,15,53.146686,,
model_00036,2.2e-05,22.246144,1500.0,23,53.134721,,
model_06596,2.2e-05,22.243112,2600.0,20,53.122757,17.639344,female
model_03332,2.2e-05,22.197481,9000.0,24,53.110792,,
model_05594,2.2e-05,22.194884,,21,53.098827,15.322034,female
