pc1,pc2
-0.271833,0.154381
0.297003,1.265956
-1.339528,1.543505
0.318483,0.588556
-0.670220,0.679354
-0.227367,0.236108
1.524139,0.867071
-4.672630,-1.860369
-1.818848,-0.321720
-0.081991,1.330864
0.605356,-0.580233
0.037875,0.368586
-0.506424,-1.434457
0.008926,-0.249515
-2.234507,1.682461
0.668096,0.198786
0.229067,0.323469
-0.091932,-0.130916
-1.818030,0.505413
1.998662,-0.434399
0.748057,-0.896274
3.036144,3.358349
-1.306122,0.584053
-0.267756,0.738450
10.292967,-5.722171
-0.028073,0.227502
-0.024047,-0.320057
-0.978959,0.668416
-1.224807,0.812630
4.381391,3.013697
4.778860,2.975031
-0.537507,1.051898
2.402715,3.429328
-0.660232,-0.009231
-1.028753,0.205481
3.260324,-1.844959
-0.629299,-2.240097
-0.655238,-0.353523
0.079717,0.171143
0.007957,-0.452781
-0.386606,-0.246371
-0.438638,0.131896
0.379385,-0.057695
-0.452092,1.157739
0.498234,0.927126
1.208567,-0.961601
-0.531545,0.910872
0.669065,0.402052
-1.018916,-0.595993
-0.856620,0.240796
-0.023079,-0.116790
-0.622415,0.340886
-0.391600,0.097922
0.165743,0.461555
-1.260536,0.245179
-0.300706,-0.775653
0.401402,0.498166
0.309563,-0.275087
-0.156962,-0.831983
-1.309564,-0.522249
-0.535419,0.834563
-0.697230,0.467786
-0.225763,-0.082859
-0.214806,-0.568178
-0.187946,0.267257
0.401402,0.498166
0.872869,-0.052480
0.165743,0.461555
-0.096926,0.213376
-1.778943,-0.188939
-0.801606,-0.207984
0.031912,0.509612
-1.094850,0.688265
1.334348,0.085460
-0.478444,-1.019623
0.914862,-0.873789
-0.978959,0.668416
-0.145803,-1.177919
-0.022110,-0.281902
-0.738791,0.259101
-0.231726,-0.310211
6.119566,1.397772
-2.390689,0.449157
0.337543,0.139748
-0.525431,-0.222400
2.710152,3.248256
0.744031,-0.348715
0.309563,-0.275087
-0.308197,-0.259214
1.733087,-1.292376
0.292159,0.249625
0.809979,-0.207632
0.165743,0.461555
-0.096926,0.213376
-0.258737,-0.153401
-0.537507,1.051898
0.153616,0.604226
-1.024394,0.383423
0.631657,0.465502
-1.191683,0.259305
1.144557,-0.696152
0.229551,0.056724
8.598911,0.405038
0.809979,-0.207632
0.770073,-0.340414
0.600212,0.387926
0.441457,-0.361298
-1.561173,0.270751
-0.248848,0.913508
1.659240,-0.962210
0.298606,0.210232
-0.112011,-0.280244
-1.726041,0.654798
-0.438638,0.131896
-0.002031,0.235804
2.807765,-1.119255
0.609231,-0.503925
0.475399,-0.455868
7.125024,-2.983857
0.272564,0.201930
0.577226,-0.371200
0.502260,0.379567
0.165743,0.461555
2.329019,3.872384
0.541196,0.309083
-1.025847,0.078524
-1.089856,0.343972
0.973877,-0.794945
1.208567,-0.961601
-0.247780,-0.638720
-0.795183,0.459427
-1.309564,-0.522249
-0.934930,-1.501855
-0.643463,-0.011709
-0.312608,-1.200404
-1.052373,-0.031411
-0.469524,-0.155980
0.809979,-0.207632
-0.023079,-0.116790
-0.286157,-0.778536
10.292036,-0.301833
-1.018916,-0.595993
-0.064921,0.080652
3.733432,2.909032
-0.857104,0.507541
-0.434561,0.715965
-0.701256,1.015345
0.152746,-0.986157
-0.702812,-1.184431
-0.975954,-0.477279
-0.386606,-0.246371
-0.424573,0.027380
0.479425,-1.003427
-1.468318,-0.903095
0.032881,0.712878
0.772011,0.066119
-0.326772,0.659606
-0.411120,-0.998463
0.310532,-0.071821
0.069729,0.859728
-1.561173,0.270751
-1.253755,0.931286
0.030943,0.306346
-1.561173,0.270751
-0.460603,0.707663
0.758045,-1.216481
-0.725210,0.052952
-1.264613,-0.338889
-0.779081,-0.994051
-0.747763,-1.367791
-0.189399,-0.037642
0.443395,-0.323144
-0.688362,0.199802
-0.782138,-0.243226
0.600644,-0.273690
-0.073940,0.972503
0.056882,-1.211850
0.535233,0.450109
0.152746,-0.986157
-0.548492,-0.301215
-0.258737,-0.153401
0.744031,-0.348715
-0.542501,1.396191
-0.515443,-0.542606
-0.190058,1.928152
-0.023079,-0.116790
1.706894,-0.676811
-0.091932,-0.130916
-0.847525,-0.594610
-1.721531,0.208873
0.701070,0.269328
1.272577,-1.227050
-0.710132,-1.100268
0.744031,-0.348715
-0.568393,0.764022
-0.498571,0.981414
-0.028073,0.227502
-0.954906,-0.124685
-0.416114,-0.654171
0.165743,0.461555
-0.962956,0.233676
9.207361,-5.245219
-0.105028,0.176866
0.577226,-0.371200
0.567238,0.317385
-0.817199,-0.096434
-1.002814,-1.312715
-0.860010,-0.102258
0.165743,0.461555
-0.489401,-0.534304
0.309563,-0.275087
-0.187946,0.267257
1.402233,0.264697
-0.059927,-0.263641
-2.210355,-0.866135
-1.050920,0.273488
-0.425542,0.192492
-1.000924,1.244183
-0.589441,0.411427
0.453919,0.221532
-1.094850,0.688265
-0.850022,-0.790842
4.239961,1.474838
-0.024047,-0.320057
-0.735198,0.741537
0.337392,0.763615
0.758045,-1.216481
1.402233,0.264697
-0.059927,-0.263641
-0.004118,1.189895
0.332549,0.484040
0.257629,-1.283936
-0.794698,0.561060
0.061777,0.199351
-1.099797,-1.117808
3.260324,-1.844959
0.331580,0.280774
0.229551,0.056724
-1.255542,-0.099113
-0.498571,0.981414
1.872096,0.769776
-1.251470,-2.797037
1.335317,0.288726
-0.177958,-0.421328
1.132632,0.322657
-0.826068,0.171550
-0.424573,0.027380
-0.702812,-1.184431
-1.588335,0.683050
-1.253605,0.307419
-0.975954,-0.477279
1.231402,0.421393
0.158760,0.004444
-0.554380,-0.472122
-0.038061,0.916087
1.033711,0.111031
1.850150,-1.337955
-0.424573,0.027380
-0.682248,-0.565091
-1.376480,-0.129843
-1.434376,-1.366044
0.091746,1.415589
-0.189399,-0.037642
0.242647,0.117320
0.333517,0.687306
1.254387,1.180520
-0.660232,-0.009231
-0.166898,0.619851
-0.320710,-1.236914
0.567238,0.317385
-0.156962,-0.831983
-0.636428,1.577029
3.300280,-1.685685
-0.310670,-0.793872
0.332549,0.484040
-0.748196,-0.706175
-1.181211,-0.327647
-0.896191,1.201893
-2.757908,0.855879
-2.107559,-0.578201
0.039812,0.038362
-0.381612,-0.590663
-0.736270,-0.988227
1.066732,-1.968792
0.032881,0.712878
-0.480533,-0.802289
0.668096,0.198786
-1.006938,0.253582
1.242509,-0.687793
0.515281,0.383718
-0.461572,0.504397
-0.391600,0.097922
-0.028073,0.227502
-0.105028,0.176866
1.182501,0.473658
0.669065,0.402052
0.358388,0.352960
-0.366677,0.526824
0.899880,0.159088
0.430501,0.492399
0.229551,0.056724
-0.257768,0.049865
-0.129899,0.142834
-1.186689,-0.084988
-0.300730,0.667908
0.822591,-0.617048
-0.419988,-0.730479
1.064597,0.398908
-0.726179,-0.150314
0.134707,0.797546
-0.000093,0.642336
-0.688503,-1.067768
-0.091932,-0.130916
-0.613804,-0.964532
0.038843,-0.164905
2.686010,-2.345496
0.963739,0.517506
0.229067,0.323469
-0.850121,0.964652
1.061155,-0.339016
-0.187946,0.267257
-1.262624,0.462514
-0.101920,0.557669
0.438401,0.021149
-0.105028,0.176866
0.266601,0.342956
-2.033712,-0.908368
0.337392,0.763615
-1.067689,0.275966
-0.091932,-0.130916
0.963739,0.517506
5.631480,0.590272
-1.953799,0.146937
0.351457,0.659098
3.476726,2.519827
-0.101920,0.557669
0.030990,-1.844019
-0.478444,-1.019623
0.152746,-0.986157
-0.810117,-0.658061
-0.115886,-1.093309
0.734043,0.339869
-0.091932,-0.130916
1.473324,-1.299135
1.766879,0.342055
-1.556179,-0.073541
-0.968919,1.111458
0.672220,-1.735889
3.808596,-1.352724
-0.558405,0.075437
-0.628377,0.481912
3.647754,-1.516235
-0.391600,0.097922
-0.460603,0.707663
-1.094700,0.064398
-0.975954,-0.477279
0.337392,0.763615
0.487226,0.649195
-0.181932,0.889480
0.229551,0.056724
2.423961,1.744447
0.513367,-0.729619
-2.477200,0.057112
0.116307,-0.719440
0.690160,-1.395719
0.032881,0.712878
0.577226,-0.371200
-0.890078,0.436999
-0.420699,0.103688
2.278204,2.074556
-1.824961,1.179929
0.309563,-0.275087
0.308594,-0.478353
0.309563,-0.275087
0.577226,-0.371200
0.152647,0.769338
-1.113660,-1.242287
0.028803,0.128809
-1.597203,0.951034
-0.331766,1.003899
6.006331,4.406781
-0.558405,0.075437
-0.179896,-0.827860
-1.025847,0.078524
0.272564,0.201930
0.530239,0.794401
-0.767203,0.874261
0.329440,0.103238
-1.181695,-0.429280
-0.002031,0.235804
-0.515443,-0.542606
7.398801,-3.108108
-0.515443,-0.542606
0.567238,0.317385
0.574320,-0.244243
1.331442,0.212417
0.254723,-1.525356
-1.421529,0.705535
0.036294,-0.387629
-0.014059,-1.008642
1.168512,0.266241
1.000738,0.040490
0.257629,-1.283936
-1.000924,1.244183
0.900848,0.362354
-1.006938,0.253582
4.299902,3.575404
0.066870,-1.900435
-0.087906,-0.678475
1.733087,-1.292376
-0.386606,-0.246371
-0.644281,-0.838842
-0.489401,-0.534304
-0.640354,0.369094
-1.027836,-0.722879
-0.219800,-0.223886
-0.122968,0.205074
0.577226,-0.371200
0.110753,-0.164847
2.135400,-0.609414
0.162635,0.080753
0.577226,-0.371200
-0.601366,0.693480
0.186839,-1.336216
0.100713,-0.239511
1.842814,-0.942203
0.853908,-1.359165
0.056882,-1.211850
1.659240,-0.962210
0.871900,-0.255746
8.322727,-3.365719
1.223911,0.937832
-0.146772,-1.381186
-1.285534,-0.240168
-0.001038,-1.004491
-2.863712,-0.831595
0.942842,-0.090577
0.202742,-0.015462
0.951301,-1.140506
-0.506523,0.321037
-1.366388,0.708070
-0.028073,0.227502
0.318483,0.588556
-0.890078,0.436999
-0.091932,-0.130916
-0.628377,0.481912
-0.974449,0.222491
1.807555,3.452335
1.061155,-0.339016
-2.022803,0.756679
-0.885469,-1.764420
0.809979,-0.207632
0.487226,0.649195
0.577226,-0.371200
2.285234,-0.723833
-0.091932,-0.130916
0.423419,1.054026
-0.506523,0.321037
-0.670220,0.679354
-1.546342,-0.138259
1.401264,0.429809
2.695602,3.251139
0.593280,0.325686
7.398801,-3.108108
-0.101920,0.557669
0.808041,-0.614164
-0.331766,1.003899
-1.056883,0.414514
-1.222719,0.595295
0.309563,-0.275087
-0.001983,-1.914561
0.266601,0.342956
-0.096926,0.213376
0.515305,-0.323086
0.037875,0.368586
0.423466,-1.096339
-0.156760,-0.692601
-1.057852,0.211248
0.036906,0.165319
0.872869,-0.052480
-0.480533,-0.802289
-1.075791,0.239456
0.577226,-0.371200
-0.156962,-0.831983
0.215494,0.554672
-0.486495,0.075494
4.790786,3.061357
0.567238,0.317385
-0.424573,0.027380
-0.387574,-0.449637
0.106878,-0.241156
-1.023909,0.485056
-0.294767,0.526882
0.915684,3.235336
-1.315527,-0.381223
-1.366388,0.708070
-0.903023,0.120915
-0.940991,0.394665
-0.096926,0.213376
-0.380718,-0.443842
3.132159,2.960176
-0.589441,0.411427
-0.001062,0.439070
0.292540,-1.175240
0.416967,-1.820195
-0.842122,-0.525336
-0.211849,0.436491
0.337392,0.763615
0.871900,-0.255746
0.266601,0.342956
-0.897009,0.374759
-1.082774,-0.217655
0.549223,0.289148
-0.975954,-0.477279
0.032881,0.712878
1.536299,3.066013
0.567238,0.317385
0.502260,0.379567
0.317030,0.283657
0.539258,-0.097450
-0.238860,0.224923
-1.006938,0.253582
-0.355236,0.143139
0.137665,1.802215
-1.808042,-0.183172
-0.984973,-0.322185
-0.832181,0.936444
-0.826068,0.171550
1.911668,-0.191321
0.567238,0.317385
-0.424573,0.027380
-0.096926,0.213376
-1.454352,0.011126
-0.163024,0.696160
-0.480533,-0.802289
-0.724726,0.154585
-1.289786,1.611569
0.809979,-0.207632
-0.896191,1.201893
-1.056883,0.414514
0.035786,0.585920
-0.202881,-1.586987
0.577226,-0.371200
7.290361,1.594084
4.888019,3.428355
1.061155,-0.339016
0.309563,-0.275087
-0.665861,0.857296
0.549223,0.289148
-0.414661,-0.349271
-0.589441,0.411427
4.381391,3.013697
1.100068,0.665682
-0.832181,0.936444
-0.064921,0.080652
0.631248,0.051936
0.867898,-0.783370
-0.498571,0.981414
2.091621,-0.081747
-1.251517,-0.646672
0.116307,-0.719440
0.318483,0.588556
-0.599429,1.100012
-0.860010,-0.102258
0.337392,0.763615
-0.478444,-1.019623
-0.736167,0.538271
-1.222719,0.595295
-0.748196,-0.706175
-0.589441,0.411427
8.290708,1.258982
-0.282282,-0.702228
0.257629,-1.283936
-0.096926,0.213376
0.165743,0.461555
4.769174,2.784260
-0.078017,0.388434
-0.699779,-0.123317
1.100068,0.665682
0.309563,-0.275087
-0.424573,0.027380
1.189992,-0.042781
-1.434376,-0.997666
-0.956025,0.295916
1.056744,-1.280207
5.575070,3.105718
-0.559374,-0.127829
-0.154822,-0.286068
0.272564,0.201930
4.981222,0.464832
4.155204,-0.596798
-1.056883,0.414514
0.318483,0.588556
-0.425542,0.192492
10.979731,-7.084541
-0.890078,0.436999
-0.940991,0.394665
-1.682261,0.863888
4.446219,3.870084
-0.980948,-0.132987
-0.594435,0.755720
-0.203746,0.473001
-1.259567,0.448445
-0.081944,-0.819501
-0.134893,0.487127
-0.078017,0.388434
-0.828617,-0.419552
-0.629299,-2.240097
0.318483,0.588556
0.487226,0.649195
0.901817,0.197242
-1.094700,0.064398
-0.984973,-0.322185
0.644142,-0.395229
0.229067,0.323469
-0.156962,-0.831983
0.973877,-0.794945
0.318483,0.588556
-0.856620,0.240796
-0.414661,-0.349271
-0.627258,0.061311
-0.692236,0.123494
-2.463187,-1.179031
-0.516511,1.009622
-0.146922,-0.757319
-0.682248,-0.565091
0.116307,-0.719440
5.631480,0.590272
-1.517243,-0.144026
-0.156910,-0.068734
0.577226,-0.371200
-0.414637,-1.424454
-0.765265,1.280794
-0.916120,0.428697
1.498096,0.122013
0.663662,0.332778
-0.985942,0.211305
-1.425404,0.629227
0.145815,-0.311640
-1.018765,-0.483103
0.872869,-0.052480
-0.897009,0.374759
-0.800177,0.803719
-1.105276,-0.875148
-0.391600,0.097922
-0.091932,-0.130916
-0.486495,0.075494
-1.186689,-0.084988
-1.195558,0.182997
-0.091932,-0.130916
-1.094700,0.064398
0.669088,-1.041509
0.152746,-0.986157
-0.644281,-0.838842
-0.038061,0.916087
-1.099844,1.032557
-1.069829,0.098430
-2.355246,-1.859257
-0.723273,0.459484
-0.357173,0.473363
-0.822043,-0.376008
-1.088737,-0.076628
0.577226,-0.371200
-0.747763,-1.367791
0.266601,0.342956
0.370516,0.210289
-0.359595,-0.034803
1.842814,-0.942203
-2.150521,0.039842
10.292036,-0.301833
0.032881,0.712878
0.056882,-1.211850
1.641098,-0.705006
-1.028753,0.205481
-0.525431,0.145979
-0.639334,0.967231
1.100068,0.665682
-0.425542,-0.175886
-0.105028,0.176866
-0.860010,-0.102258
-0.665861,0.857296
0.272564,0.201930
-0.163024,0.696160
0.266601,0.342956
-0.349607,-0.723388
-0.712165,-0.649702
-0.559374,-0.127829
-0.000093,0.642336
0.577226,-0.371200
-1.597203,0.951034
-1.926788,0.358505
0.443395,-0.323144
0.332549,0.484040
1.001706,0.243756
0.367459,0.224358
-0.294767,0.526882
0.090824,-1.306421
-0.476122,0.507280
0.577226,-0.371200
0.475399,-0.824246
-0.000093,0.642336
-0.023079,-0.116790
-0.962956,0.233676
-1.481212,-0.824309
0.162635,0.080753
-1.978722,-0.281965
0.420409,-1.082270
0.644142,-0.395229
0.066870,-1.900435
-0.237792,-1.327305
0.558266,-1.309508
0.036294,-0.387629
0.743063,-0.551982
-0.091932,-0.130916
0.900848,0.362354
0.475399,-0.824246
-0.481934,0.024439
0.577226,-0.371200
-0.897009,0.374759
-0.984973,-0.322185
-0.975954,-0.477279
0.475399,-0.455868
-1.310048,-0.623883
-0.493577,0.637121
0.872869,-0.052480
-0.723273,0.459484
-0.433593,0.919231
-0.644281,-0.838842
0.056882,-1.211850
0.137811,-2.103644
0.309563,-0.275087
-1.456242,-2.545771
0.165743,0.461555
0.541196,0.309083
-0.182802,-0.700903
-1.427341,0.222694
-0.444352,-2.106439
-1.339528,1.543505
-0.054933,-0.607933
0.501291,0.176301
-1.416535,0.361242
-0.224794,0.120407
0.475399,-0.824246
-0.847525,-0.594610
-1.069829,0.098430
-0.968919,1.111458
-0.850022,-0.790842
-0.286256,0.976958
1.233490,-0.164320
-0.738791,0.259101
-0.219800,-0.223886
-1.055763,-0.006087
-0.285799,-1.128218
-0.423605,0.230646
-0.091932,-0.130916
0.605356,-0.580233
-1.675997,-1.261628
0.834901,0.221271
-0.548492,-0.301215
1.369259,-0.174223
-0.765265,1.280794
0.577226,-0.371200
-1.089856,0.343972
-0.748196,-0.706175
-0.168812,-0.861864
-0.391600,0.097922
-0.643463,-0.011709
-1.346563,-0.045233
0.209575,1.433894
-0.396594,0.442214
1.107558,-0.219135
2.823970,-1.414614
-0.735198,0.741537
-1.056883,0.414514
-0.091932,-0.130916
-0.230757,0.261433
6.387181,3.452023
-0.286716,-0.568235
0.235081,0.945692
-0.091932,-0.130916
0.004901,0.298044
-0.826068,0.171550
-0.977407,-0.782179
4.038917,3.584119
0.271595,-0.001336
0.299575,0.413498
-0.858125,-0.827352
-0.569314,-1.589609
0.567238,0.317385
-0.189884,-0.139275
7.357710,0.908439
-1.075791,0.239456
-0.022110,0.086476
-0.950984,-2.198742
-0.480533,-0.802289
-0.553562,0.355011
-0.635262,-1.730693
0.249578,-0.557197
1.251938,-1.166077
10.979731,-7.084541
1.842814,-0.942203
0.604237,-0.159632
0.785464,-0.959724
0.512398,-0.932885
-1.293510,0.174637
0.036906,0.165319
-0.639287,-1.183134
-1.384530,0.596896
-0.286157,-0.778536
-0.699779,-0.123317
0.142758,-0.297572
0.604237,-0.159632
0.064885,0.580154
-1.476369,-0.544734
-0.359745,0.589064
-0.091932,-0.130916
-0.696111,0.047185
0.867875,0.291813
-0.748196,-0.706175
4.198635,4.115525
-0.425542,0.192492
-0.386606,-0.246371
4.863919,3.798933
0.443395,-0.323144
-1.577711,-0.527769
-1.481212,-0.824309
-0.386606,-0.246371
-1.078749,-0.765213
0.337392,0.763615
0.165743,0.461555
-0.956025,0.295916
-0.248848,0.913508
0.272564,0.201930
-0.895072,0.781292
-1.227130,-0.714273
-0.564471,-1.310035
0.040931,-0.382239
-0.393104,-0.601848
-0.337578,0.521058
1.189992,-0.042781
4.560227,2.873184
-0.122968,0.205074
-0.203897,1.096868
-0.832181,0.936444
-0.720367,0.332526
-1.443880,-0.575826
-0.091932,-0.130916
-0.355236,0.143139
-0.300730,0.667908
0.064885,0.580154
-0.856620,0.240796
-0.660232,-0.009231
-0.720367,0.332526
1.703791,2.961135
-0.315514,-1.810203
-0.757215,0.185676
-0.163024,0.696160
0.272564,0.201930
-0.180865,-1.031127
-1.083743,-0.420921
3.366425,-5.055589
1.733087,-1.292376
-0.156962,-0.831983
-0.425542,-0.175886
-0.114965,1.260322
0.441457,-0.361298
0.672220,-1.735889
-0.452092,1.157739
0.809979,-0.207632
-0.937883,0.775468
0.152746,-0.986157
0.502260,0.379567
0.539160,1.658044
0.809979,-0.207632
0.036755,0.789186
-0.699779,-0.123317
4.946315,-2.753452
-1.018916,-0.595993
-2.560067,0.542374
-0.691268,0.326760
-0.187946,0.267257
0.075842,0.094835
0.443395,-0.323144
0.867875,0.291813
0.337392,0.763615
0.883802,0.169006
-0.523494,0.552511
-0.762209,0.529969
-1.018916,-0.595993
-0.742280,1.303164
0.809979,-0.207632
0.074873,-0.108431
-0.506523,0.321037
0.152746,-0.986157
0.443395,-0.323144
-1.093882,0.891531
-2.145527,-0.304450
-0.826068,0.171550
-0.779081,-0.994051
-1.407365,-1.154476
-0.956025,0.295916
-0.220769,-0.427152
-0.423605,0.230646
0.116307,-0.719440
0.104790,-0.023821
-0.996898,0.696624
0.420310,0.673224
0.593280,0.325686
-0.401588,0.786507
0.726576,-0.218874
-1.722015,0.107240
-0.210781,-1.115737
-1.018916,-0.595993
-0.506523,0.321037
0.032881,0.712878
-0.599429,1.100012
0.829089,-0.261570
0.871900,-0.255746
1.371347,-0.391557
9.207361,-5.245219
-0.091932,-0.130916
-3.571807,-0.520826
5.692414,3.022390
-1.468318,-0.903095
0.337392,0.763615
-0.480533,-0.802289
-0.842122,-0.525336
0.229551,0.056724
-0.633371,0.826204
-0.028073,0.227502
-0.082912,-0.286011
-1.093882,0.891531
-0.784127,-1.413008
0.056882,-1.211850
0.401402,0.498166
-0.646218,-0.876996
-0.832181,0.936444
-0.266787,0.941716
