event,variable,year,value,proportion,count,total_count
advertisements,world_region,2024,southern europe,0.074074,32,432
advertisements,world_region,2024,south america,0.039352,17,432
advertisements,world_region,2024,eastern europe,0.016204,7,432
advertisements,world_region,2024,northern europe,0.011574,5,432
advertisements,world_region,2024,caribbean,0.004630,2,432
advertisements,world_region,2024,north africa,0.004630,2,432
advertisements,world_region,2024,middle east,0.004630,2,432
advertisements,world_region,2024,south asia,0.004630,2,432
advertisements,world_region,2017,western europe,0.324723,88,271
advertisements,world_region,2017,north america,0.298893,81,271
advertisements,world_region,2017,southern europe,0.092251,25,271
advertisements,world_region,2017,south america,0.070111,19,271
advertisements,world_region,2017,sub-saharan africa,0.066421,18,271
advertisements,world_region,2017,east asia,0.047970,13,271
advertisements,world_region,2017,eastern europe,0.047970,13,271
advertisements,world_region,2017,northern europe,0.018450,5,271
advertisements,world_region,2017,oceania,0.014760,4,271
advertisements,world_region,2017,middle east,0.014760,4,271
advertisements,world_region,2017,caribbean,0.003690,1,271
advertisements,world_region,2018,western europe,0.330769,129,390
advertisements,world_region,2018,north america,0.287179,112,390
advertisements,world_region,2018,east asia,0.087179,34,390
advertisements,world_region,2018,southern europe,0.079487,31,390
advertisements,world_region,2018,sub-saharan africa,0.069231,27,390
advertisements,world_region,2018,eastern europe,0.046154,18,390
advertisements,world_region,2018,northern europe,0.033333,13,390
advertisements,world_region,2018,south america,0.033333,13,390
advertisements,world_region,2018,oceania,0.017949,7,390
advertisements,world_region,2018,middle east,0.010256,4,390
advertisements,world_region,2018,caribbean,0.005128,2,390
advertisements,world_region,2019,western europe,0.292434,143,489
advertisements,world_region,2019,north america,0.241309,118,489
advertisements,world_region,2019,east asia,0.130879,64,489
advertisements,world_region,2019,sub-saharan africa,0.114519,56,489
advertisements,world_region,2019,eastern europe,0.057260,28,489
advertisements,world_region,2019,southern europe,0.055215,27,489
advertisements,world_region,2019,south america,0.030675,15,489
advertisements,world_region,2019,oceania,0.024540,12,489
advertisements,world_region,2019,northern europe,0.022495,11,489
advertisements,world_region,2019,caribbean,0.010225,5,489
advertisements,world_region,2019,south asia,0.010225,5,489
advertisements,world_region,2019,southeast asia,0.006135,3,489
advertisements,world_region,2019,middle east,0.004090,2,489
advertisements,world_region,2020,western europe,0.350797,154,439
advertisements,world_region,2020,north america,0.198178,87,439
advertisements,world_region,2020,sub-saharan africa,0.134396,59,439
advertisements,world_region,2020,east asia,0.095672,42,439
advertisements,world_region,2020,southern europe,0.068337,30,439
advertisements,world_region,2020,eastern europe,0.045558,20,439
advertisements,world_region,2020,south america,0.038724,17,439
advertisements,world_region,2020,northern europe,0.027335,12,439
advertisements,world_region,2020,caribbean,0.015945,7,439
advertisements,world_region,2020,oceania,0.006834,3,439
advertisements,world_region,2020,north africa,0.006834,3,439
advertisements,world_region,2020,south asia,0.004556,2,439
advertisements,world_region,2020,middle east,0.004556,2,439
advertisements,world_region,2020,southeast asia,0.002278,1,439
advertisements,world_region,2022,western europe,0.283892,178,627
advertisements,world_region,2022,north america,0.232855,146,627
advertisements,world_region,2022,sub-saharan africa,0.196172,123,627
advertisements,world_region,2022,east asia,0.110048,69,627
advertisements,world_region,2022,southern europe,0.073365,46,627
advertisements,world_region,2022,south america,0.027113,17,627
advertisements,world_region,2022,eastern europe,0.023923,15,627
advertisements,world_region,2022,northern europe,0.019139,12,627
advertisements,world_region,2022,caribbean,0.011164,7,627
advertisements,world_region,2022,middle east,0.009569,6,627
advertisements,world_region,2022,south asia,0.004785,3,627
advertisements,world_region,2022,north africa,0.004785,3,627
advertisements,world_region,2022,oceania,0.003190,2,627
advertisements,world_region,2015,western europe,0.357895,68,190
advertisements,world_region,2015,north america,0.242105,46,190
advertisements,world_region,2015,southern europe,0.142105,27,190
advertisements,world_region,2015,eastern europe,0.094737,18,190
advertisements,world_region,2015,south america,0.073684,14,190
advertisements,world_region,2015,oceania,0.047368,9,190
advertisements,world_region,2015,east asia,0.021053,4,190
advertisements,world_region,2015,sub-saharan africa,0.010526,2,190
advertisements,world_region,2015,caribbean,0.010526,2,190
advertisements,world_region,2008,north america,0.355932,21,59
advertisements,world_region,2008,western europe,0.254237,15,59
advertisements,world_region,2008,southern europe,0.169492,10,59
advertisements,world_region,2008,east asia,0.118644,7,59
advertisements,world_region,2008,eastern europe,0.067797,4,59
advertisements,world_region,2008,south america,0.033898,2,59
advertisements,world_region,2009,north america,0.397849,37,93
advertisements,world_region,2009,western europe,0.311828,29,93
advertisements,world_region,2009,southern europe,0.118280,11,93
advertisements,world_region,2009,east asia,0.096774,9,93
advertisements,world_region,2009,eastern europe,0.043011,4,93
advertisements,world_region,2009,south america,0.021505,2,93
advertisements,world_region,2009,central asia,0.010753,1,93
advertisements,world_region,2010,north america,0.389313,51,131
advertisements,world_region,2010,western europe,0.267176,35,131
advertisements,world_region,2010,southern europe,0.106870,14,131
advertisements,world_region,2010,eastern europe,0.091603,12,131
advertisements,world_region,2010,east asia,0.076336,10,131
advertisements,world_region,2010,oceania,0.038168,5,131
advertisements,world_region,2010,south america,0.030534,4,131
advertisements,world_region,2011,western europe,0.346667,52,150
advertisements,world_region,2011,north america,0.260000,39,150
advertisements,world_region,2011,southern europe,0.146667,22,150
advertisements,world_region,2011,eastern europe,0.113333,17,150
advertisements,world_region,2011,oceania,0.060000,9,150
advertisements,world_region,2011,east asia,0.040000,6,150
advertisements,world_region,2011,south america,0.033333,5,150
advertisements,world_region,2012,western europe,0.378378,56,148
advertisements,world_region,2012,north america,0.297297,44,148
advertisements,world_region,2012,southern europe,0.114865,17,148
advertisements,world_region,2012,oceania,0.087838,13,148
advertisements,world_region,2012,eastern europe,0.054054,8,148
advertisements,world_region,2012,east asia,0.033784,5,148
advertisements,world_region,2012,central asia,0.013514,2,148
advertisements,world_region,2012,middle east,0.006757,1,148
advertisements,world_region,2012,south america,0.006757,1,148
advertisements,world_region,2012,caribbean,0.006757,1,148
advertisements,world_region,2013,north america,0.350515,68,194
advertisements,world_region,2013,western europe,0.324742,63,194
advertisements,world_region,2013,eastern europe,0.092784,18,194
advertisements,world_region,2013,southern europe,0.072165,14,194
advertisements,world_region,2013,oceania,0.067010,13,194
advertisements,world_region,2013,south america,0.041237,8,194
advertisements,world_region,2013,caribbean,0.025773,5,194
advertisements,world_region,2013,east asia,0.020619,4,194
advertisements,world_region,2013,northern europe,0.005155,1,194
advertisements,world_region,2014,western europe,0.395604,72,182
advertisements,world_region,2014,north america,0.285714,52,182
advertisements,world_region,2014,southern europe,0.137363,25,182
advertisements,world_region,2014,eastern europe,0.071429,13,182
advertisements,world_region,2014,oceania,0.038462,7,182
advertisements,world_region,2014,south america,0.038462,7,182
advertisements,world_region,2014,east asia,0.016484,3,182
advertisements,world_region,2014,caribbean,0.005495,1,182
advertisements,world_region,2014,northern europe,0.005495,1,182
advertisements,world_region,2014,sub-saharan africa,0.005495,1,182
advertisements,world_region,2016,western europe,0.370909,102,275
advertisements,world_region,2016,north america,0.203636,56,275
advertisements,world_region,2016,southern europe,0.112727,31,275
advertisements,world_region,2016,south america,0.098182,27,275
advertisements,world_region,2016,eastern europe,0.061818,17,275
advertisements,world_region,2016,oceania,0.054545,15,275
advertisements,world_region,2016,east asia,0.043636,12,275
advertisements,world_region,2016,sub-saharan africa,0.036364,10,275
advertisements,world_region,2016,northern europe,0.007273,2,275
advertisements,world_region,2016,central asia,0.003636,1,275
advertisements,world_region,2016,caribbean,0.003636,1,275
advertisements,world_region,2016,middle east,0.003636,1,275
advertisements,world_region,2007,western europe,0.461538,6,13
advertisements,world_region,2007,north america,0.384615,5,13
advertisements,world_region,2007,eastern europe,0.076923,1,13
advertisements,world_region,2007,east asia,0.076923,1,13
advertisements,world_region,2003,north america,0.500000,1,2
advertisements,world_region,2003,western europe,0.500000,1,2
advertisements,world_region,1998,north america,0.750000,3,4
advertisements,world_region,1998,middle east,0.250000,1,4
advertisements,world_region,2000,north america,1.000000,2,2
advertisements,world_region,2001,north america,0.666667,2,3
advertisements,world_region,2001,western europe,0.333333,1,3
advertisements,world_region,2004,north america,0.800000,4,5
advertisements,world_region,2004,western europe,0.200000,1,5
advertisements,world_region,2006,east asia,0.428571,3,7
advertisements,world_region,2006,north america,0.285714,2,7
advertisements,world_region,2006,western europe,0.142857,1,7
advertisements,world_region,2006,south america,0.142857,1,7
advertisements,world_region,2002,north america,1.000000,1,1
advertisements,world_region,2005,western europe,0.666667,2,3
advertisements,world_region,2005,north america,0.333333,1,3
advertisements,world_region,1995,north america,1.000000,7,7
advertisements,world_region,1996,north america,0.800000,4,5
advertisements,world_region,1996,middle east,0.200000,1,5
advertisements,world_region,1997,north america,1.000000,3,3
advertisements,world_region,1990,north america,1.000000,1,1
advertisements,world_region,1992,north america,1.000000,2,2
advertisements,world_region,1993,north america,1.000000,5,5
advertisements,world_region,1994,north america,0.800000,4,5
advertisements,world_region,1994,middle east,0.200000,1,5
advertisements,world_region,1991,north america,1.000000,2,2
advertisements,world_region,1987,north america,1.000000,1,1
advertisements,world_region,1989,north america,1.000000,3,3
advertisements,world_region,1980,north america,1.000000,1,1
advertisements,global_group,2021,global north,0.622685,269,432
advertisements,global_group,2021,global south,0.377315,163,432
advertisements,global_group,2023,global north,0.684124,418,611
advertisements,global_group,2023,global south,0.315876,193,611
advertisements,global_group,2024,global north,0.766204,331,432
advertisements,global_group,2024,global south,0.233796,101,432
advertisements,global_group,2017,global north,0.782288,212,271
advertisements,global_group,2017,global south,0.217712,59,271
advertisements,global_group,2018,global north,0.823077,321,390
advertisements,global_group,2018,global south,0.176923,69,390
advertisements,global_group,2019,global north,0.773006,378,489
advertisements,global_group,2019,global south,0.226994,111,489
advertisements,global_group,2020,global north,0.747153,328,439
advertisements,global_group,2020,global south,0.252847,111,439
advertisements,global_group,2022,global north,0.684211,429,627
advertisements,global_group,2022,global south,0.315789,198,627
advertisements,global_group,2015,global north,0.878947,167,190
advertisements,global_group,2015,global south,0.121053,23,190
advertisements,global_group,2008,global north,0.847458,50,59
advertisements,global_group,2008,global south,0.152542,9,59
advertisements,global_group,2009,global north,0.913978,85,93
advertisements,global_group,2009,global south,0.086022,8,93
advertisements,global_group,2010,global north,0.931298,122,131
advertisements,global_group,2010,global south,0.068702,9,131
advertisements,global_group,2011,global north,0.946667,142,150
advertisements,global_group,2011,global south,0.053333,8,150
advertisements,global_group,2012,global north,0.966216,143,148
advertisements,global_group,2012,global south,0.033784,5,148
advertisements,global_group,2013,global north,0.922680,179,194
advertisements,global_group,2013,global south,0.077320,15,194
advertisements,global_group,2014,global north,0.928571,169,182
advertisements,global_group,2014,global south,0.071429,13,182
advertisements,global_group,2016,global north,0.800000,220,275
advertisements,global_group,2016,global south,0.200000,55,275
advertisements,global_group,2007,global north,0.923077,12,13
advertisements,global_group,2007,global south,0.076923,1,13
advertisements,global_group,2003,global north,1.000000,2,2
advertisements,global_group,1998,global north,0.750000,3,4
advertisements,global_group,1998,global south,0.250000,1,4
advertisements,global_group,2000,global north,1.000000,2,2
advertisements,global_group,2001,global north,1.000000,3,3
advertisements,global_group,2004,global north,1.000000,5,5
advertisements,global_group,2006,global south,0.571429,4,7
advertisements,global_group,2006,global north,0.428571,3,7
advertisements,global_group,2002,global north,1.000000,1,1
advertisements,global_group,2005,global north,1.000000,3,3
advertisements,global_group,1995,global north,1.000000,7,7
advertisements,global_group,1996,global north,0.800000,4,5
advertisements,global_group,1996,global south,0.200000,1,5
advertisements,global_group,1997,global north,1.000000,3,3
advertisements,global_group,1990,global north,1.000000,1,1
advertisements,global_group,1992,global north,1.000000,2,2
advertisements,global_group,1993,global north,1.000000,5,5
advertisements,global_group,1994,global north,0.800000,4,5
advertisements,global_group,1994,global south,0.200000,1,5
advertisements,global_group,1991,global north,1.000000,2,2
advertisements,global_group,1987,global north,1.000000,1,1
advertisements,global_group,1989,global north,1.000000,3,3
advertisements,global_group,1980,global north,1.000000,1,1
magazine_covers,hair,2007,black,0.393939,13,33
magazine_covers,hair,2007,brown,0.242424,8,33
magazine_covers,hair,2007,blonde,0.212121,7,33
magazine_covers,hair,2007,light brown,0.060606,2,33
magazine_covers,hair,2007,dark blonde,0.030303,1,33
magazine_covers,hair,2007,dark brown,0.030303,1,33
magazine_covers,hair,2007,red,0.030303,1,33
magazine_covers,hair,2016,brown,0.393258,35,89
magazine_covers,hair,2016,black,0.235955,21,89
magazine_covers,hair,2016,dark brown,0.191011,17,89
magazine_covers,hair,2016,dark blonde,0.089888,8,89
magazine_covers,hair,2016,blonde,0.067416,6,89
magazine_covers,hair,2016,light blonde,0.022472,2,89
magazine_covers,hair,2017,brown,0.326923,34,104
magazine_covers,hair,2017,black,0.250000,26,104
magazine_covers,hair,2017,dark brown,0.182692,19,104
magazine_covers,hair,2017,blonde,0.105769,11,104
magazine_covers,hair,2017,dark blonde,0.076923,8,104
magazine_covers,hair,2017,light blonde,0.019231,2,104
magazine_covers,hair,2017,white,0.019231,2,104
magazine_covers,hair,2017,light brown,0.019231,2,104
magazine_covers,hair,2019,brown,0.379845,49,129
magazine_covers,hair,2019,black,0.178295,23,129
magazine_covers,hair,2019,dark brown,0.162791,21,129
magazine_covers,hair,2019,dark blonde,0.116279,15,129
magazine_covers,hair,2019,blonde,0.062016,8,129
magazine_covers,hair,2019,light brown,0.054264,7,129
magazine_covers,hair,2019,red,0.031008,4,129
magazine_covers,hair,2019,light blonde,0.015504,2,129
magazine_covers,hair,2020,black,0.358333,43,120
magazine_covers,hair,2020,brown,0.283333,34,120
magazine_covers,hair,2020,dark brown,0.183333,22,120
magazine_covers,hair,2020,dark blonde,0.108333,13,120
magazine_covers,hair,2020,light brown,0.041667,5,120
magazine_covers,hair,2020,blonde,0.016667,2,120
magazine_covers,hair,2020,red,0.008333,1,120
magazine_covers,hair,2015,brown,0.328767,24,73
magazine_covers,hair,2015,dark brown,0.205479,15,73
magazine_covers,hair,2015,dark blonde,0.178082,13,73
magazine_covers,hair,2015,black,0.150685,11,73
magazine_covers,hair,2015,blonde,0.123288,9,73
magazine_covers,hair,2015,light brown,0.013699,1,73
magazine_covers,hair,2022,black,0.419753,34,81
magazine_covers,hair,2022,brown,0.209877,17,81
magazine_covers,hair,2022,dark brown,0.148148,12,81
magazine_covers,hair,2022,blonde,0.098765,8,81
magazine_covers,hair,2022,dark blonde,0.061728,5,81
magazine_covers,hair,2022,light brown,0.037037,3,81
magazine_covers,hair,2022,red,0.024691,2,81
magazine_covers,hair,2023,brown,0.412500,33,80
magazine_covers,hair,2023,black,0.262500,21,80
magazine_covers,hair,2023,dark brown,0.175000,14,80
magazine_covers,hair,2023,blonde,0.075000,6,80
magazine_covers,hair,2023,dark blonde,0.037500,3,80
magazine_covers,hair,2023,light brown,0.025000,2,80
magazine_covers,hair,2023,light blonde,0.012500,1,80
magazine_covers,hair,2024,brown,0.270588,23,85
magazine_covers,hair,2024,black,0.235294,20,85
magazine_covers,hair,2024,blonde,0.164706,14,85
magazine_covers,hair,2024,dark brown,0.164706,14,85
magazine_covers,hair,2024,dark blonde,0.070588,6,85
magazine_covers,hair,2024,light blonde,0.058824,5,85
magazine_covers,hair,2024,light brown,0.035294,3,85
magazine_covers,hair,2005,black,0.304348,7,23
magazine_covers,hair,2005,light brown,0.304348,7,23
magazine_covers,hair,2005,dark brown,0.130435,3,23
magazine_covers,hair,2005,dark blonde,0.130435,3,23
magazine_covers,hair,2005,blonde,0.086957,2,23
magazine_covers,hair,2005,brown,0.043478,1,23
magazine_covers,hair,2008,black,0.400000,16,40
magazine_covers,hair,2008,brown,0.150000,6,40
magazine_covers,hair,2008,dark blonde,0.150000,6,40
magazine_covers,hair,2008,dark brown,0.125000,5,40
magazine_covers,hair,2008,blonde,0.100000,4,40
magazine_covers,hair,2008,light brown,0.075000,3,40
magazine_covers,hair,2009,black,0.317073,13,41
magazine_covers,hair,2009,light brown,0.219512,9,41
magazine_covers,hair,2009,blonde,0.170732,7,41
magazine_covers,hair,2009,brown,0.146341,6,41
magazine_covers,hair,2009,dark blonde,0.121951,5,41
magazine_covers,hair,2009,dark brown,0.024390,1,41
magazine_covers,hair,2010,dark blonde,0.272727,15,55
magazine_covers,hair,2010,black,0.254545,14,55
magazine_covers,hair,2010,brown,0.163636,9,55
magazine_covers,hair,2010,light brown,0.127273,7,55
magazine_covers,hair,2010,blonde,0.090909,5,55
magazine_covers,hair,2010,dark brown,0.054545,3,55
magazine_covers,hair,2010,chestnut,0.036364,2,55
magazine_covers,hair,2011,black,0.250000,24,96
magazine_covers,hair,2011,light blonde,0.208333,20,96
magazine_covers,hair,2011,brown,0.166667,16,96
magazine_covers,hair,2011,dark blonde,0.135417,13,96
magazine_covers,hair,2011,blonde,0.093750,9,96
magazine_covers,hair,2011,light brown,0.093750,9,96
magazine_covers,hair,2011,dark brown,0.052083,5,96
magazine_covers,hair,2012,brown,0.252101,30,119
magazine_covers,hair,2012,black,0.201681,24,119
magazine_covers,hair,2012,dark blonde,0.201681,24,119
magazine_covers,hair,2012,blonde,0.134454,16,119
magazine_covers,hair,2012,dark brown,0.117647,14,119
magazine_covers,hair,2012,light blonde,0.067227,8,119
magazine_covers,hair,2012,light brown,0.025210,3,119
magazine_covers,hair,2014,brown,0.275362,19,69
magazine_covers,hair,2014,dark blonde,0.246377,17,69
magazine_covers,hair,2014,dark brown,0.188406,13,69
magazine_covers,hair,2014,blonde,0.115942,8,69
magazine_covers,hair,2014,black,0.072464,5,69
magazine_covers,hair,2014,light brown,0.072464,5,69
magazine_covers,hair,2014,red,0.028986,2,69
magazine_covers,hair,2018,black,0.291667,28,96
magazine_covers,hair,2018,brown,0.281250,27,96
magazine_covers,hair,2018,dark brown,0.229167,22,96
magazine_covers,hair,2018,dark blonde,0.125000,12,96
magazine_covers,hair,2018,light brown,0.031250,3,96
magazine_covers,hair,2018,blonde,0.031250,3,96
magazine_covers,hair,2018,light blonde,0.010417,1,96
magazine_covers,hair,2021,brown,0.333333,35,105
magazine_covers,hair,2021,dark brown,0.276190,29,105
magazine_covers,hair,2021,black,0.209524,22,105
magazine_covers,hair,2021,blonde,0.066667,7,105
magazine_covers,hair,2021,light brown,0.047619,5,105
magazine_covers,hair,2021,dark blonde,0.047619,5,105
magazine_covers,hair,2021,chestnut,0.019048,2,105
magazine_covers,hair,2002,blonde,0.444444,8,18
magazine_covers,hair,2002,dark brown,0.222222,4,18
magazine_covers,hair,2002,light brown,0.166667,3,18
magazine_covers,hair,2002,black,0.055556,1,18
magazine_covers,hair,2002,dark blonde,0.055556,1,18
magazine_covers,hair,2002,brown,0.055556,1,18
magazine_covers,hair,2013,black,0.257812,33,128
magazine_covers,hair,2013,brown,0.210938,27,128
magazine_covers,hair,2013,blonde,0.148438,19,128
magazine_covers,hair,2013,dark blonde,0.132812,17,128
magazine_covers,hair,2013,dark brown,0.109375,14,128
magazine_covers,hair,2013,auburn,0.070312,9,128
magazine_covers,hair,2013,light blonde,0.054688,7,128
magazine_covers,hair,2013,red / blonde,0.015625,2,128
magazine_covers,hair,2006,black,0.360000,9,25
magazine_covers,hair,2006,dark blonde,0.240000,6,25
magazine_covers,hair,2006,brown,0.120000,3,25
magazine_covers,hair,2006,light brown,0.120000,3,25
magazine_covers,hair,2006,dark brown,0.120000,3,25
magazine_covers,hair,2006,blonde,0.040000,1,25
magazine_covers,hair,2003,blonde,0.312500,5,16
magazine_covers,hair,2003,light brown,0.250000,4,16
magazine_covers,hair,2003,brown,0.187500,3,16
magazine_covers,hair,2003,red / blonde,0.125000,2,16
magazine_covers,hair,2003,black,0.125000,2,16
magazine_covers,hair,1995,dark brown,0.875000,14,16
magazine_covers,hair,1995,brown,0.125000,2,16
magazine_covers,hair,1996,dark brown,0.880000,22,25
magazine_covers,hair,1996,red / blonde,0.080000,2,25
magazine_covers,hair,1996,blonde,0.040000,1,25
magazine_covers,hair,1998,dark brown,0.470588,8,17
magazine_covers,hair,1998,blonde,0.352941,6,17
magazine_covers,hair,1998,black,0.117647,2,17
magazine_covers,hair,1998,brown,0.058824,1,17
magazine_covers,hair,2000,dark brown,0.437500,7,16
magazine_covers,hair,2000,blonde,0.375000,6,16
magazine_covers,hair,2000,black,0.125000,2,16
magazine_covers,hair,2000,brown,0.062500,1,16
magazine_covers,hair,2001,dark brown,0.500000,6,12
magazine_covers,hair,2001,blonde,0.416667,5,12
magazine_covers,hair,2001,brown,0.083333,1,12
magazine_covers,hair,2004,light brown,0.363636,4,11
magazine_covers,hair,2004,black,0.181818,2,11
magazine_covers,hair,2004,brown,0.181818,2,11
magazine_covers,hair,2004,blonde,0.090909,1,11
magazine_covers,hair,2004,dark brown,0.090909,1,11
magazine_covers,hair,2004,dark blonde,0.090909,1,11
magazine_covers,hair,1997,dark brown,0.882353,15,17
magazine_covers,hair,1997,black,0.058824,1,17
magazine_covers,hair,1997,blonde,0.058824,1,17
magazine_covers,hair,1999,blonde,0.500000,8,16
magazine_covers,hair,1999,dark brown,0.312500,5,16
magazine_covers,hair,1999,black,0.187500,3,16
magazine_covers,hair,1986,blonde,0.333333,2,6
magazine_covers,hair,1986,dark brown,0.333333,2,6
magazine_covers,hair,1986,grey,0.166667,1,6
magazine_covers,hair,1986,red / blonde,0.166667,1,6
magazine_covers,hair,1993,dark brown,1.000000,8,8
magazine_covers,hair,1994,dark brown,0.857143,6,7
magazine_covers,hair,1994,grey,0.142857,1,7
magazine_covers,hair,1991,dark brown,1.000000,2,2
magazine_covers,hair,1990,dark brown,1.000000,2,2
magazine_covers,hair,1984,dark brown,0.666667,2,3
magazine_covers,hair,1984,blonde,0.333333,1,3
magazine_covers,hair,1985,blonde,0.666667,2,3
magazine_covers,hair,1985,grey,0.333333,1,3
magazine_covers,hair,1974,blonde,1.000000,1,1
magazine_covers,hair,1975,blonde,1.000000,4,4
magazine_covers,hair,1976,blonde,1.000000,4,4
magazine_covers,hair,1977,blonde,1.000000,1,1
magazine_covers,hair,1978,blonde,1.000000,1,1
magazine_covers,eyes,2007,brown,0.454545,15,33
magazine_covers,eyes,2007,blue,0.303030,10,33
magazine_covers,eyes,2007,green,0.181818,6,33
magazine_covers,eyes,2007,blue / green,0.060606,2,33
magazine_covers,eyes,2016,brown,0.370787,33,89
magazine_covers,eyes,2016,blue,0.213483,19,89
magazine_covers,eyes,2016,green,0.168539,15,89
magazine_covers,eyes,2016,hazel,0.134831,12,89
magazine_covers,eyes,2016,black,0.044944,4,89
magazine_covers,eyes,2016,blue / green,0.033708,3,89
magazine_covers,eyes,2016,grey,0.033708,3,89
magazine_covers,eyes,2017,brown,0.451923,47,104
magazine_covers,eyes,2017,green,0.250000,26,104
magazine_covers,eyes,2017,blue,0.182692,19,104
magazine_covers,eyes,2017,grey,0.048077,5,104
magazine_covers,eyes,2017,hazel,0.038462,4,104
magazine_covers,eyes,2017,blue / green,0.019231,2,104
magazine_covers,eyes,2017,black,0.009615,1,104
magazine_covers,eyes,2019,brown,0.434109,56,129
magazine_covers,eyes,2019,blue,0.248062,32,129
magazine_covers,eyes,2019,green,0.186047,24,129
magazine_covers,eyes,2019,blue / green,0.054264,7,129
magazine_covers,eyes,2019,hazel,0.031008,4,129
magazine_covers,eyes,2019,black,0.023256,3,129
magazine_covers,eyes,2019,grey,0.007752,1,129
magazine_covers,eyes,2019,brown / hazel,0.007752,1,129
magazine_covers,eyes,2019,blue / grey,0.007752,1,129
magazine_covers,eyes,2020,brown,0.675000,81,120
magazine_covers,eyes,2020,blue,0.141667,17,120
magazine_covers,eyes,2020,hazel,0.058333,7,120
magazine_covers,eyes,2020,green,0.041667,5,120
magazine_covers,eyes,2020,black,0.041667,5,120
magazine_covers,eyes,2020,blue / green,0.025000,3,120
magazine_covers,eyes,2020,brown / hazel,0.016667,2,120
magazine_covers,eyes,2015,brown,0.369863,27,73
magazine_covers,eyes,2015,blue,0.246575,18,73
magazine_covers,eyes,2015,green,0.191781,14,73
magazine_covers,eyes,2015,hazel,0.068493,5,73
magazine_covers,eyes,2015,blue / green,0.054795,4,73
magazine_covers,eyes,2015,grey,0.041096,3,73
magazine_covers,eyes,2015,brown / hazel,0.013699,1,73
magazine_covers,eyes,2015,black,0.013699,1,73
magazine_covers,eyes,2022,brown,0.543210,44,81
magazine_covers,eyes,2022,blue,0.271605,22,81
magazine_covers,eyes,2022,black,0.074074,6,81
magazine_covers,eyes,2022,blue / green,0.049383,4,81
magazine_covers,eyes,2022,green,0.037037,3,81
magazine_covers,eyes,2022,dark brown,0.024691,2,81
magazine_covers,eyes,2023,brown,0.450000,36,80
magazine_covers,eyes,2023,blue,0.287500,23,80
magazine_covers,eyes,2023,green,0.162500,13,80
magazine_covers,eyes,2023,hazel,0.037500,3,80
magazine_covers,eyes,2023,blue / grey,0.037500,3,80
magazine_covers,eyes,2023,black,0.012500,1,80
magazine_covers,eyes,2023,blue / green,0.012500,1,80
magazine_covers,eyes,2024,brown,0.400000,34,85
magazine_covers,eyes,2024,blue,0.341176,29,85
magazine_covers,eyes,2024,green,0.082353,7,85
magazine_covers,eyes,2024,hazel,0.047059,4,85
magazine_covers,eyes,2024,dark brown,0.035294,3,85
magazine_covers,eyes,2024,black,0.035294,3,85
magazine_covers,eyes,2024,blue / grey,0.023529,2,85
magazine_covers,eyes,2024,blue / green,0.023529,2,85
magazine_covers,eyes,2024,green / brown,0.011765,1,85
magazine_covers,eyes,2005,brown,0.478261,11,23
magazine_covers,eyes,2005,blue,0.478261,11,23
magazine_covers,eyes,2005,hazel,0.043478,1,23
magazine_covers,eyes,2008,brown,0.500000,20,40
magazine_covers,eyes,2008,blue,0.400000,16,40
magazine_covers,eyes,2008,green,0.050000,2,40
magazine_covers,eyes,2008,hazel,0.025000,1,40
magazine_covers,eyes,2008,blue / green,0.025000,1,40
magazine_covers,eyes,2009,blue,0.439024,18,41
magazine_covers,eyes,2009,brown,0.439024,18,41
magazine_covers,eyes,2009,green,0.073171,3,41
magazine_covers,eyes,2009,blue / green,0.048780,2,41
magazine_covers,eyes,2010,brown,0.490909,27,55
magazine_covers,eyes,2010,blue,0.327273,18,55
magazine_covers,eyes,2010,blue / green,0.072727,4,55
magazine_covers,eyes,2010,green,0.054545,3,55
magazine_covers,eyes,2010,hazel,0.036364,2,55
magazine_covers,eyes,2010,dark brown,0.018182,1,55
magazine_covers,eyes,2011,blue,0.322917,31,96
magazine_covers,eyes,2011,green,0.312500,30,96
magazine_covers,eyes,2011,brown,0.260417,25,96
magazine_covers,eyes,2011,blue / green,0.062500,6,96
magazine_covers,eyes,2011,dark brown,0.031250,3,96
magazine_covers,eyes,2011,brown / hazel,0.010417,1,96
magazine_covers,eyes,2012,blue,0.378151,45,119
magazine_covers,eyes,2012,green,0.210084,25,119
magazine_covers,eyes,2012,brown,0.151261,18,119
magazine_covers,eyes,2012,blue / green,0.142857,17,119
magazine_covers,eyes,2012,black,0.050420,6,119
magazine_covers,eyes,2012,dark brown,0.033613,4,119
magazine_covers,eyes,2012,green / hazel,0.016807,2,119
magazine_covers,eyes,2012,brown / hazel,0.008403,1,119
magazine_covers,eyes,2012,hazel,0.008403,1,119
magazine_covers,eyes,2014,blue,0.536232,37,69
magazine_covers,eyes,2014,brown,0.304348,21,69
magazine_covers,eyes,2014,blue / green,0.057971,4,69
magazine_covers,eyes,2014,green,0.057971,4,69
magazine_covers,eyes,2014,hazel,0.014493,1,69
magazine_covers,eyes,2014,grey,0.014493,1,69
magazine_covers,eyes,2014,brown / hazel,0.014493,1,69
magazine_covers,eyes,2018,brown,0.489583,47,96
magazine_covers,eyes,2018,green,0.177083,17,96
magazine_covers,eyes,2018,blue,0.177083,17,96
magazine_covers,eyes,2018,black,0.072917,7,96
magazine_covers,eyes,2018,blue / green,0.041667,4,96
magazine_covers,eyes,2018,hazel,0.020833,2,96
magazine_covers,eyes,2018,brown / hazel,0.020833,2,96
