event,measurement,year,iqr,skewness,kurtosis,n
advertisements,hips-eu_clean,2003,2.000000,0.659327,2.154407,153
advertisements,hips-eu_clean,1998,2.000000,0.394844,2.744803,162
advertisements,hips-eu_clean,1999,1.500000,-0.568369,0.490288,170
advertisements,hips-eu_clean,2000,2.500000,0.065026,0.068624,164
advertisements,hips-eu_clean,2001,2.375000,-0.041402,-0.289515,162
advertisements,hips-eu_clean,2004,1.500000,1.730305,5.540541,234
advertisements,hips-eu_clean,2006,2.500000,1.788789,5.632106,301
advertisements,hips-eu_clean,2002,2.000000,1.765536,7.957648,164
advertisements,hips-eu_clean,2005,3.000000,1.643693,5.202245,235
advertisements,hips-eu_clean,1995,2.000000,0.367672,1.600757,91
advertisements,hips-eu_clean,1996,2.500000,0.188715,-0.098646,153
advertisements,hips-eu_clean,1997,1.000000,1.801220,9.873413,165
advertisements,hips-eu_clean,1990,1.000000,0.610815,3.289135,69
advertisements,hips-eu_clean,1992,2.000000,0.458799,2.621112,90
advertisements,hips-eu_clean,1993,2.000000,0.204389,2.292021,109
advertisements,hips-eu_clean,1994,2.000000,0.170454,2.398033,87
advertisements,hips-eu_clean,1991,2.000000,0.670009,1.733821,84
advertisements,hips-eu_clean,1982,1.875000,2.149742,6.835844,16
advertisements,hips-eu_clean,1983,2.000000,0.700775,2.832707,18
advertisements,hips-eu_clean,1984,3.000000,-0.327224,-1.620193,18
advertisements,hips-eu_clean,1987,1.500000,0.931449,4.666428,47
advertisements,hips-eu_clean,1988,1.000000,0.500059,1.577344,51
advertisements,hips-eu_clean,1989,2.250000,0.352664,-0.058834,39
advertisements,hips-eu_clean,1976,0.000000,-2.520414,6.179918,11
advertisements,hips-eu_clean,1985,4.000000,-0.209720,-0.389425,17
advertisements,hips-eu_clean,1986,1.000000,-0.699055,1.182349,25
advertisements,hips-eu_clean,1977,2.250000,1.229634,-0.840000,7
advertisements,hips-eu_clean,1978,4.500000,-0.646545,-0.734903,8
advertisements,hips-eu_clean,1979,1.875000,1.412403,0.728306,6
advertisements,hips-eu_clean,1980,1.125000,-1.101719,2.533710,10
advertisements,hips-eu_clean,1981,1.500000,-0.113721,-1.353535,13
advertisements,hips-eu_clean,1970,0.000000,0.000000,0.000000,1
advertisements,hips-eu_clean,1971,0.000000,0.000000,0.000000,5
advertisements,hips-eu_clean,1972,0.000000,0.000000,0.000000,9
advertisements,hips-eu_clean,1973,0.000000,0.000000,0.000000,8
advertisements,hips-eu_clean,1974,0.000000,0.000000,0.000000,11
advertisements,hips-eu_clean,1975,0.000000,0.000000,0.000000,8
advertisements,rfm,2021,2.622951,2.077406,5.685695,2394
advertisements,rfm,2023,2.622951,2.139441,7.094606,2520
advertisements,rfm,2024,2.580645,2.372353,8.692402,2095
advertisements,rfm,2017,2.452011,2.305740,10.606589,2716
advertisements,rfm,2018,2.372881,2.537930,11.500930,2991
advertisements,rfm,2019,2.580645,2.417227,12.014415,3090
advertisements,rfm,2020,2.622951,2.231426,8.272407,2351
advertisements,rfm,2022,2.622951,2.216075,6.492173,2636
advertisements,rfm,2015,2.241662,2.295617,10.265930,2750
advertisements,rfm,2008,1.631148,0.560582,2.777023,760
advertisements,rfm,2009,1.617116,0.782021,3.976184,1041
advertisements,rfm,2010,1.913978,1.962782,7.788851,1249
advertisements,rfm,2011,1.628415,1.433522,6.603667,1642
advertisements,rfm,2012,1.628415,2.230598,12.179053,2068
advertisements,rfm,2013,1.591398,2.208967,11.426088,2459
advertisements,rfm,2014,1.790880,2.193542,9.849419,2486
advertisements,rfm,2016,2.580645,2.408408,10.929728,3001
advertisements,rfm,2007,1.956284,0.537318,2.295822,346
advertisements,rfm,2003,1.950254,-0.325685,2.053867,153
advertisements,rfm,1998,2.580934,1.279063,4.248945,162
advertisements,rfm,1999,2.564781,0.359418,-0.142337,170
advertisements,rfm,2000,2.152129,0.133921,0.771130,164
advertisements,rfm,2001,1.950537,-0.636063,1.610200,162
advertisements,rfm,2004,1.890990,0.812124,3.222486,234
advertisements,rfm,2006,2.622951,0.337455,2.159256,301
advertisements,rfm,2002,3.129307,-0.006497,1.372222,164
advertisements,rfm,2005,2.656868,0.177913,2.732113,235
advertisements,rfm,1995,4.173041,0.901757,0.447233,91
advertisements,rfm,1996,3.702731,0.468892,-0.242276,153
advertisements,rfm,1997,3.380320,0.566759,0.450355,165
advertisements,rfm,1990,4.330130,1.517164,2.317816,69
advertisements,rfm,1992,4.901394,0.960129,0.550895,90
advertisements,rfm,1993,5.994695,0.618789,-0.395114,109
advertisements,rfm,1994,5.631279,0.857332,0.007284,87
advertisements,rfm,1991,4.561187,1.420805,1.497129,84
advertisements,rfm,1982,2.349068,0.445690,0.657033,16
advertisements,rfm,1983,5.542557,0.304226,-0.784293,18
advertisements,rfm,1984,3.615385,0.947007,2.359929,18
advertisements,rfm,1987,4.686397,1.189308,1.074629,47
advertisements,rfm,1988,5.341004,1.125402,0.479290,51
advertisements,rfm,1989,5.824538,0.778226,-0.592954,39
advertisements,rfm,1976,0.000000,-2.544918,6.342372,11
advertisements,rfm,1985,2.976040,0.202261,-0.009056,17
advertisements,rfm,1986,5.994695,1.261394,1.682891,25
advertisements,rfm,1977,1.617584,1.229634,-0.840000,7
advertisements,rfm,1978,3.235169,-0.625550,0.331691,8
advertisements,rfm,1979,0.227273,2.403653,5.812519,6
advertisements,rfm,1980,1.445221,-1.107349,0.256774,10
advertisements,rfm,1981,1.445221,2.820165,8.949252,13
advertisements,rfm,1970,0.000000,0.000000,0.000000,1
advertisements,rfm,1971,0.000000,0.000000,0.000000,5
advertisements,rfm,1972,0.000000,0.000000,0.000000,9
advertisements,rfm,1973,0.000000,0.000000,0.000000,8
advertisements,rfm,1974,0.000000,0.000000,0.000000,11
advertisements,rfm,1975,0.000000,0.000000,0.000000,8
magazine_covers,height_cm,2007,4.000000,-0.584179,1.091736,1551
magazine_covers,height_cm,2016,3.000000,-0.707749,1.130359,1794
magazine_covers,height_cm,2017,3.000000,-1.110998,2.863772,1709
magazine_covers,height_cm,2019,3.500000,-1.069923,1.860770,1980
magazine_covers,height_cm,2020,4.000000,-1.233159,3.355870,1562
magazine_covers,height_cm,2015,3.500000,-0.624590,0.978148,1922
magazine_covers,height_cm,2022,4.000000,-2.070321,6.059533,991
magazine_covers,height_cm,2023,3.500000,-1.415438,3.877729,1076
magazine_covers,height_cm,2024,3.000000,-1.540524,4.517045,960
magazine_covers,height_cm,2005,4.000000,-0.776519,2.094895,1309
magazine_covers,height_cm,2008,4.000000,-0.763336,1.507568,1897
magazine_covers,height_cm,2009,4.000000,-0.789903,1.100095,2350
magazine_covers,height_cm,2010,4.000000,-0.569156,0.792325,3020
magazine_covers,height_cm,2011,4.000000,-0.685381,1.101752,3973
magazine_covers,height_cm,2012,4.000000,-0.896868,2.195912,4397
magazine_covers,height_cm,2014,3.000000,-0.743164,1.111190,2317
magazine_covers,height_cm,2018,4.000000,-1.147800,2.002389,1662
magazine_covers,height_cm,2021,4.000000,-1.410917,3.533262,1087
magazine_covers,height_cm,2002,3.000000,-0.706521,1.382405,1010
magazine_covers,height_cm,2013,3.500000,-0.631947,1.279468,4035
magazine_covers,height_cm,2006,4.000000,-0.570228,0.719367,1460
magazine_covers,height_cm,2003,4.000000,-0.493849,0.042100,1023
magazine_covers,height_cm,1995,4.500000,-0.621923,0.342276,465
magazine_covers,height_cm,1996,4.000000,-0.663394,0.450159,721
magazine_covers,height_cm,1998,4.000000,-0.946012,1.630702,795
magazine_covers,height_cm,2000,3.500000,-1.057147,1.729234,885
magazine_covers,height_cm,2001,4.000000,-0.763990,1.561696,995
magazine_covers,height_cm,2004,4.000000,-0.515169,0.827803,1205
magazine_covers,height_cm,1997,4.000000,-0.715975,0.242190,785
magazine_covers,height_cm,1999,4.000000,-0.885939,1.352740,805
magazine_covers,height_cm,1986,5.000000,0.103038,-0.683113,121
magazine_covers,height_cm,1993,3.500000,-0.737588,0.611110,422
magazine_covers,height_cm,1994,4.500000,-0.826442,0.391090,435
magazine_covers,height_cm,1980,5.000000,0.273401,-1.762840,33
magazine_covers,height_cm,1989,4.500000,-0.104248,-0.535130,268
magazine_covers,height_cm,1991,3.500000,-0.206805,0.139224,301
magazine_covers,height_cm,1992,3.500000,-0.564279,1.153362,404
magazine_covers,height_cm,1990,4.000000,0.062230,-0.000798,272
magazine_covers,height_cm,1981,3.000000,-0.759153,-0.880892,26
magazine_covers,height_cm,1982,4.000000,-0.595662,-0.358241,51
magazine_covers,height_cm,1983,2.000000,-0.119220,0.234240,69
magazine_covers,height_cm,1984,2.000000,0.479720,0.843961,72
magazine_covers,height_cm,1985,5.000000,0.243206,-0.708341,64
magazine_covers,height_cm,1987,2.750000,0.373562,0.368513,178
magazine_covers,height_cm,1973,10.000000,-0.409292,-1.906444,11
magazine_covers,height_cm,1974,7.000000,0.379525,-1.753169,15
magazine_covers,height_cm,1975,3.000000,-1.251319,0.450612,17
magazine_covers,height_cm,1976,0.000000,-1.807432,4.726864,7
magazine_covers,height_cm,1977,0.000000,2.828427,8.000000,8
magazine_covers,height_cm,1988,2.500000,0.489167,-0.354003,175
magazine_covers,height_cm,1959,0.000000,0.000000,0.000000,1
magazine_covers,height_cm,1970,0.000000,0.000000,0.000000,9
magazine_covers,height_cm,1978,3.000000,-0.252485,-1.383922,13
magazine_covers,height_cm,1979,2.000000,1.098381,0.306802,22
magazine_covers,height_cm,1965,0.000000,0.000000,0.000000,1
magazine_covers,height_cm,1969,0.000000,-1.235450,0.482457,9
magazine_covers,height_cm,1971,7.000000,-0.898448,-1.338913,8
magazine_covers,height_cm,1972,2.500000,-1.369978,-0.005961,18
magazine_covers,height_cm,1968,0.000000,1.778781,1.406250,10
magazine_covers,height_cm,1966,0.250000,-2.000000,4.000000,4
magazine_covers,height_cm,1967,0.000000,-2.404763,4.349112,15
magazine_covers,bust-eu_clean,2007,4.500000,0.072534,0.222375,1551
magazine_covers,bust-eu_clean,2016,5.000000,0.914973,5.430732,1794
magazine_covers,bust-eu_clean,2017,5.000000,0.826432,4.703466,1709
magazine_covers,bust-eu_clean,2019,6.000000,1.328896,6.641618,1980
magazine_covers,bust-eu_clean,2020,6.000000,0.930821,4.972993,1562
magazine_covers,bust-eu_clean,2015,5.000000,0.836541,6.088573,1922
magazine_covers,bust-eu_clean,2022,6.000000,0.517599,2.049282,991
magazine_covers,bust-eu_clean,2023,6.100000,1.147005,5.146306,1076
magazine_covers,bust-eu_clean,2024,7.000000,0.678472,2.260479,960
magazine_covers,bust-eu_clean,2005,2.500000,-0.188059,0.460524,1309
magazine_covers,bust-eu_clean,2008,4.500000,-0.214373,-0.200021,1897
magazine_covers,bust-eu_clean,2009,5.500000,-0.100068,-0.304306,2350
magazine_covers,bust-eu_clean,2010,5.500000,-0.044422,-0.452604,3020
magazine_covers,bust-eu_clean,2011,5.000000,0.070208,-0.120319,3973
magazine_covers,bust-eu_clean,2012,5.000000,0.408674,0.873589,4397
magazine_covers,bust-eu_clean,2014,5.000000,0.425387,3.220013,2317
magazine_covers,bust-eu_clean,2018,6.000000,1.403501,7.375847,1662
magazine_covers,bust-eu_clean,2021,6.000000,1.220970,5.623396,1087
magazine_covers,bust-eu_clean,2002,1.500000,-0.176078,0.972563,1010
magazine_covers,bust-eu_clean,2013,5.000000,0.194132,0.338510,4035
magazine_covers,bust-eu_clean,2006,2.500000,0.091878,1.950221,1460
magazine_covers,bust-eu_clean,2003,2.500000,-0.084782,0.760898,1023
magazine_covers,bust-eu_clean,1995,2.500000,-0.085179,0.959754,465
magazine_covers,bust-eu_clean,1996,1.500000,-0.179944,0.963983,721
magazine_covers,bust-eu_clean,1998,1.000000,-0.378641,1.086943,795
magazine_covers,bust-eu_clean,2000,1.500000,-0.339735,1.387416,885
magazine_covers,bust-eu_clean,2001,2.500000,-0.415639,0.687667,995
magazine_covers,bust-eu_clean,2004,2.500000,-0.216258,1.075422,1205
magazine_covers,bust-eu_clean,1997,1.500000,-0.149153,1.211900,785
magazine_covers,bust-eu_clean,1999,1.000000,-0.510300,1.420222,805
magazine_covers,bust-eu_clean,1986,3.500000,0.237921,-0.833699,121
magazine_covers,bust-eu_clean,1993,0.500000,0.705714,1.241630,422
magazine_covers,bust-eu_clean,1994,2.500000,-0.501426,1.186643,435
magazine_covers,bust-eu_clean,1980,0.000000,2.415649,4.171082,33
magazine_covers,bust-eu_clean,1989,3.500000,0.093177,-0.911709,268
magazine_covers,bust-eu_clean,1991,2.500000,0.830144,-0.452842,301
magazine_covers,bust-eu_clean,1992,2.500000,0.359693,0.256062,404
magazine_covers,bust-eu_clean,1990,2.500000,0.507708,-0.306336,272
magazine_covers,bust-eu_clean,1981,3.500000,0.908373,-1.146756,26
magazine_covers,bust-eu_clean,1982,3.500000,0.050016,-1.768059,51
magazine_covers,bust-eu_clean,1983,3.500000,-0.491889,-0.006002,69
magazine_covers,bust-eu_clean,1984,3.500000,0.325894,-1.615786,72
magazine_covers,bust-eu_clean,1985,4.000000,0.655841,-1.327492,64
magazine_covers,bust-eu_clean,1987,3.500000,0.734607,-1.020923,178
magazine_covers,bust-eu_clean,1973,2.500000,2.329639,6.623253,11
magazine_covers,bust-eu_clean,1974,2.000000,-0.750849,0.099715,15
magazine_covers,bust-eu_clean,1975,0.500000,-0.085588,1.086499,17
magazine_covers,bust-eu_clean,1976,0.250000,-2.446637,6.080503,7
magazine_covers,bust-eu_clean,1977,4.875000,-0.248378,-1.062105,8
magazine_covers,bust-eu_clean,1988,3.500000,0.633630,-1.092700,175
magazine_covers,bust-eu_clean,1959,0.000000,0.000000,0.000000,1
magazine_covers,bust-eu_clean,1970,2.500000,0.271052,-2.571429,9
magazine_covers,bust-eu_clean,1978,5.000000,0.946212,-1.339394,13
magazine_covers,bust-eu_clean,1979,0.000000,0.375716,3.474919,22
magazine_covers,bust-eu_clean,1965,0.000000,0.000000,0.000000,1
magazine_covers,bust-eu_clean,1969,5.000000,-1.219736,-0.114286,9
magazine_covers,bust-eu_clean,1971,1.000000,0.162974,-0.347377,8
magazine_covers,bust-eu_clean,1972,1.875000,0.550061,2.388181,18
magazine_covers,bust-eu_clean,1968,0.000000,1.778781,1.406250,10
magazine_covers,bust-eu_clean,1966,0.750000,2.000000,4.000000,4
magazine_covers,bust-eu_clean,1967,0.000000,2.404763,4.349112,15
magazine_covers,waist-eu_clean,2007,1.500000,2.037396,8.345975,1551
magazine_covers,waist-eu_clean,2016,1.000000,2.760679,13.568331,1794
magazine_covers,waist-eu_clean,2017,1.000000,2.539185,13.191012,1709
magazine_covers,waist-eu_clean,2019,2.000000,3.277751,17.205172,1980
magazine_covers,waist-eu_clean,2020,2.500000,3.179794,17.085996,1562
magazine_covers,waist-eu_clean,2015,1.000000,3.221943,22.894763,1922
magazine_covers,waist-eu_clean,2022,2.000000,3.185823,15.947845,991
magazine_covers,waist-eu_clean,2023,3.000000,2.737821,10.645665,1076
magazine_covers,waist-eu_clean,2024,3.000000,2.663633,11.608531,960
magazine_covers,waist-eu_clean,2005,1.500000,1.431249,3.974867,1309
magazine_covers,waist-eu_clean,2008,1.500000,2.078569,10.495212,1897
magazine_covers,waist-eu_clean,2009,1.500000,1.881488,8.179002,2350
magazine_covers,waist-eu_clean,2010,1.000000,3.404114,22.879676,3020
magazine_covers,waist-eu_clean,2011,1.000000,2.903715,17.505399,3973
magazine_covers,waist-eu_clean,2012,1.000000,2.908132,17.430830,4397
magazine_covers,waist-eu_clean,2014,1.000000,2.478261,12.795528,2317
magazine_covers,waist-eu_clean,2018,1.500000,3.203135,17.020565,1662
magazine_covers,waist-eu_clean,2021,3.000000,3.109715,13.930395,1087
magazine_covers,waist-eu_clean,2002,1.000000,1.434867,5.930057,1010
magazine_covers,waist-eu_clean,2013,1.500000,2.344041,11.514104,4035
magazine_covers,waist-eu_clean,2006,1.000000,2.124774,11.089829,1460
magazine_covers,waist-eu_clean,2003,1.000000,1.463248,5.493387,1023
magazine_covers,waist-eu_clean,1995,4.000000,1.125288,1.485058,465
magazine_covers,waist-eu_clean,1996,4.000000,1.371729,2.226377,721
magazine_covers,waist-eu_clean,1998,3.000000,1.459158,2.851311,795
magazine_covers,waist-eu_clean,2000,1.500000,1.815766,5.743917,885
magazine_covers,waist-eu_clean,2001,1.500000,1.940647,11.004286,995
magazine_covers,waist-eu_clean,2004,1.000000,1.796848,6.355287,1205
magazine_covers,waist-eu_clean,1997,3.500000,1.437260,2.929417,785
magazine_covers,waist-eu_clean,1999,2.500000,1.569334,3.660713,805
magazine_covers,waist-eu_clean,1986,8.000000,0.500335,-0.704908,121
magazine_covers,waist-eu_clean,1993,4.500000,1.381904,3.194397,422
magazine_covers,waist-eu_clean,1994,4.500000,1.187388,1.584692,435
magazine_covers,waist-eu_clean,1980,0.000000,-0.997502,4.346706,33
magazine_covers,waist-eu_clean,1989,3.000000,1.358449,1.687930,268
magazine_covers,waist-eu_clean,1991,3.000000,1.044111,0.852802,301
magazine_covers,waist-eu_clean,1992,3.000000,1.409913,3.282845,404
magazine_covers,waist-eu_clean,1990,3.000000,0.968410,0.687873,272
magazine_covers,waist-eu_clean,1981,2.250000,2.021268,3.557713,26
magazine_covers,waist-eu_clean,1982,1.000000,1.915724,1.925828,51
magazine_covers,waist-eu_clean,1983,12.500000,0.659671,-1.313317,69
magazine_covers,waist-eu_clean,1984,12.500000,0.236281,-1.672906,72
magazine_covers,waist-eu_clean,1985,8.000000,0.534735,-0.964854,64
magazine_covers,waist-eu_clean,1987,8.000000,0.469040,-0.823722,178
magazine_covers,waist-eu_clean,1973,7.500000,1.483589,3.303701,11
magazine_covers,waist-eu_clean,1974,5.500000,0.490585,-1.175983,15
magazine_covers,waist-eu_clean,1975,7.500000,1.010596,-0.129799,17
magazine_covers,waist-eu_clean,1976,1.500000,1.865790,3.935431,7
magazine_covers,waist-eu_clean,1977,3.000000,2.293595,5.530864,8
magazine_covers,waist-eu_clean,1988,8.000000,0.505012,-0.826978,175
magazine_covers,waist-eu_clean,1959,0.000000,0.000000,0.000000,1
magazine_covers,waist-eu_clean,1970,7.000000,0.271052,-2.571429,9
magazine_covers,waist-eu_clean,1978,2.500000,1.523558,3.705948,13
magazine_covers,waist-eu_clean,1979,0.000000,-2.277580,3.498061,22
magazine_covers,waist-eu_clean,1965,0.000000,0.000000,0.000000,1
magazine_covers,waist-eu_clean,1969,3.000000,-2.527201,6.625749,9
magazine_covers,waist-eu_clean,1971,8.250000,-0.014591,-1.151370,8
magazine_covers,waist-eu_clean,1972,5.250000,0.120154,-0.189171,18
magazine_covers,waist-eu_clean,1968,0.000000,1.778781,1.406250,10
magazine_covers,waist-eu_clean,1966,0.625000,2.000000,4.000000,4
magazine_covers,waist-eu_clean,1967,0.000000,2.404763,4.349112,15
magazine_covers,hips-eu_clean,2007,3.000000,1.425173,5.635617,1551
magazine_covers,hips-eu_clean,2016,2.000000,4.956960,41.672335,1794
magazine_covers,hips-eu_clean,2017,2.500000,4.893649,43.314265,1709
magazine_covers,hips-eu_clean,2019,2.500000,5.003673,35.803571,1980
magazine_covers,hips-eu_clean,2020,2.500000,4.387796,32.417042,1562
magazine_covers,hips-eu_clean,2015,2.000000,4.821382,48.495091,1922
magazine_covers,hips-eu_clean,2022,2.500000,3.935817,27.281338,991
magazine_covers,hips-eu_clean,2023,2.000000,3.846893,21.817566,1076
magazine_covers,hips-eu_clean,2024,2.000000,4.593343,30.215825,960
magazine_covers,hips-eu_clean,2005,3.500000,1.067810,3.842541,1309
magazine_covers,hips-eu_clean,2008,2.500000,1.975975,11.462887,1897
magazine_covers,hips-eu_clean,2009,2.000000,1.792538,11.249412,2350
magazine_covers,hips-eu_clean,2010,2.000000,5.094658,50.485808,3020
magazine_covers,hips-eu_clean,2011,2.000000,3.106470,27.177518,3973
magazine_covers,hips-eu_clean,2012,2.000000,3.729984,34.710857,4397
magazine_covers,hips-eu_clean,2014,2.000000,4.012568,37.927173,2317
magazine_covers,hips-eu_clean,2018,2.500000,4.613964,34.207557,1662
magazine_covers,hips-eu_clean,2021,2.000000,3.760873,23.718119,1087
magazine_covers,hips-eu_clean,2002,2.500000,1.211477,6.149489,1010
magazine_covers,hips-eu_clean,2013,2.500000,2.597382,24.126642,4035
magazine_covers,hips-eu_clean,2006,3.000000,1.762808,8.199787,1460
magazine_covers,hips-eu_clean,2003,2.500000,1.268824,5.425337,1023
magazine_covers,hips-eu_clean,1995,2.000000,0.642268,1.123377,465
magazine_covers,hips-eu_clean,1996,3.500000,0.922796,1.306393,721
magazine_covers,hips-eu_clean,1998,3.500000,0.855953,1.888629,795
magazine_covers,hips-eu_clean,2000,3.000000,1.129846,4.344502,885
magazine_covers,hips-eu_clean,2001,3.000000,1.206715,7.871488,995
magazine_covers,hips-eu_clean,2004,2.500000,1.803989,7.988470,1205
magazine_covers,hips-eu_clean,1997,3.500000,0.722286,1.250234,785
magazine_covers,hips-eu_clean,1999,2.500000,0.920901,2.952607,805
magazine_covers,hips-eu_clean,1986,3.000000,0.707706,0.612901,121
magazine_covers,hips-eu_clean,1993,2.000000,1.822853,10.286151,422
magazine_covers,hips-eu_clean,1994,2.500000,0.797702,1.507899,435
magazine_covers,hips-eu_clean,1980,0.000000,0.929009,3.796066,33
magazine_covers,hips-eu_clean,1989,3.000000,0.665200,0.444375,268
magazine_covers,hips-eu_clean,1991,2.500000,0.657123,0.343347,301
magazine_covers,hips-eu_clean,1992,2.000000,1.699563,6.901497,404
magazine_covers,hips-eu_clean,1990,2.500000,0.798065,0.259223,272
magazine_covers,hips-eu_clean,1981,1.000000,2.454664,6.128597,26
magazine_covers,hips-eu_clean,1982,1.000000,3.094912,13.461060,51
magazine_covers,hips-eu_clean,1983,2.000000,0.421876,3.554319,69
magazine_covers,hips-eu_clean,1984,2.500000,1.080237,0.991943,72
magazine_covers,hips-eu_clean,1985,5.500000,0.536349,-0.441785,64
magazine_covers,hips-eu_clean,1987,2.750000,0.735726,-0.104604,178
magazine_covers,hips-eu_clean,1973,5.000000,0.671291,0.090217,11
magazine_covers,hips-eu_clean,1974,2.500000,-0.109252,2.221494,15
magazine_covers,hips-eu_clean,1975,5.000000,0.889314,-0.323893,17
magazine_covers,hips-eu_clean,1976,1.250000,2.495017,6.315148,7
magazine_covers,hips-eu_clean,1977,0.000000,2.321906,6.370338,8
magazine_covers,hips-eu_clean,1988,3.000000,0.530068,0.312271,175
magazine_covers,hips-eu_clean,1959,0.000000,0.000000,0.000000,1
magazine_covers,hips-eu_clean,1970,5.500000,0.271052,-2.571429,9
magazine_covers,hips-eu_clean,1978,2.500000,1.651146,3.764795,13
magazine_covers,hips-eu_clean,1979,2.500000,-0.839047,-1.435789,22
magazine_covers,hips-eu_clean,1965,0.000000,0.000000,0.000000,1
magazine_covers,hips-eu_clean,1969,0.000000,-1.703053,1.468319,9
magazine_covers,hips-eu_clean,1971,4.125000,0.496423,-0.792807,8
magazine_covers,hips-eu_clean,1972,4.000000,-0.731442,0.519003,18
magazine_covers,hips-eu_clean,1968,0.000000,1.778781,1.406250,10
magazine_covers,hips-eu_clean,1966,1.375000,2.000000,4.000000,4
magazine_covers,hips-eu_clean,1967,0.000000,2.404763,4.349112,15
magazine_covers,rfm,2007,2.111111,1.129541,3.365874,1551
magazine_covers,rfm,2016,2.278123,1.675434,6.662400,1794
magazine_covers,rfm,2017,2.295082,1.496445,5.441229,1709
magazine_covers,rfm,2019,2.289617,2.049103,9.089687,1980
magazine_covers,rfm,2020,2.518160,1.916769,8.519476,1562
magazine_covers,rfm,2015,1.967213,1.702676,7.536146,1922
magazine_covers,rfm,2022,2.622951,1.802909,6.318028,991
magazine_covers,rfm,2023,2.892473,1.891835,6.069422,1076
magazine_covers,rfm,2024,2.523810,1.665146,6.145399,960
magazine_covers,rfm,2005,2.184874,0.765570,1.898142,1309
magazine_covers,rfm,2008,1.956284,1.262529,5.280042,1897
magazine_covers,rfm,2009,1.956284,1.164161,4.013701,2350
magazine_covers,rfm,2010,1.902679,2.179358,10.819802,3020
magazine_covers,rfm,2011,1.956284,1.821251,7.382487,3973
magazine_covers,rfm,2012,1.956284,1.842276,7.174457,4397
magazine_covers,rfm,2014,1.924907,1.517060,5.628729,2317
magazine_covers,rfm,2018,2.289617,2.031898,8.876093,1662
magazine_covers,rfm,2021,2.289617,2.004073,7.186285,1087
magazine_covers,rfm,2002,1.768250,0.687282,4.224009,1010
magazine_covers,rfm,2013,1.924907,1.631383,5.494955,4035
magazine_covers,rfm,2006,2.083554,1.042117,4.853735,1460
magazine_covers,rfm,2003,1.967213,0.865652,3.338719,1023
magazine_covers,rfm,1995,3.579060,0.960831,0.894032,465
magazine_covers,rfm,1996,3.247353,1.052701,0.940225,721
magazine_covers,rfm,1998,2.900088,1.138640,1.359601,795
magazine_covers,rfm,2000,1.933296,1.344310,3.319678,885
magazine_covers,rfm,2001,1.941989,0.888850,3.748816,995
magazine_covers,rfm,2004,1.639344,1.060806,3.068807,1205
magazine_covers,rfm,1997,2.610143,1.179799,1.547770,785
magazine_covers,rfm,1999,2.284153,1.175226,1.849986,805
magazine_covers,rfm,1986,6.324543,0.393120,-0.843084,121
magazine_covers,rfm,1993,3.562313,0.959482,1.027362,422
magazine_covers,rfm,1994,3.060345,1.010096,0.912949,435
magazine_covers,rfm,1980,1.639344,-1.213912,1.457360,33
magazine_covers,rfm,1989,4.001025,1.035691,0.511988,268
magazine_covers,rfm,1991,3.391393,0.840663,0.141072,301
magazine_covers,rfm,1992,3.391393,1.018311,1.203565,404
magazine_covers,rfm,1990,4.328893,0.693884,-0.235396,272
magazine_covers,rfm,1981,2.552421,1.602711,2.204116,26
magazine_covers,rfm,1982,1.639344,1.775761,1.630720,51
magazine_covers,rfm,1983,9.213784,0.643249,-1.379152,69
magazine_covers,rfm,1984,8.885915,0.086959,-1.676380,72
magazine_covers,rfm,1985,6.324543,0.327176,-1.304211,64
magazine_covers,rfm,1987,6.939297,0.269369,-1.008694,178
magazine_covers,rfm,1973,3.496503,2.215981,6.153173,11
magazine_covers,rfm,1974,2.748397,0.004305,-0.075017,15
magazine_covers,rfm,1975,3.496503,0.732856,-0.010453,17
magazine_covers,rfm,1976,1.344775,2.060101,4.060931,7
magazine_covers,rfm,1977,2.689549,2.046276,4.348873,8
magazine_covers,rfm,1988,6.816346,0.331350,-1.076857,175
magazine_covers,rfm,1959,0.000000,0.000000,0.000000,1
magazine_covers,rfm,1970,5.172271,0.271052,-2.571429,9
magazine_covers,rfm,1978,3.477652,0.280971,-0.466541,13
magazine_covers,rfm,1979,0.655738,-2.054488,2.881945,22
magazine_covers,rfm,1965,0.000000,0.000000,0.000000,1
magazine_covers,rfm,1969,0.000000,-2.485167,6.219155,9
magazine_covers,rfm,1971,5.785783,0.748735,-0.294071,8
magazine_covers,rfm,1972,3.954961,0.462866,0.237496,18
magazine_covers,rfm,1968,0.000000,1.778781,1.406250,10
magazine_covers,rfm,1966,0.730311,2.000000,4.000000,4
magazine_covers,rfm,1967,0.000000,2.404763,4.349112,15
editorials,height_cm,2022,3.000000,-1.041440,4.826264,4746
editorials,height_cm,2023,3.000000,-0.861405,4.159710,4730
editorials,height_cm,2024,2.000000,-1.174956,4.661177,4214
editorials,height_cm,2016,3.000000,-0.948467,2.311576,10027
editorials,height_cm,2017,3.000000,-1.051716,3.278103,8547
editorials,height_cm,2018,3.000000,-1.045949,2.666327,8290
editorials,height_cm,2019,4.000000,-0.833848,3.086867,8213
editorials,height_cm,2020,3.000000,-0.629593,3.870424,6675
editorials,height_cm,2021,3.000000,-0.804574,4.153638,5660
editorials,height_cm,2014,3.000000,-1.087622,2.689011,9711
editorials,height_cm,2015,3.000000,-0.898519,2.175467,10407
editorials,height_cm,2008,3.000000,-1.019415,3.406560,1410
