RFM
14.6207
18.459
18.623
16.6667
17.9672
20.2623
21.3125
16.9836
17.9355
14.8034
17.9355
16.1681
14.2759
16.9836
17.6393
18.623
18.623
17.9672
17.6393
17.3115
15.661
16.6667
17.6393
19.4921
19.3071
18.459
17.6393
15.4958
17.6393
18.623
18.9032
17.9355
18.069
17.9672
26.2817
20.8819
17.6393
14.6207
17.9355
17.3115
22.0
16.9836
15.4958
20.375
13.2414
13.931
18.623
19.2787
17.9355
20.4444
19.6066
17.3115
18.623
16.1639
16.1709
17.6393
20.2623
17.3115
16.678
19.1746
17.6667
16.0
15.1453
15.6552
18.9508
16.9836
16.0
17.3559
19.75
17.0169
16.1709
17.0084
16.9836
18.2951
19.2787
17.9672
13.5439
15.661
20.8819
18.1311
16.9836
17.6393
16.8197
18.623
25.2958
17.9672
16.9677
17.0
20.375
16.3279
17.9355
16.1709
16.0
14.6207
19.937
22.3636
15.3103
17.9672
17.3115
18.5806
21.3125
15.6552
16.9836
19.1746
16.9836
20.4444
17.6393
21.4545
13.5
15.661
18.459
15.6552
17.6667
20.9231
14.9655
17.6393
18.5806
21.3125
19.937
19.3071
20.0625
17.6393
16.9836
16.8197
19.5484
20.375
14.2143
16.6557
18.5806
16.339
16.9836
20.6154
17.9355
16.9836
18.623
18.623
18.2951
21.3125
19.3071
17.6393
22.0317
17.3115
19.75
16.9836
15.1453
18.623
16.9836
14.9831
16.1709
15.1453
15.1453
20.7244
19.2787
17.6393
18.623
15.4558
22.9697
17.6393
19.6066
15.1453
18.1138
20.375
20.2623
18.6772
29.9241
16.9836
18.1311
18.623
19.4921
18.5806
17.9672
27.8367
19.2787
17.6393
18.5806
14.6207
18.8571
17.9672
18.9508
21.4545
14.9655
15.1453
29.9474
21.9375
17.3115
17.3115
22.4567
19.937
16.1709
19.4921
18.9032
13.3333
18.9508
18.623
16.9836
18.2951
17.6393
17.6667
21.0794
16.678
19.0508
16.9836
19.75
16.678
17.0169
18.2581
16.0
17.9672
15.661
17.1765
16.1709
17.6393
17.3115
17.3115
18.1311
17.9672
16.9836
17.9672
22.4567
16.9836
17.5385
22.9697
17.6393
17.9672
19.3071
16.0
18.623
26.4762
17.9672
13.931
17.6393
17.3115
17.6393
15.1453
16.9836
21.3125
18.623
20.8819
15.661
17.6393
15.6552
15.3836
15.1453
14.9655
21.3125
18.5806
15.6552
18.623
17.6393
17.9672
16.9836
15.3103
16.678
18.623
14.2906
19.75
18.623
18.2581
20.375
17.3115
16.0
17.0169
16.9836
16.6667
16.1709
16.9836
16.1709
17.0256
18.1311
16.0
16.9836
16.9836
16.0
17.3115
20.8819
20.127
17.9672
20.8819
16.9836
16.1681
17.3333
22.0317
14.9831
17.0
18.8571
18.623
16.9836
26.7042
17.6393
17.3115
19.4921
15.4872
20.6875
18.623
20.0625
13.931
17.6393
16.1709
15.1803
18.623
20.8819
17.9355
19.937
13.1429
16.6667
18.623
17.6393
21.5118
16.3448
17.6393
16.0
14.6207
19.2787
