node,x,y,node_type,centrality
Medicine,-17.54014,-10.816292,brand,4.7e-05
Pajonk,-17.489857,-10.72385,brand,4.7e-05
Femestage Eva Minge,-17.562223,-10.752822,brand,4.7e-05
Solar,-19.057505,-10.724343,magazine,0.000237
Poiray,-30.648251,-31.133608,brand,4.7e-05
model_04713,29.254295,-22.349758,model,0.001374
Jac+Jack,-11.026177,4.257024,brand,4.7e-05
Lanvin Eyewear,4.451744,-75.304878,brand,0.000142
model_04745,36.517139,-23.194557,model,0.0009
Thecadess,-63.569153,32.679852,brand,4.7e-05
model_04755,21.149996,-25.105494,model,0.000853
Kenneth Cole New York,-7.497125,-35.377617,brand,4.7e-05
Rose Inc.,7.457448,-44.836281,brand,0.000284
model_04777,54.507175,-42.155693,model,0.000474
model_04781,-30.583765,29.585632,model,0.000332
Jet Set,9.695872,-9.098916,brand,9.5e-05
model_04790,2.068416,-25.077597,model,0.000237
Movado,2.036477,-24.990974,brand,4.7e-05
Örjan Andersson,-23.94836,-24.888836,brand,4.7e-05
model_04809,-27.77953,-12.047009,model,4.7e-05
Kj by Kirrily Johnston,12.668141,-78.176895,brand,4.7e-05
model_04866,-79.068977,9.610571,model,0.000284
Adicora,54.330017,-49.261951,brand,4.7e-05
Shop Sky,54.267273,-49.167538,brand,4.7e-05
model_04892,-1.904681,-45.51001,model,0.000379
Hobo,-20.593042,-34.72757,brand,4.7e-05
model_04917,46.68972,-44.479,model,0.000142
EnC,-12.697768,-36.919739,brand,4.7e-05
Warby Parker,-7.123503,-20.392805,brand,0.000189
Marc Fisher,54.661072,-34.287956,brand,0.000142
Sportmax Defilé,-0.870578,-1.051768,brand,0.000142
Paige Denim,7.652635,-45.630947,brand,9.5e-05
Pedro Del Hierro,-8.960347,-2.773834,brand,9.5e-05
Varley,-1.294965,-27.412058,brand,4.7e-05
Pologeorgis,2.503479,35.682114,brand,4.7e-05
Funky Buddah,86.467918,-11.819866,brand,4.7e-05
Seeberger Hats,86.476181,-11.842515,brand,4.7e-05
Bijou Brigitte,86.738708,-11.772774,brand,0.000142
Deha,86.469536,-11.873262,brand,4.7e-05
Eva Mann,86.495377,-11.754195,brand,4.7e-05
FFC,86.566818,-11.874516,brand,4.7e-05
Trademark,-23.961319,10.846765,brand,0.000142
model_04967,12.039845,-5.789123,model,0.001374
New Balance,-29.561922,-20.186754,brand,4.7e-05
Stefanie Biggel,-11.235213,8.694588,brand,4.7e-05
Suzy Shier,28.548611,-48.044395,brand,4.7e-05
Garnet Hill,28.486803,-48.129047,brand,4.7e-05
model_04997,-19.813246,-32.521599,model,9.5e-05
DSTLD Jeans,52.437073,-39.897667,brand,4.7e-05
Flormar,52.392246,-39.829552,brand,4.7e-05
St. Tropez,-10.90366,-45.488422,brand,4.7e-05
Stella McCartney Eyewear,-7.330902,-46.765411,brand,9.5e-05
The Vampire’s Wife,-10.863196,-45.57888,brand,4.7e-05
Cosmoss,-10.841001,-45.563576,brand,4.7e-05
model_05009,-11.941078,-61.202751,model,9.5e-05
Dooney & Burke,-3.696118,-40.475994,brand,9.5e-05
Lipsy,5.277937,-42.388725,brand,4.7e-05
model_05027,68.131882,-1.717612,model,0.000189
model_05036,58.991493,35.5816,model,0.000426
Sureno,59.119034,35.507553,brand,4.7e-05
model_05060,55.208172,-1.138738,model,0.000995
Radiant Cosmetics,54.685947,-1.109819,brand,4.7e-05
Rebecca Blu,53.747551,-1.318172,brand,4.7e-05
Syoss,54.237495,-1.241403,brand,4.7e-05
J. Bournazos,54.225788,-1.205712,brand,4.7e-05
Folli Follie,53.851921,-1.544427,brand,0.000142
Roberto Cavalli Class,19.991001,32.432961,brand,0.000332
David Morris,11.855984,17.804062,brand,9.5e-05
Jaeger-LeCoultre,20.53195,0.312688,brand,4.7e-05
Stella McCartney Lingerie,6.815494,-31.114475,brand,9.5e-05
Commission,-18.271357,29.83563,magazine,0.000142
Jucca,4.246475,4.773707,brand,4.7e-05
Sabina Savage,8.347217,-85.651489,brand,9.5e-05
Kashieca,28.404682,-51.602036,brand,4.7e-05
Kyle Cavan,28.524794,-51.584309,brand,4.7e-05
Diff Eyewear,28.437489,-51.640717,brand,4.7e-05
vuori,28.599417,-51.582615,brand,4.7e-05
model_05168,50.908726,-60.797237,model,9.5e-05
Maidenform,52.560471,-59.942928,brand,9.5e-05
Kendall + Kylie,-17.760561,-43.127083,brand,4.7e-05
KKW Fragrance,-18.383253,-42.067558,brand,4.7e-05
By Far,-17.746859,-42.861614,brand,4.7e-05
Own Denim,-17.791853,-42.141956,brand,9.5e-05
FWRD,-17.705706,-42.905857,brand,9.5e-05
Patek Philippe,2.126718,-34.854279,brand,0.000142
model_05180,17.498194,-34.6637,model,0.000805
J&M Davidson,-27.502373,-41.426395,brand,9.5e-05
model_05201,-15.691445,-4.601043,model,4.7e-05
model_05206,54.813976,-34.180023,model,0.000711
Bella Dahl,54.762573,-34.054474,brand,4.7e-05
Dazzle Fashion,-22.121895,24.635656,brand,0.000142
Fleur Du Mal,54.714207,-34.393242,brand,9.5e-05
Hutch Design,54.716434,-34.295132,brand,4.7e-05
Shaesby,54.734013,-34.134506,brand,4.7e-05
Nami,-24.124325,-29.521252,brand,0.000142
The Marc Jacobs,-29.445215,-17.368322,brand,0.000142
Cruba,25.743179,-68.10453,brand,4.7e-05
Dylan Kain,25.668175,-68.148415,brand,4.7e-05
WaterCult,36.856045,-33.196762,brand,9.5e-05
A'Gaci,25.724257,-68.169083,brand,4.7e-05
Koibird,25.717995,-68.090027,brand,4.7e-05
Jacky Luxury,86.971069,-22.147909,brand,4.7e-05
Wouters & Hendrix,-37.504993,1.030926,brand,4.7e-05
Panconesi,-60.674221,-1.449857,brand,0.000142
model_05235,53.269241,-15.519143,model,4.7e-05
Juun J,-21.005898,-28.382978,brand,4.7e-05
Velvet by Graham & Spencer,-2.790246,-42.357941,brand,9.5e-05
Goldsign,-6.364881,-36.042797,brand,9.5e-05
CAMILLA AND MARC,-15.690388,-32.875221,brand,9.5e-05
Timberland,-75.68055,5.10123,brand,9.5e-05
Bubbleroom,43.957935,-41.734104,brand,9.5e-05
model_05290,55.943817,-30.226456,model,0.000189
model_05292,21.351511,-8.467983,model,0.000758
Glamroxx,21.346027,-8.441185,brand,4.7e-05
South Parade,21.337807,-8.454846,brand,4.7e-05
Loewe Perfumes,-15.23411,-35.590412,brand,0.000142
Melissa Shoes,11.107384,-39.789291,magazine,0.000142
AGL,-22.452438,-33.476948,brand,9.5e-05
Lida Baday,55.642437,-15.760836,brand,4.7e-05
Hatitude,55.584991,-15.861594,brand,4.7e-05
Le Château,55.644093,-15.722633,brand,4.7e-05
Whats Inside You,23.220335,4.531054,brand,4.7e-05
Cahier d'Exercices,23.152634,4.526307,brand,4.7e-05
Veronique Miljkovitch,23.23807,4.546212,brand,4.7e-05
Balizza,43.256248,-27.789457,brand,4.7e-05
Exotica by Silvia Superstar,43.238991,-27.731941,brand,4.7e-05
Kasha,43.260506,-27.79113,brand,4.7e-05
Herry,43.250507,-27.731373,brand,4.7e-05
Carla Ruiz,43.259487,-27.806881,brand,4.7e-05
Delfin,43.297466,-27.880972,brand,4.7e-05
Freywille,43.362129,-27.861998,brand,4.7e-05
Impetus,43.188354,-27.649755,brand,4.7e-05
NO KA'OI,-17.775717,19.285376,brand,4.7e-05
model_05350,62.110897,-30.326239,model,0.000332
model_05358,-8.553823,-15.259338,model,0.000568
model_05380,36.099285,7.106264,model,4.7e-05
Alexandra Vanushina,51.454628,-37.282532,brand,4.7e-05
WAG Concept,51.327267,-37.217617,brand,4.7e-05
Kajf&Kajf,51.402306,-37.264603,brand,4.7e-05
Palma Australia,51.309723,-37.239994,brand,4.7e-05
Paulina Katarina,51.813591,-37.268452,brand,4.7e-05
Rosa Bloom,51.534966,-37.230942,brand,4.7e-05
Sokolov,51.411663,-37.242428,brand,4.7e-05
Vintage Century,51.315559,-37.16774,brand,4.7e-05
Freaky Nation,51.304554,-37.275459,brand,4.7e-05
ISOT,51.244221,-37.216042,brand,4.7e-05
Jeanswest,51.637081,-37.633747,brand,9.5e-05
Portal Shoes,51.360416,-37.218773,brand,4.7e-05
Giorgio Visconti,20.862585,-5.361186,brand,4.7e-05
Imperial,20.829571,-5.270664,brand,4.7e-05
Paolo Pecora,20.829773,-5.321612,brand,4.7e-05
C&A Clockhouse,20.754004,-5.273471,brand,4.7e-05
Parfois,20.702459,-5.178663,brand,4.7e-05
Jaded London,33.40733,-60.082981,brand,9.5e-05
Lee + Lani,74.988312,-54.436954,brand,9.5e-05
Lilya,89.230042,-39.813107,brand,9.5e-05
Royal Hamam,87.844185,-39.374363,brand,4.7e-05
Tacoola The Label,87.795242,-39.4879,brand,4.7e-05
Thaikila,88.155243,-39.472935,brand,4.7e-05
Thrills,88.40966,-39.381802,brand,4.7e-05
Chaser,88.347649,-39.876591,brand,4.7e-05
Toli,88.293953,-39.478054,brand,4.7e-05
Cout De La Liberte,89.275658,-39.895927,brand,9.5e-05
AFRM,88.149414,-39.496391,brand,4.7e-05
Atlantic Beach,88.386292,-39.457546,brand,4.7e-05
Ava Rossi,88.234581,-39.333328,brand,4.7e-05
Bardot,88.725227,-39.314518,brand,4.7e-05
Black Suede Studio,88.60392,-39.455181,brand,4.7e-05
Bleusalt,88.172066,-39.26844,brand,4.7e-05
Carbon38,88.233475,-39.094379,brand,4.7e-05
Goddis,88.128532,-39.38316,brand,4.7e-05
Gorett,88.220406,-39.553028,brand,4.7e-05
Greyson,88.367882,-39.354832,brand,4.7e-05
Jessica Johnson,87.984116,-39.765511,brand,4.7e-05
Luminess Cosmetics,88.135323,-39.836288,brand,4.7e-05
Marie Mur,88.266609,-39.4818,brand,4.7e-05
Monica Hansen Beachwear,87.951424,-39.228077,brand,4.7e-05
Mèrenor by Amie Satchu,87.913536,-39.461861,brand,4.7e-05
Nessy Swimwear,88.455643,-39.62841,brand,4.7e-05
Norman Silverman,88.350861,-39.578526,brand,4.7e-05
Only Natural Diamonds,89.102379,-39.765812,brand,9.5e-05
Samantha Sung,88.12989,-39.452389,brand,4.7e-05
Six Gldn,88.184334,-39.470097,brand,4.7e-05
Sticks + Stones,88.079338,-39.367737,brand,4.7e-05
Talentless,88.197372,-39.412052,brand,4.7e-05
model_05408,0.098635,-46.893246,model,0.000237
Ikks,47.097656,-27.857391,brand,9.5e-05
model_05427,52.214413,-5.341613,model,0.000426
James Perse,12.59381,5.593637,brand,9.5e-05
Talento Joias,-3.217735,71.305664,brand,4.7e-05
Simone Pontes Jewelry,-3.493399,71.698952,brand,4.7e-05
Brahmin,-2.481672,71.387062,brand,4.7e-05
Luz da Lua,-2.844149,71.414856,brand,4.7e-05
dorne,-3.067893,71.609161,brand,4.7e-05
model_05445,22.558895,-60.391964,model,9.5e-05
Fekkai,22.576805,-60.316628,brand,9.5e-05
malo,-13.149617,76.335701,brand,4.7e-05
model_05483,65.426323,-51.605885,model,9.5e-05
Comma,11.422901,-47.489212,magazine,0.000284
model_05523,66.154831,13.161909,model,0.001089
model_05527,17.904743,-15.37765,model,0.000663
model_05540,48.127319,-20.229572,model,0.001326
model_05554,74.491966,-46.684902,model,0.001468
Storm in a D Cup,74.233925,-45.772957,brand,4.7e-05
Freya,74.191803,-45.786049,brand,4.7e-05
The Body Shop,74.177002,-45.757839,brand,4.7e-05
Bare Necessities,74.051506,-46.578979,brand,0.000142
Dranella,74.13578,-45.712608,brand,4.7e-05
Eximia,74.199524,-46.081348,brand,4.7e-05
Leonisa,73.843895,-45.786095,brand,9.5e-05
Lidea,74.166031,-45.836468,brand,4.7e-05
Rosa Faia,74.206596,-45.736614,brand,4.7e-05
Esika,74.206726,-45.868702,brand,4.7e-05
Conturelle by Felina,74.2005,-45.767021,brand,4.7e-05
Felina,74.164047,-45.729832,brand,4.7e-05
Eucerin,74.179268,-45.763893,brand,4.7e-05
model_05568,-3.442611,-58.31126,model,9.5e-05
Hadleigh's,-3.439039,-58.312576,brand,4.7e-05
Billini,22.885607,-73.615013,brand,4.7e-05
Promise,22.842314,-73.61763,brand,4.7e-05
steele,23.309914,-73.179665,brand,0.000142
womens secret,86.737564,-9.047349,brand,0.000189
Forever New,20.201717,-73.417862,brand,9.5e-05
Seed Heritage,23.104029,-73.289017,brand,9.5e-05
model_05596,36.567047,17.876328,model,0.000189
Claire's,36.564911,17.873642,brand,4.7e-05
model_05603,24.367022,-26.480198,model,0.000474
Honey Birdette,62.651176,-51.822922,brand,9.5e-05
model_05617,40.892471,-51.849911,model,0.000189
Evil Twin,-30.075127,-75.693756,brand,4.7e-05
Johnny Was,-30.302765,-75.136322,brand,4.7e-05
Pink Loulou,-30.321136,-74.756126,brand,4.7e-05
Zu Shoes,-30.313498,-75.038002,brand,4.7e-05
Atmark,-30.258909,-74.933563,brand,4.7e-05
Paul & Louis,-30.294849,-74.510239,brand,4.7e-05
Stco,-30.230381,-74.979576,brand,4.7e-05
VOV - Voice of Voices,-30.294529,-74.729568,brand,4.7e-05
Vino,-30.281876,-74.620377,brand,4.7e-05
Stance,-30.072361,-75.010468,brand,4.7e-05
Toggery,-29.898302,-75.23304,brand,4.7e-05
Very Exclusive,-30.30439,-75.62236,brand,4.7e-05
Natures Gentle Touch,68.813133,40.07159,brand,4.7e-05
Steffen Schraut,11.022541,18.463949,brand,9.5e-05
Vestiaire Collective,1.697492,-33.928745,magazine,0.000332
Prada Fragrance,-27.456297,-33.223766,brand,4.7e-05
model_05689,33.407471,10.198772,model,0.000189
Finchittida,33.391548,10.200444,brand,4.7e-05
RIER,-74.126709,-6.603094,brand,4.7e-05
model_05718,47.753849,-46.058586,model,4.7e-05
model_05722,93.989601,3.266461,model,0.000237
Zakary Le Stele,94.084846,3.293823,brand,4.7e-05
NOM*D,-17.65016,-15.981604,brand,4.7e-05
Tigi,35.193871,40.370647,brand,9.5e-05
MHL by Margaret Howell,-17.636723,-15.967212,brand,4.7e-05
model_05735,64.229538,-44.790569,model,0.000237
Brown Thomas,64.205429,-44.84058,brand,4.7e-05
Souki Belair,64.206963,-44.819176,brand,4.7e-05
Usina Jeanswear,3.034486,84.615219,brand,4.7e-05
Lily Aldridge Parfums,-1.971434,-41.777088,brand,4.7e-05
Alice Temperley,-16.064442,-39.396805,brand,4.7e-05
Frederic Fekkai,3.800692,-21.984146,brand,9.5e-05
Chopova Lowena,-27.273022,-18.946924,brand,4.7e-05
TY-LR,-26.893385,-16.593245,brand,4.7e-05
Octobre Editions,-80.292374,6.540163,magazine,0.000142
Sfera,-63.291885,-19.501003,magazine,0.000237
model_05773,59.646206,-16.462284,model,0.000189
Patouf,59.626846,-16.499863,brand,4.7e-05
Projekt Produkt,-33.680656,5.022921,brand,4.7e-05
Yuri Tan,-33.705429,5.097449,brand,4.7e-05
model_05789,-28.28651,22.292915,model,4.7e-05
Patric Love,-4.870195,-43.390453,brand,4.7e-05
Erasa Skincare,-4.692322,-43.54306,brand,4.7e-05
who*s who,62.149719,-1.488867,brand,9.5e-05
Black Fleece by Brooks Brothers,62.392323,-1.399532,brand,4.7e-05
Michele Watches,62.753452,-1.402543,brand,4.7e-05
Manoush,1.971793,-31.847631,brand,9.5e-05
Peach John,-9.331641,-25.283264,brand,4.7e-05
model_05827,21.097588,-13.915277,model,9.5e-05
model_05836,5.016344,-5.708812,model,0.000568
model_05851,-15.246731,-35.565578,model,0.000142
Alcaï¿½uz,-1.826042,16.333387,brand,4.7e-05
Forevermark,-21.512947,25.603491,brand,4.7e-05
Sassoon,-21.776913,25.850761,brand,4.7e-05
Vidal Sassoon,-21.376801,25.852484,brand,4.7e-05
Dora Abodi,22.286873,33.578632,brand,4.7e-05
Pologarage,22.653103,33.703194,brand,4.7e-05
BRiLLBIRD,22.693733,33.770054,brand,4.7e-05
Calvin Klein Eyewear,-21.306656,-35.321903,brand,9.5e-05
Machka,42.823807,-9.997224,brand,4.7e-05
Siero Cosiero,-35.259125,-26.649832,brand,4.7e-05
Tuzzi,47.245792,-27.623955,brand,4.7e-05
A'Marie,47.296036,-27.547369,brand,4.7e-05
Beautycounter,-29.599157,22.130024,brand,0.000189
Maria Lira,-10.020855,81.154587,brand,4.7e-05
Antonelze,-9.928596,81.423882,brand,4.7e-05
Nana Kokaev,-10.078546,81.372284,brand,4.7e-05
Penduricalhos,-10.165893,81.263412,brand,4.7e-05
benta Studio,-9.886936,81.449249,brand,4.7e-05
Juliana Gevaerd,-10.197834,80.837952,brand,4.7e-05
Vanda Jacintho,-9.891522,81.511139,brand,4.7e-05
William & Son,-7.394604,-17.278984,brand,9.5e-05
WRST BHVR,33.768826,-48.574715,brand,4.7e-05
Brathwait,33.629478,-48.335999,brand,4.7e-05
LC Waikiki,33.68515,-48.420761,brand,4.7e-05
Minimum,33.645939,-48.377605,brand,4.7e-05
The Pure Barbara Schwarzer,33.709087,-48.430229,brand,4.7e-05
Bjorklund,33.675137,-48.480251,brand,4.7e-05
Eye Factory,33.70615,-48.51532,brand,4.7e-05
Paul Hewitt,33.573746,-48.319897,brand,4.7e-05
Juvia,33.742798,-48.60701,brand,4.7e-05
Mobo Swim,33.629162,-48.211147,brand,4.7e-05
NKD,33.724319,-48.366039,brand,4.7e-05
Shine Moda,-41.502499,5.401484,brand,4.7e-05
model_05978,8.859704,-20.964476,model,0.000995
AND_i,-79.486458,-19.386774,brand,4.7e-05
Sud Express,-18.564089,-3.45398,brand,4.7e-05
Ahoy Trader,-11.859983,-78.942574,brand,4.7e-05
An Ounce Copenhagen,-11.632868,-79.067497,brand,4.7e-05
Hofmann Copenhagen,-11.753933,-78.921364,brand,4.7e-05
Zulu & Zephyr,-11.651102,-79.016464,brand,4.7e-05
Dorothy Perkins,-11.613948,-79.13475,brand,4.7e-05
Onepiece,-11.682957,-79.145493,brand,4.7e-05
model_06009,-75.325333,14.498884,model,9.5e-05
Kostas Murkudis,-24.743641,-18.504654,magazine,9.5e-05
Maerz,-24.727682,-18.506948,brand,4.7e-05
model_06037,-73.489777,34.490604,model,0.000758
model_06050,64.81385,13.414984,model,0.000284
Tete by Odette,64.267273,13.569003,brand,4.7e-05
Rolex,12.312364,-46.137486,brand,9.5e-05
Sisley Paris,-4.750412,-30.309076,brand,9.5e-05
Voslauer Water,-20.800274,42.085709,brand,4.7e-05
Carou Jewellery,24.263023,-74.625984,brand,4.7e-05
Charles David,-63.116779,26.242868,brand,0.000189
House of Fraser,-64.241325,26.542223,brand,0.000142
model_06085,98.672462,1.652537,model,0.000521
Paco Rabanne Parfums,98.600151,1.31831,brand,4.7e-05
model_06110,0.943936,-15.852494,model,0.000805
Maria Cher,20.476978,-17.396683,brand,9.5e-05
Maria Cher Jeans,12.674484,-29.75279,brand,4.7e-05
model_06126,3.882403,-22.072947,model,0.0018
Alexander McQueen Fragrance,-14.875597,-0.256275,brand,4.7e-05
Ouí - Munich,-14.839654,-0.255939,brand,4.7e-05
model_06164,66.70385,29.831703,model,9.5e-05
Hanna,66.740067,29.823351,brand,4.7e-05
model_06168,23.581152,-43.210545,model,0.000426
model_06176,6.83427,-78.399605,model,0.000142
model_06195,65.441689,-51.729671,model,0.000237
Enzo Jewelry,-8.08473,-27.82972,brand,4.7e-05
Lou Paris,13.792091,-24.869944,brand,0.000142
BLDWN,-8.115991,-27.871229,brand,4.7e-05
SAM NY,-13.625876,-24.764688,brand,0.000142
Beatrice B,-14.405938,10.410074,brand,4.7e-05
model_06205,88.585999,-34.524403,model,0.000426
Buffalo London,88.48745,-34.532047,brand,4.7e-05
TokiDoki,88.501495,-34.547535,brand,4.7e-05
BrowLash,88.46035,-34.566772,brand,4.7e-05
Kaja Beauty,88.498619,-34.547123,brand,4.7e-05
Ofra Cosmetics,88.492981,-34.556355,brand,4.7e-05
Ollie & Mac,88.499573,-34.540226,brand,4.7e-05
Shop Saint Germain,88.510727,-34.546913,brand,4.7e-05
Miss Selfridge,29.229984,-3.317758,brand,9.5e-05
model_06211,56.08535,-26.045097,model,0.000616
Simon G.,55.95187,-26.099045,brand,4.7e-05
model_06215,41.400753,-69.225471,model,0.000189
Chico‘s,41.886486,-68.918686,brand,4.7e-05
model_06222,63.645123,-22.707609,model,0.000616
Pyrus,63.534985,-22.62178,brand,4.7e-05
Waven,63.534302,-22.621758,brand,4.7e-05
Forte Forte,-33.554619,-2.40947,brand,4.7e-05
Azure,52.63895,-58.98035,brand,4.7e-05
Hermosa,52.884548,-59.138588,brand,4.7e-05
Earthbound Trading,53.292164,-59.157463,brand,4.7e-05
Southern Tide,53.155029,-58.937599,brand,4.7e-05
Hampden Clothing,53.21059,-59.006271,brand,4.7e-05
AMVi Collection,53.078011,-59.195389,brand,4.7e-05
Lana Jewelry,53.638439,-59.425289,brand,4.7e-05
Twine & Twig,52.982639,-58.746262,brand,4.7e-05
Bambina Swim,53.020741,-58.975819,brand,4.7e-05
Buddha Mama,53.818531,-58.809525,brand,4.7e-05
Fleur Swim,53.789047,-59.054764,brand,4.7e-05
Jane Pope,52.953915,-58.922153,brand,4.7e-05
L’Abeye,53.635822,-59.473209,brand,4.7e-05
Tony Bianco,52.21241,-58.319607,brand,0.000189
Hyla DeWitt Jewelry,53.387192,-59.401089,brand,4.7e-05
Lorna Jane Active,53.485294,-59.116943,brand,4.7e-05
Tiare Hawaii,53.401089,-58.875904,brand,4.7e-05
Eleonora Beracasa,53.644676,-59.249302,brand,4.7e-05
Goodlife Clothing,52.654125,-59.143143,brand,4.7e-05
Must be Love,52.916447,-58.809498,brand,4.7e-05
Renoma,52.833477,-59.018162,brand,4.7e-05
Rodan + Fields,53.251934,-59.006386,brand,4.7e-05
Skechers,52.759521,-59.066528,brand,4.7e-05
Something Navy,53.140251,-59.094051,brand,4.7e-05
rxmance,53.664017,-59.147861,brand,4.7e-05
Polite,53.603901,-58.966309,brand,4.7e-05
Promesa,53.213547,-59.226704,brand,4.7e-05
Scünci,52.856857,-59.068321,brand,4.7e-05
SurfStitch,60.680267,-58.114849,brand,0.000142
Howus,-41.809441,-44.30352,brand,4.7e-05
Kinn Studio,-41.884113,-44.35289,brand,4.7e-05
Antik Batik,-49.546059,-8.347877,brand,0.000142
model_06289,22.683668,-0.805951,model,0.000995
Emilio Pucci Fragrance,-14.55608,-31.131157,brand,4.7e-05
Le Bon Marche,-14.25651,-31.385105,brand,4.7e-05
ME+EM,-22.946136,-32.17971,brand,9.5e-05
C&M,-37.10899,-23.741802,brand,4.7e-05
CC Collect,-37.239719,-23.726528,brand,4.7e-05
Zigman,-29.744659,65.911003,brand,4.7e-05
Kenzo Parfums,6.62492,-31.160616,brand,0.000142
Boutet Solanes,-40.674782,-0.497248,brand,9.5e-05
model_06409,-8.064116,-72.275894,model,0.000237
Hexeline,-8.474173,13.331805,brand,4.7e-05
Borghese,-15.268155,-33.151894,brand,4.7e-05
Folic,-16.450294,45.668022,brand,4.7e-05
Big Star,30.260221,3.871764,brand,9.5e-05
Jesus De La Garsa,56.102959,55.750515,brand,4.7e-05
Omaruiz,55.994701,55.826283,brand,4.7e-05
PRISMA,55.624893,55.683941,brand,4.7e-05
Reina Díaz,55.891636,55.474003,brand,4.7e-05
Tane,55.89283,56.034813,brand,4.7e-05
VSA Design,55.787239,55.605705,brand,4.7e-05
Squids,55.564156,55.670792,brand,4.7e-05
Carolina Crowley,55.855198,55.778461,brand,4.7e-05
The Feathered,55.79982,55.824543,brand,4.7e-05
KEM,50.175476,-6.626643,brand,4.7e-05
KK Jewerly Lab,50.202225,-6.647448,brand,4.7e-05
Lynne Shop,50.188457,-6.618646,brand,4.7e-05
model_06476,42.071869,-23.71187,model,0.000616
Padovani Collection,42.035206,-23.722857,brand,4.7e-05
Pastel,42.020573,-23.729259,brand,4.7e-05
Alix NYC,33.393368,-60.091835,brand,4.7e-05
Ardene,59.122402,-43.573818,brand,0.000142
LPB - Les Petites Bombes,33.376114,-60.093403,brand,4.7e-05
Moscot,33.369064,-60.102848,brand,4.7e-05
Mirae,33.365108,-60.098824,brand,4.7e-05
BCBGeneration,22.815838,-37.470432,brand,0.000142
OUAI Haircare,-3.565969,-64.819679,brand,9.5e-05
Anis,27.191463,1.165552,brand,4.7e-05
Monte & Lou,27.189205,1.143847,brand,4.7e-05
Vilebrequin,35.067192,-18.932856,brand,9.5e-05
Kurz Jewelry,35.081718,-18.879488,brand,4.7e-05
model_06537,29.935308,-42.800724,model,0.000426
Billabong,29.793482,-43.117657,brand,0.000189
BLACK'D NY,12.423364,9.768215,brand,4.7e-05
model_06547,65.49173,-17.419563,model,0.000616
Headrush,65.235733,-17.597336,brand,4.7e-05
Akiii Classic,65.22789,-17.595644,brand,4.7e-05
AX Paris,65.250557,-17.58728,brand,4.7e-05
Yardley London,65.22551,-17.579191,brand,4.7e-05
Gabba Denim,65.230492,-17.597664,brand,4.7e-05
PUR Cosmetics,65.269905,-17.649551,brand,4.7e-05
model_06553,1.928448,-23.227854,model,0.000379
model_06564,36.316486,-15.95425,model,0.000332
Maison Sabben,36.234955,-15.945131,brand,4.7e-05
Andrea Marazzini,36.209835,-15.990628,brand,4.7e-05
