brand,prestige,prestige_raw,prestige_scaled,prestige_percentile,prestige_zscore,record_count,tier
Marithé & François Girbaud,0.000001,0.000001,0.895011,8.812984,-0.223709,6,Low
August Getty,0.000001,0.000001,0.894715,8.794112,-0.223709,8,Low
Nylon Singapore,0.000001,0.000001,0.893915,8.775241,-0.223710,9,Low
Niccolò Pasqualetti,0.000001,0.000001,0.888943,8.756369,-0.223716,11,Low
Véronique Branquinho,0.000001,0.000001,0.887923,8.737498,-0.223717,7,Low
Oscar Carvallo,0.000001,0.000001,0.887691,8.718626,-0.223718,13,Low
Homem de Barro,0.000001,0.000001,0.879397,8.699755,-0.223728,6,Low
Woman Magazin,0.000001,0.000001,0.872928,8.680883,-0.223735,12,Low
DMAG,0.000001,0.000001,0.870231,8.662012,-0.223738,7,Low
CAMILLA AND MARC,0.000001,0.000001,0.867197,8.643140,-0.223742,1,Low
Cocoon Magazine,0.000001,0.000001,0.861814,8.624269,-0.223748,12,Low
asos,0.000001,0.000001,0.860429,8.605397,-0.223750,6,Low
Fantastics Magazine,0.000001,0.000001,0.858434,8.586526,-0.223752,13,Low
Kirrily Johnston,0.000001,0.000001,0.858426,8.567654,-0.223752,9,Low
House of Aama,0.000001,0.000001,0.855186,8.548783,-0.223756,10,Low
Arnsdorf,0.000001,0.000001,0.852297,8.529911,-0.223760,9,Low
Helen Asrat,0.000001,0.000001,0.852097,8.511040,-0.223760,7,Low
Casa de Criadores,0.000001,0.000001,0.849188,8.492168,-0.223764,16,Low
Narrative.,0.000001,0.000001,0.843596,8.473297,-0.223770,19,Low
Ya Ya,0.000001,0.000001,0.841779,8.454425,-0.223772,8,Low
Lardini,0.000001,0.000001,0.841228,8.435554,-0.223773,7,Low
Leandro Cano,0.000001,0.000001,0.839801,8.416682,-0.223775,5,Low
Esteve Sita Mur,0.000001,0.000001,0.837065,8.397811,-0.223778,5,Low
L'Officiel Hommes Belgium,0.000001,0.000001,0.834661,8.378939,-0.223781,9,Low
Lanre da Silva,0.000001,0.000001,0.829991,8.360068,-0.223786,1,Low
Comme Comme,0.000001,0.000001,0.827945,8.341196,-0.223789,17,Low
LucíaSeCasa,0.000001,0.000001,0.827551,8.322325,-0.223789,10,Low
L'Officiel Hommes +,0.000001,0.000001,0.823048,8.303453,-0.223795,5,Low
goop,0.000001,0.000001,0.820630,8.284582,-0.223798,1,Low
Suboo,0.000001,0.000001,0.820118,8.265711,-0.223798,10,Low
Myer Emporium,0.000001,0.000001,0.819777,8.246839,-0.223799,8,Low
Moises Nieto,0.000001,0.000001,0.816749,8.227968,-0.223802,5,Low
GIambattista Valli,0.000001,0.000001,0.815571,8.209096,-0.223804,1,Low
The MenStyle Brasil,0.000001,0.000001,0.815148,8.190225,-0.223804,11,Low
Debora Sinibaldi,0.000001,0.000001,0.810599,8.171353,-0.223809,10,Low
Kartik Research,0.000001,0.000001,0.806121,8.152482,-0.223815,11,Low
Dresscamp,0.000001,0.000001,0.805145,8.133610,-0.223816,2,Low
Modern Luxury Riviera,0.000001,0.000001,0.804329,8.114739,-0.223817,8,Low
Dimmer D'Vrsi,0.000001,0.000001,0.798833,8.095867,-0.223823,6,Low
Tokyo James,0.000001,0.000001,0.795049,8.076996,-0.223828,14,Low
FUDGE,0.000001,0.000001,0.793582,8.058124,-0.223830,8,Low
David Naman,0.000001,0.000001,0.793115,8.039253,-0.223830,6,Low
Moevir,0.000001,0.000001,0.782487,8.020381,-0.223843,8,Low
Saul Nash,0.000001,0.000001,0.781747,8.001510,-0.223844,8,Low
C’N’C Costume National,0.000001,0.000001,0.775260,7.982638,-0.223852,2,Low
Atsushi Nakashima,0.000001,0.000001,0.772618,7.963767,-0.223855,10,Low
Elene Cassis,0.000001,0.000001,0.768200,7.944895,-0.223860,15,Low
Ivan Avalos,0.000001,0.000001,0.767398,7.926024,-0.223861,32,Low
Glamoholic Magazine,0.000001,0.000001,0.763875,7.907152,-0.223865,6,Low
Coitus Magazine,0.000001,0.000001,0.763017,7.888281,-0.223866,6,Low
Nylon Spain,0.000001,0.000001,0.762719,7.869409,-0.223866,7,Low
Jota más Ge,0.000001,0.000001,0.762457,7.850538,-0.223867,3,Low
House Of Jazz,0.000001,0.000001,0.760770,7.822231,-0.223869,1,Low
Helmut lang,0.000001,0.000001,0.760770,7.822231,-0.223869,1,Low
Ebony,0.000001,0.000001,0.754690,7.793923,-0.223876,7,Low
Trista,0.000001,0.000001,0.751881,7.775052,-0.223879,16,Low
By Johnny,0.000001,0.000001,0.748068,7.756180,-0.223884,5,Low
Veronica B Vallenes,0.000001,0.000001,0.746943,7.737309,-0.223885,8,Low
Jessica Malaysia,0.000001,0.000001,0.745656,7.718437,-0.223887,13,Low
Henrik Vibskov,0.000001,0.000001,0.742692,7.699566,-0.223890,14,Low
Maxim Portugal,0.000001,0.000001,0.738084,7.680694,-0.223896,16,Low
Ladygunn,0.000001,0.000001,0.733170,7.661823,-0.223902,5,Low
FHM Australia,0.000001,0.000001,0.732126,7.642952,-0.223903,7,Low
No Nationality,0.000001,0.000001,0.729497,7.624080,-0.223906,9,Low
Atil Kotuglu,0.000001,0.000001,0.728305,7.605209,-0.223907,8,Low
J. JS Lee,0.000001,0.000001,0.725249,7.586337,-0.223911,6,Low
Custo barcelona,0.000001,0.000001,0.723968,7.558030,-0.223913,1,Low
Jesus del POzo,0.000001,0.000001,0.723968,7.558030,-0.223913,1,Low
Rapsodia,0.000001,0.000001,0.723251,7.529723,-0.223914,6,Low
Earth Pledge,0.000001,0.000001,0.721156,7.510851,-0.223916,5,Low
Napapijri,0.000001,0.000001,0.720259,7.491980,-0.223917,9,Low
Archives Futures,0.000001,0.000001,0.715074,7.473108,-0.223923,7,Low
Clairol,0.000001,0.000001,0.714675,7.454237,-0.223924,7,Low
Maxim France,0.000001,0.000001,0.712430,7.435365,-0.223926,6,Low
Grypho,0.000001,0.000001,0.711661,7.416494,-0.223927,14,Low
Diane Von Furstenburg,0.000001,0.000001,0.711391,7.397622,-0.223928,1,Low
Noise,0.000001,0.000001,0.700760,7.378751,-0.223940,6,Low
Whatevr Magazine,0.000001,0.000001,0.698304,7.359879,-0.223943,6,Low
Corrie Nielsen,0.000001,0.000001,0.696349,7.341008,-0.223946,8,Low
SVA Magazine,0.000001,0.000001,0.695800,7.322136,-0.223946,7,Low
Thebe Magugu,0.000001,0.000001,0.691723,7.303265,-0.223951,7,Low
Julian MacDonald,0.000001,0.000001,0.690503,7.284393,-0.223953,3,Low
Corey Lynn Calter,0.000001,0.000001,0.688108,7.265522,-0.223955,10,Low
Gori De Palma,0.000001,0.000001,0.684737,7.246650,-0.223959,1,Low
Yeojin Bae,0.000001,0.000001,0.683690,7.227779,-0.223961,13,Low
2,0.000001,0.000001,0.681480,7.208907,-0.223963,14,Low
Ana Sekularac,0.000001,0.000001,0.681152,7.190036,-0.223964,6,Low
Grade,0.000001,0.000001,0.680872,7.171164,-0.223964,7,Low
GLAM,0.000001,0.000001,0.680673,7.152293,-0.223964,14,Low
Numero Homme Russia,0.000001,0.000001,0.676652,7.133421,-0.223969,5,Low
L'Officiel Hommes Kazakhstan,0.000001,0.000001,0.665694,7.114550,-0.223982,5,Low
Morgane Le Fay,0.000001,0.000001,0.663860,7.095678,-0.223984,6,Low
Meadham Kirchoff,0.000001,0.000001,0.661683,7.076807,-0.223987,6,Low
Kunst Magazine,0.000001,0.000001,0.656404,7.057935,-0.223993,8,Low
ELEVEN PARIS,0.000001,0.000001,0.655330,7.039064,-0.223994,3,Low
Ilja,0.000001,0.000001,0.651299,7.020192,-0.223999,10,Low
Style Corriere,0.000001,0.000001,0.648803,7.001321,-0.224002,7,Low
Sinhastanic,0.000001,0.000001,0.647592,6.982450,-0.224004,6,Low
Lagos Space Programme,0.000001,0.000001,0.645549,6.963578,-0.224006,8,Low
Didu,0.000001,0.000001,0.641412,6.944707,-0.224011,11,Low
Campillo,0.000001,0.000001,0.635363,6.925835,-0.224018,5,Low
360 / Skull Cashmere,0.000001,0.000001,0.630279,6.906964,-0.224024,6,Low
Felipe Varela,0.000001,0.000001,0.626843,6.888092,-0.224028,6,Low
Isabelle Ballu,0.000001,0.000001,0.623025,6.869221,-0.224033,5,Low
Free,0.000001,0.000001,0.621022,6.850349,-0.224035,5,Low
ALT for damerne,0.000001,0.000001,0.618332,6.831478,-0.224038,17,Low
Tony Ward,0.000001,0.000001,0.607660,6.812606,-0.224051,16,Low
Lucy In The Sky,0.000001,0.000001,0.604746,6.793735,-0.224055,3,Low
L'Agence,0.000001,0.000001,0.601314,6.774863,-0.224059,8,Low
Dawid Tomaszewski,0.000001,0.000001,0.601246,6.755992,-0.224059,8,Low
Catherine Holstein,0.000001,0.000001,0.597998,6.737120,-0.224063,8,Low
Marta Jakubowski,0.000001,0.000001,0.595211,6.718249,-0.224066,12,Low
Francesca Liberatore,0.000001,0.000001,0.593914,6.699377,-0.224068,17,Low
Lorick,0.000001,0.000001,0.593361,6.680506,-0.224068,6,Low
Argentine Designers,0.000001,0.000001,0.592456,6.661634,-0.224069,8,Low
Jorge Ayala,0.000001,0.000001,0.592284,6.642763,-0.224069,21,Low
ICON Magazine France,0.000001,0.000001,0.590653,6.623891,-0.224071,7,Low
Macario Jimenez,0.000001,0.000001,0.590379,6.605020,-0.224072,16,Low
Corrado de Biase,0.000001,0.000001,0.585867,6.586148,-0.224077,1,Low
Joe Casely Hayford,0.000001,0.000001,0.584355,6.567277,-0.224079,5,Low
Jesus Ibarra + Bertholdo,0.000001,0.000001,0.582031,6.548405,-0.224082,13,Low
Giuelietta,0.000001,0.000001,0.581915,6.529534,-0.224082,7,Low
Alireza,0.000001,0.000001,0.580150,6.510662,-0.224084,5,Low
Sam Frenzel,0.000001,0.000001,0.578636,6.491791,-0.224086,6,Low
Desnudo Italy,0.000001,0.000001,0.578504,6.472919,-0.224086,8,Low
Despi,0.000001,0.000001,0.578125,6.454048,-0.224086,5,Low
Richie Rich,0.000001,0.000001,0.576690,6.435176,-0.224088,6,Low
Culter,0.000001,0.000001,0.575861,6.416305,-0.224089,6,Low
Xiao Li,0.000001,0.000001,0.573859,6.397433,-0.224091,11,Low
Origins,0.000001,0.000001,0.570746,6.378562,-0.224095,6,Low
Jose Luis Abarca,0.000001,0.000001,0.566644,6.359691,-0.224100,7,Low
Carl Kapp,0.000001,0.000001,0.550362,6.340819,-0.224119,6,Low
Mint Designs,0.000001,0.000001,0.550233,6.321948,-0.224120,6,Low
Universidad Iberoamericana,0.000001,0.000001,0.548286,6.303076,-0.224122,8,Low
Thorsun,0.000001,0.000001,0.545974,6.284205,-0.224125,6,Low
Unpolished Magazine Online,0.000001,0.000001,0.540554,6.265333,-0.224131,6,Low
IKI,0.000001,0.000001,0.534442,6.246462,-0.224138,8,Low
Hypebeast,0.000001,0.000001,0.524020,6.227590,-0.224151,6,Low
Sara Phillips,0.000001,0.000001,0.523023,6.208719,-0.224152,6,Low
Sheike,0.000001,0.000001,0.522774,6.189847,-0.224152,7,Low
Joseph Font,0.000001,0.000001,0.521792,6.170976,-0.224153,5,Low
Nylon Indonesia,0.000001,0.000001,0.518686,6.152104,-0.224157,6,Low
J'N'C,0.000001,0.000001,0.514740,6.133233,-0.224162,7,Low
Ed Hardy,0.000001,0.000001,0.511493,6.114361,-0.224166,19,Low
Yanina,0.000001,0.000001,0.511461,6.095490,-0.224166,7,Low
Cinq à Sept,0.000001,0.000001,0.507272,6.076618,-0.224171,6,Low
The Perfect Man,0.000000,0.000000,0.495723,6.057747,-0.224185,12,Low
Mary Design,0.000000,0.000000,0.494342,6.038875,-0.224186,5,Low
Tocca,0.000000,0.000000,0.490161,6.020004,-0.224191,11,Low
King Kong,0.000000,0.000000,0.481703,6.001132,-0.224201,6,Low
Porter Gray,0.000000,0.000000,0.477505,5.982261,-0.224206,14,Low
Vivienne westwood,0.000000,0.000000,0.476874,5.963389,-0.224207,1,Low
Elegant,0.000000,0.000000,0.471794,5.944518,-0.224213,17,Low
Google,0.000000,0.000000,0.470584,5.925646,-0.224214,5,Low
The Good Life Italia,0.000000,0.000000,0.469890,5.906775,-0.224215,5,Low
Ivana Helsinki,0.000000,0.000000,0.467554,5.887903,-0.224218,8,Low
Teaser,0.000000,0.000000,0.467245,5.869032,-0.224218,17,Low
OEstudio,0.000000,0.000000,0.464633,5.850160,-0.224222,1,Low
Caroline Charles,0.000000,0.000000,0.463619,5.831289,-0.224223,12,Low
Katty Xiomara,0.000000,0.000000,0.460346,5.812417,-0.224227,6,Low
MODA CyL,0.000000,0.000000,0.451346,5.793546,-0.224237,3,Low
Gregory Parkinson,0.000000,0.000000,0.445260,5.774674,-0.224245,10,Low
Meskita,0.000000,0.000000,0.439583,5.755803,-0.224251,5,Low
Ujoh,0.000000,0.000000,0.439402,5.736931,-0.224252,9,Low
Marcel Ostertag,0.000000,0.000000,0.435936,5.718060,-0.224256,24,Low
Bianca Marques,0.000000,0.000000,0.433040,5.699189,-0.224259,5,Low
Francesca Romana Diana,0.000000,0.000000,0.431869,5.680317,-0.224261,6,Low
L'Officiel Cyprus,0.000000,0.000000,0.431080,5.661446,-0.224262,5,Low
FLANNELS,0.000000,0.000000,0.426609,5.642574,-0.224267,7,Low
LOB,0.000000,0.000000,0.425174,5.623703,-0.224269,6,Low
Calvin klein,0.000000,0.000000,0.422156,5.604831,-0.224272,1,Low
Pas de Calais,0.000000,0.000000,0.421917,5.585960,-0.224272,6,Low
P Magazine,0.000000,0.000000,0.420409,5.567088,-0.224274,12,Low
Blazer,0.000000,0.000000,0.420355,5.548217,-0.224274,7,Low
Fred Sathal,0.000000,0.000000,0.413390,5.529345,-0.224283,7,Low
Magdalena Velevska,0.000000,0.000000,0.412738,5.510474,-0.224283,5,Low
Ted Baker,0.000000,0.000000,0.412237,5.491602,-0.224284,7,Low
Morrison,0.000000,0.000000,0.411296,5.472731,-0.224285,5,Low
Eva Minge,0.000000,0.000000,0.401024,5.453859,-0.224297,9,Low
Moravy,0.000000,0.000000,0.400242,5.425552,-0.224298,6,Low
Pompi Garcia,0.000000,0.000000,0.400242,5.425552,-0.224298,6,Low
Italian Designers Next Generation,0.000000,0.000000,0.395623,5.397245,-0.224304,4,Low
Edit Mag,0.000000,0.000000,0.395420,5.378373,-0.224304,22,Low
Academy Of Art University,0.000000,0.000000,0.395272,5.359502,-0.224304,3,Low
L'wren Scott,0.000000,0.000000,0.388815,5.340630,-0.224312,2,Low
The Pink Prince,0.000000,0.000000,0.387987,5.321759,-0.224313,7,Low
Vingt Sept Magazine,0.000000,0.000000,0.385102,5.302887,-0.224316,7,Low
Amica Singapore,0.000000,0.000000,0.382810,5.284016,-0.224319,19,Low
Peplvm Magazine,0.000000,0.000000,0.379258,5.265144,-0.224323,2,Low
Yummy,0.000000,0.000000,0.378933,5.246273,-0.224324,7,Low
Eley kishimoto,0.000000,0.000000,0.378177,5.227401,-0.224325,1,Low
DEvota & Lomba,0.000000,0.000000,0.378136,5.208530,-0.224325,1,Low
Barragán,0.000000,0.000000,0.376062,5.189658,-0.224327,10,Low
Porter Grey Presentation,0.000000,0.000000,0.375246,5.170787,-0.224328,7,Low
Luciana Balderrama,0.000000,0.000000,0.367048,5.151915,-0.224338,11,Low
Galo Bertin,0.000000,0.000000,0.361540,5.133044,-0.224344,11,Low
Manning Cartel,0.000000,0.000000,0.359283,5.114172,-0.224347,6,Low
Saloni,0.000000,0.000000,0.357837,5.095301,-0.224349,5,Low
Moschino cheap and chic,0.000000,0.000000,0.353283,5.076430,-0.224354,1,Low
Têtu,0.000000,0.000000,0.343746,5.057558,-0.224366,5,Low
Nasir Mazhar,0.000000,0.000000,0.342661,5.038687,-0.224367,6,Low
Ben De Lisi,0.000000,0.000000,0.341825,5.019815,-0.224368,3,Low
Farah Angsana,0.000000,0.000000,0.337221,5.000944,-0.224373,8,Low
Cosmopolitan Indonesia,0.000000,0.000000,0.333339,4.982072,-0.224378,5,Low
Nellie Partow,0.000000,0.000000,0.332332,4.963201,-0.224379,5,Low
Francisco Cancino,0.000000,0.000000,0.332272,4.944329,-0.224379,14,Low
Jean Charles De Castelbajac,0.000000,0.000000,0.329069,4.925458,-0.224383,1,Low
Nylon Español,0.000000,0.000000,0.327781,4.906586,-0.224385,8,Low
Sebastien Ami,0.000000,0.000000,0.325038,4.887715,-0.224388,7,Low
LN-CC,0.000000,0.000000,0.325009,4.868843,-0.224388,7,Low
Objetivo Bienestar,0.000000,0.000000,0.323934,4.849972,-0.224389,8,Low
Watson X Watson,0.000000,0.000000,0.323379,4.831100,-0.224390,2,Low
Palmer Harding,0.000000,0.000000,0.319560,4.812229,-0.224394,10,Low
Toronero,0.000000,0.000000,0.317274,4.793357,-0.224397,7,Low
OZON,0.000000,0.000000,0.314176,4.774486,-0.224401,8,Low
Moschino Cheap And Chic,0.000000,0.000000,0.310526,4.755614,-0.224405,2,Low
Hanley Mellon,0.000000,0.000000,0.305853,4.736743,-0.224411,7,Low
Emilio De La Morena,0.000000,0.000000,0.305470,4.717871,-0.224411,2,Low
Desnudo Magazine,0.000000,0.000000,0.304182,4.699000,-0.224413,7,Low
Asia Fashion Collection,0.000000,0.000000,0.302033,4.680128,-0.224415,5,Low
Jannette Klein Universidad,0.000000,0.000000,0.293321,4.661257,-0.224426,13,Low
Style: Malaysia,0.000000,0.000000,0.289811,4.642385,-0.224430,21,Low
Brandon Sun,0.000000,0.000000,0.288152,4.623514,-0.224432,14,Low
Modo,0.000000,0.000000,0.286977,4.604642,-0.224433,9,Low
CIA Maritima,0.000000,0.000000,0.286899,4.585771,-0.224433,1,Low
1968,0.000000,0.000000,0.286056,4.566899,-0.224434,10,Low
Dimitri,0.000000,0.000000,0.284355,4.548028,-0.224436,10,Low
PROENZA SCHOULER,0.000000,0.000000,0.284222,4.529156,-0.224436,1,Low
O'Neill,0.000000,0.000000,0.282275,4.510285,-0.224439,7,Low
Period.,0.000000,0.000000,0.281834,4.491413,-0.224439,11,Low
Joaquin Verdu,0.000000,0.000000,0.279282,4.472542,-0.224442,6,Low
Her World Vietnam,0.000000,0.000000,0.273685,4.453671,-0.224449,10,Low
Sally Lapointe,0.000000,0.000000,0.273049,4.434799,-0.224450,4,Low
Victorio & Lucchino Bridal,0.000000,0.000000,0.271349,4.415928,-0.224452,4,Low
Femme Actuelle,0.000000,0.000000,0.268829,4.397056,-0.224455,41,Low
Hope St,0.000000,0.000000,0.268312,4.378185,-0.224455,6,Low
Playgirl Magazine,0.000000,0.000000,0.267777,4.359313,-0.224456,6,Low
H By Hakaan Yildirim,0.000000,0.000000,0.263106,4.340442,-0.224462,7,Low
Mirage,0.000000,0.000000,0.259627,4.321570,-0.224466,8,Low
Joaquin Verdú,0.000000,0.000000,0.256015,4.302699,-0.224470,5,Low
Colette Dinnigan,0.000000,0.000000,0.253968,4.283827,-0.224472,10,Low
Shinae Park,0.000000,0.000000,0.248711,4.264956,-0.224479,14,Low
Monster Children,0.000000,0.000000,0.242378,4.246084,-0.224486,6,Low
Doo.ri,0.000000,0.000000,0.241348,4.227213,-0.224487,2,Low
A.Roege Hove,0.000000,0.000000,0.239259,4.208341,-0.224490,5,Low
three As Four,0.000000,0.000000,0.233525,4.189470,-0.224497,11,Low
Random,0.000000,0.000000,0.233017,4.170598,-0.224497,6,Low
Fashion Week Mexico,0.000000,0.000000,0.231539,4.151727,-0.224499,8,Low
Sitka Semsch,0.000000,0.000000,0.229701,4.132855,-0.224501,10,Low
Kluk CGDT,0.000000,0.000000,0.227671,4.113984,-0.224504,9,Low
Children of Our Town,0.000000,0.000000,0.227330,4.095112,-0.224504,8,Low
zero,0.000000,0.000000,0.227189,4.076241,-0.224504,2,Low
Client Magazine,0.000000,0.000000,0.226949,4.057369,-0.224505,2,Low
Cosmopolitan Shopping Russia,0.000000,0.000000,0.226857,4.038498,-0.224505,9,Low
HUF Magazine,0.000000,0.000000,0.225734,4.019626,-0.224506,22,Low
Hexa By Kuho,0.000000,0.000000,0.224552,4.000755,-0.224507,2,Low
Chaya,0.000000,0.000000,0.223125,3.981883,-0.224509,5,Low
Jose Sanchez,0.000000,0.000000,0.220146,3.963012,-0.224513,8,Low
Bello,0.000000,0.000000,0.218007,3.944140,-0.224515,18,Low
Yes!,0.000000,0.000000,0.214325,3.925269,-0.224520,5,Low
Sportsgirl,0.000000,0.000000,0.212610,3.906397,-0.224522,6,Low
Juan Vidal,0.000000,0.000000,0.210826,3.887526,-0.224524,7,Low
Philosophy di Alberta ferretti,0.000000,0.000000,0.210787,3.868654,-0.224524,1,Low
Lanre Da Silva,0.000000,0.000000,0.209711,3.849783,-0.224525,4,Low
MilliOnAir,0.000000,0.000000,0.209057,3.830911,-0.224526,10,Low
Lena Hoschek,0.000000,0.000000,0.206653,3.812040,-0.224529,18,Low
Paula,0.000000,0.000000,0.204689,3.793169,-0.224531,12,Low
wu magazine,0.000000,0.000000,0.203743,3.774297,-0.224532,8,Low
Azede Jean-Pierre,0.000000,0.000000,0.202621,3.755426,-0.224534,7,Low
Alon Livnï¿½,0.000000,0.000000,0.199483,3.736554,-0.224537,7,Low
Daniela Gregis,0.000000,0.000000,0.198708,3.717683,-0.224538,7,Low
Cotton On Body,0.000000,0.000000,0.196771,3.698811,-0.224541,5,Low
Xuly Bët,0.000000,0.000000,0.193361,3.679940,-0.224545,5,Low
Dawid Thomaszewski,0.000000,0.000000,0.193006,3.661068,-0.224545,5,Low
Tia Adeola,0.000000,0.000000,0.192711,3.642197,-0.224545,11,Low
Brian reyes,0.000000,0.000000,0.189036,3.623325,-0.224550,1,Low
Yume,0.000000,0.000000,0.186633,3.604454,-0.224553,12,Low
Veine Magazine,0.000000,0.000000,0.186180,3.585582,-0.224553,6,Low
Alessandro De Benedetti,0.000000,0.000000,0.183041,3.566711,-0.224557,2,Low
WHO,0.000000,0.000000,0.180502,3.547839,-0.224560,1,Low
Lulus,0.000000,0.000000,0.180233,3.528968,-0.224560,5,Low
Raquel Orozco,0.000000,0.000000,0.179527,3.510096,-0.224561,6,Low
Paloma Lira,0.000000,0.000000,0.178225,3.491225,-0.224563,9,Low
Sports Illustrated South Africa,0.000000,0.000000,0.175841,3.472353,-0.224566,10,Low
Paola Hernandez,0.000000,0.000000,0.175503,3.453482,-0.224566,8,Low
IN,0.000000,0.000000,0.174195,3.434610,-0.224567,8,Low
DelPozo,0.000000,0.000000,0.173884,3.406303,-0.224568,1,Low
Z Spoke By Zac Posen,0.000000,0.000000,0.173884,3.406303,-0.224568,1,Low
Esteve Sita-Murt,0.000000,0.000000,0.173616,3.377996,-0.224568,6,Low
Asos,0.000000,0.000000,0.171502,3.359124,-0.224571,3,Low
Bodkin,0.000000,0.000000,0.171102,3.340253,-0.224571,8,Low
Emma Mulholland,0.000000,0.000000,0.170361,3.321381,-0.224572,6,Low
Complot Magazine,0.000000,0.000000,0.167373,3.302510,-0.224576,7,Low
Therese Rawsthorne,0.000000,0.000000,0.167214,3.283638,-0.224576,5,Low
Comme Des Garçons,0.000000,0.000000,0.166835,3.264767,-0.224576,3,Low
Michael Van Der Ham,0.000000,0.000000,0.165028,3.236460,-0.224578,1,Low
Preen By Thornton Bregazzi,0.000000,0.000000,0.165028,3.236460,-0.224578,1,Low
Gant by Michael Bastian,0.000000,0.000000,0.163675,3.208152,-0.224580,4,Low
Veda,0.000000,0.000000,0.163652,3.189281,-0.224580,8,Low
FASHION TREND Australia,0.000000,0.000000,0.162752,3.170410,-0.224581,11,Low
Hola! Pret a Porter,0.000000,0.000000,0.162718,3.151538,-0.224581,9,Low
Paul Herve Elisabeth,0.000000,0.000000,0.157664,3.132667,-0.224587,5,Low
Jo no Fui,0.000000,0.000000,0.151947,3.113795,-0.224594,1,Low
Three as Four,0.000000,0.000000,0.150927,3.094924,-0.224595,1,Low
Joya Magazine,0.000000,0.000000,0.150403,3.076052,-0.224596,15,Low
Francesc by Frank Tell,0.000000,0.000000,0.149258,3.057181,-0.224597,9,Low
Montesinos,0.000000,0.000000,0.148635,3.038309,-0.224598,12,Low
Tim Van Steenbergen,0.000000,0.000000,0.145939,3.019438,-0.224601,3,Low
A Moi,0.000000,0.000000,0.143942,3.000566,-0.224604,5,Low
BeBe,0.000000,0.000000,0.143357,2.981695,-0.224604,1,Low
Alexandra Moura,0.000000,0.000000,0.140312,2.962823,-0.224608,6,Low
Desnudo UK,0.000000,0.000000,0.137235,2.943952,-0.224611,5,Low
Base,0.000000,0.000000,0.136845,2.925080,-0.224612,5,Low
Ieva,0.000000,0.000000,0.135839,2.906209,-0.224613,9,Low
Rachel Gilbert,0.000000,0.000000,0.132496,2.887337,-0.224617,13,Low
Who Is on Next,0.000000,0.000000,0.130925,2.868466,-0.224619,1,Low
MIssoni,0.000000,0.000000,0.129778,2.849594,-0.224620,1,Low
Are You Am I,0.000000,0.000000,0.129109,2.830723,-0.224621,5,Low
Samsonite Blacklabel,0.000000,0.000000,0.128530,2.811851,-0.224622,1,Low
Xiox,0.000000,0.000000,0.127308,2.792980,-0.224623,8,Low
benjamin Cho,0.000000,0.000000,0.126894,2.774108,-0.224624,1,Low
