event,measurement,year,mean,std,n
advertisements,rfm,1981,21.726727,1.969246,13
advertisements,rfm,1970,22.060606,0.000000,1
advertisements,rfm,1971,22.060606,0.000000,5
advertisements,rfm,1972,22.060606,0.000000,9
advertisements,rfm,1973,22.060606,0.000000,8
advertisements,rfm,1974,22.060606,0.000000,11
advertisements,rfm,1975,22.060606,0.000000,8
magazine_covers,height_cm,2007,177.030948,2.806101,1551
magazine_covers,height_cm,2016,177.390468,2.443189,1794
magazine_covers,height_cm,2017,177.263019,2.619847,1709
magazine_covers,height_cm,2019,177.186111,2.727304,1980
magazine_covers,height_cm,2020,177.081946,2.805003,1562
magazine_covers,height_cm,2015,177.312435,2.510689,1922
magazine_covers,height_cm,2022,176.785570,3.683526,991
magazine_covers,height_cm,2023,177.069703,2.889238,1076
magazine_covers,height_cm,2024,177.241667,2.780543,960
magazine_covers,height_cm,2005,176.926280,2.973717,1309
magazine_covers,height_cm,2008,177.086189,2.682294,1897
magazine_covers,height_cm,2009,177.022979,2.674618,2350
magazine_covers,height_cm,2010,177.067384,2.672535,3020
magazine_covers,height_cm,2011,177.112132,2.627192,3973
magazine_covers,height_cm,2012,177.048783,2.636009,4397
magazine_covers,height_cm,2014,177.419940,2.491817,2317
magazine_covers,height_cm,2018,177.053249,2.729258,1662
magazine_covers,height_cm,2021,176.876725,3.164385,1087
magazine_covers,height_cm,2002,176.717327,2.859971,1010
magazine_covers,height_cm,2013,177.176828,2.638460,4035
magazine_covers,height_cm,2006,176.850685,2.864061,1460
magazine_covers,height_cm,2003,176.972630,2.772477,1023
magazine_covers,height_cm,1995,177.444086,2.530651,465
magazine_covers,height_cm,1996,177.029820,2.659263,721
magazine_covers,height_cm,1998,176.956604,2.909693,795
magazine_covers,height_cm,2000,177.151412,2.820158,885
magazine_covers,height_cm,2001,176.845729,2.755928,995
magazine_covers,height_cm,2004,177.004149,2.788946,1205
magazine_covers,height_cm,1997,176.989809,2.799626,785
magazine_covers,height_cm,1999,176.908075,2.835388,805
magazine_covers,height_cm,1986,177.747934,2.998002,121
magazine_covers,height_cm,1993,177.408768,2.595326,422
magazine_covers,height_cm,1994,177.417241,2.727662,435
magazine_covers,height_cm,1980,175.242424,2.250421,33
magazine_covers,height_cm,1989,178.013060,2.947229,268
magazine_covers,height_cm,1991,177.951827,2.532161,301
magazine_covers,height_cm,1992,177.995050,2.137918,404
magazine_covers,height_cm,1990,177.808824,2.622679,272
magazine_covers,height_cm,1981,176.346154,1.978733,26
magazine_covers,height_cm,1982,175.892157,2.563813,51
magazine_covers,height_cm,1983,176.362319,2.716892,69
magazine_covers,height_cm,1984,176.097222,2.592838,72
magazine_covers,height_cm,1985,177.265625,2.955985,64
magazine_covers,height_cm,1987,177.516854,2.579197,178
magazine_covers,height_cm,1973,173.545455,4.568668,11
magazine_covers,height_cm,1974,171.533333,3.925497,15
magazine_covers,height_cm,1975,175.000000,3.622844,17
magazine_covers,height_cm,1976,174.428571,3.047247,7
magazine_covers,height_cm,1977,175.375000,1.060660,8
magazine_covers,height_cm,1988,177.602857,2.649711,175
magazine_covers,height_cm,1959,178.000000,0.000000,1
magazine_covers,height_cm,1970,178.000000,0.000000,9
magazine_covers,height_cm,1978,176.000000,1.914854,13
magazine_covers,height_cm,1979,174.409091,1.736419,22
magazine_covers,height_cm,1965,167.500000,0.000000,1
magazine_covers,height_cm,1969,173.722222,3.527668,9
magazine_covers,height_cm,1971,174.687500,4.757982,8
magazine_covers,height_cm,1972,175.611111,4.117951,18
magazine_covers,height_cm,1968,168.800000,1.686548,10
magazine_covers,height_cm,1966,168.750000,0.500000,4
magazine_covers,height_cm,1967,168.866667,0.351866,15
magazine_covers,bust-eu_clean,2007,84.746164,3.152647,1551
magazine_covers,bust-eu_clean,2016,83.463935,3.832820,1794
magazine_covers,bust-eu_clean,2017,83.254535,3.946540,1709
magazine_covers,bust-eu_clean,2019,82.869040,4.438155,1980
magazine_covers,bust-eu_clean,2020,82.910435,4.398094,1562
magazine_covers,bust-eu_clean,2015,83.353694,3.553025,1922
magazine_covers,bust-eu_clean,2022,82.556609,4.452802,991
magazine_covers,bust-eu_clean,2023,83.073699,4.907252,1076
magazine_covers,bust-eu_clean,2024,82.426354,4.801119,960
magazine_covers,bust-eu_clean,2005,85.495264,2.741764,1309
magazine_covers,bust-eu_clean,2008,84.572694,3.015465,1897
magazine_covers,bust-eu_clean,2009,84.279660,3.135067,2350
magazine_covers,bust-eu_clean,2010,84.182086,3.175823,3020
magazine_covers,bust-eu_clean,2011,83.685603,3.196356,3973
magazine_covers,bust-eu_clean,2012,83.582647,3.312693,4397
magazine_covers,bust-eu_clean,2014,83.721839,3.465097,2317
magazine_covers,bust-eu_clean,2018,83.018833,4.413262,1662
magazine_covers,bust-eu_clean,2021,82.746826,4.743025,1087
magazine_covers,bust-eu_clean,2002,85.998713,2.342296,1010
magazine_covers,bust-eu_clean,2013,83.604089,3.434964,4035
magazine_covers,bust-eu_clean,2006,85.207466,2.983352,1460
magazine_covers,bust-eu_clean,2003,85.909286,2.345534,1023
magazine_covers,bust-eu_clean,1995,87.064516,2.383295,465
magazine_covers,bust-eu_clean,1996,86.944383,2.229811,721
magazine_covers,bust-eu_clean,1998,86.379748,2.343533,795
magazine_covers,bust-eu_clean,2000,86.046667,2.508506,885
magazine_covers,bust-eu_clean,2001,85.831156,2.534200,995
magazine_covers,bust-eu_clean,2004,85.833610,2.721529,1205
magazine_covers,bust-eu_clean,1997,86.627389,2.182450,785
magazine_covers,bust-eu_clean,1999,86.182981,2.388982,805
magazine_covers,bust-eu_clean,1986,88.028926,2.218575,121
magazine_covers,bust-eu_clean,1993,87.095972,1.888120,422
magazine_covers,bust-eu_clean,1994,87.045977,2.656867,435
magazine_covers,bust-eu_clean,1980,87.060606,1.633428,33
magazine_covers,bust-eu_clean,1989,88.184701,2.347688,268
magazine_covers,bust-eu_clean,1991,87.466777,1.985504,301
magazine_covers,bust-eu_clean,1992,87.516089,2.075884,404
magazine_covers,bust-eu_clean,1990,87.630882,2.026322,272
magazine_covers,bust-eu_clean,1981,87.576923,1.747526,26
magazine_covers,bust-eu_clean,1982,88.264706,1.983313,51
magazine_covers,bust-eu_clean,1983,88.340580,2.153132,69
magazine_covers,bust-eu_clean,1984,88.055556,1.981527,72
magazine_covers,bust-eu_clean,1985,87.726562,2.009757,64
magazine_covers,bust-eu_clean,1987,87.648876,1.994774,178
magazine_covers,bust-eu_clean,1973,86.181818,2.839654,11
magazine_covers,bust-eu_clean,1974,84.500000,1.792843,15
magazine_covers,bust-eu_clean,1975,86.411765,2.412437,17
magazine_covers,bust-eu_clean,1976,86.071429,0.932227,7
magazine_covers,bust-eu_clean,1977,86.562500,4.092131,8
magazine_covers,bust-eu_clean,1988,87.688571,2.075829,175
magazine_covers,bust-eu_clean,1959,91.000000,0.000000,1
magazine_covers,bust-eu_clean,1970,87.611111,1.317616,9
magazine_covers,bust-eu_clean,1978,88.038462,2.401922,13
magazine_covers,bust-eu_clean,1979,86.931818,2.194666,22
magazine_covers,bust-eu_clean,1965,86.500000,0.000000,1
magazine_covers,bust-eu_clean,1969,91.500000,3.952847,9
magazine_covers,bust-eu_clean,1971,86.625000,1.726888,8
magazine_covers,bust-eu_clean,1972,86.750000,2.756009,18
magazine_covers,bust-eu_clean,1968,84.200000,0.421637,10
magazine_covers,bust-eu_clean,1966,81.750000,1.500000,4
magazine_covers,bust-eu_clean,1967,81.400000,1.055597,15
magazine_covers,waist-eu_clean,2007,60.926821,2.355836,1551
magazine_covers,waist-eu_clean,2016,61.116611,3.071798,1794
magazine_covers,waist-eu_clean,2017,61.019836,2.779894,1709
magazine_covers,waist-eu_clean,2019,61.016263,3.348653,1980
magazine_covers,waist-eu_clean,2020,61.110307,3.328656,1562
magazine_covers,waist-eu_clean,2015,61.028772,2.888614,1922
magazine_covers,waist-eu_clean,2022,60.983956,3.485876,991
magazine_covers,waist-eu_clean,2023,61.494331,4.059203,1076
magazine_covers,waist-eu_clean,2024,61.200104,3.539365,960
magazine_covers,waist-eu_clean,2005,60.981360,2.412177,1309
magazine_covers,waist-eu_clean,2008,60.850975,2.333423,1897
magazine_covers,waist-eu_clean,2009,60.797362,2.200115,2350
magazine_covers,waist-eu_clean,2010,61.020563,2.733689,3020
magazine_covers,waist-eu_clean,2011,60.973672,2.513669,3973
magazine_covers,waist-eu_clean,2012,60.975802,2.603483,4397
magazine_covers,waist-eu_clean,2014,60.962667,2.614908,2317
magazine_covers,waist-eu_clean,2018,61.033514,3.254967,1662
magazine_covers,waist-eu_clean,2021,61.151058,3.783462,1087
magazine_covers,waist-eu_clean,2002,60.915050,2.213140,1010
magazine_covers,waist-eu_clean,2013,60.985279,2.616464,4035
magazine_covers,waist-eu_clean,2006,61.048014,2.501885,1460
magazine_covers,waist-eu_clean,2003,61.097361,2.188518,1023
magazine_covers,waist-eu_clean,1995,61.606882,3.090342,465
magazine_covers,waist-eu_clean,1996,61.893343,3.284798,721
magazine_covers,waist-eu_clean,1998,61.493585,2.763230,795
magazine_covers,waist-eu_clean,2000,60.927345,2.213553,885
magazine_covers,waist-eu_clean,2001,60.801809,2.309864,995
magazine_covers,waist-eu_clean,2004,61.097095,2.307467,1205
magazine_covers,waist-eu_clean,1997,61.630828,2.813387,785
magazine_covers,waist-eu_clean,1999,61.222609,2.521714,805
magazine_covers,waist-eu_clean,1986,65.363636,5.064994,121
magazine_covers,waist-eu_clean,1993,62.075118,3.673694,422
magazine_covers,waist-eu_clean,1994,61.690575,3.091937,435
magazine_covers,waist-eu_clean,1980,60.893939,0.907930,33
magazine_covers,waist-eu_clean,1989,63.444030,3.851971,268
magazine_covers,waist-eu_clean,1991,62.706312,3.601860,301
magazine_covers,waist-eu_clean,1992,62.491832,3.473395,404
magazine_covers,waist-eu_clean,1990,63.159191,3.851485,272
magazine_covers,waist-eu_clean,1981,62.576923,3.989216,26
magazine_covers,waist-eu_clean,1982,62.725490,4.872693,51
magazine_covers,waist-eu_clean,1983,65.471014,6.175071,69
magazine_covers,waist-eu_clean,1984,66.513889,6.210493,72
magazine_covers,waist-eu_clean,1985,65.664062,5.127002,64
magazine_covers,waist-eu_clean,1987,64.935393,5.099300,178
magazine_covers,waist-eu_clean,1973,64.090909,6.015888,11
magazine_covers,waist-eu_clean,1974,60.766667,3.217512,15
magazine_covers,waist-eu_clean,1975,63.441176,5.195799,17
magazine_covers,waist-eu_clean,1976,62.500000,4.072264,7
magazine_covers,waist-eu_clean,1977,63.250000,4.166190,8
magazine_covers,waist-eu_clean,1988,65.122857,5.286400,175
magazine_covers,waist-eu_clean,1959,74.000000,0.000000,1
magazine_covers,waist-eu_clean,1970,69.111111,3.689324,9
magazine_covers,waist-eu_clean,1978,60.423077,2.080126,13
magazine_covers,waist-eu_clean,1979,60.659091,0.878125,22
magazine_covers,waist-eu_clean,1965,76.000000,0.000000,1
magazine_covers,waist-eu_clean,1969,75.722222,6.787448,9
magazine_covers,waist-eu_clean,1971,67.437500,6.126275,8
magazine_covers,waist-eu_clean,1972,66.472222,6.086321,18
magazine_covers,waist-eu_clean,1968,59.000000,1.054093,10
magazine_covers,waist-eu_clean,1966,56.625000,1.250000,4
magazine_covers,waist-eu_clean,1967,56.333333,0.879664,15
magazine_covers,hips-eu_clean,2007,88.680193,2.381632,1551
magazine_covers,hips-eu_clean,2016,88.584554,3.055733,1794
magazine_covers,hips-eu_clean,2017,88.445518,2.879699,1709
magazine_covers,hips-eu_clean,2019,88.636500,3.609309,1980
magazine_covers,hips-eu_clean,2020,88.575141,3.266656,1562
magazine_covers,hips-eu_clean,2015,88.544641,2.790302,1922
magazine_covers,hips-eu_clean,2022,88.591423,3.813657,991
magazine_covers,hips-eu_clean,2023,88.862732,3.962331,1076
magazine_covers,hips-eu_clean,2024,88.779479,3.749740,960
magazine_covers,hips-eu_clean,2005,88.741253,2.460954,1309
magazine_covers,hips-eu_clean,2008,88.525609,2.289258,1897
magazine_covers,hips-eu_clean,2009,88.554766,2.180614,2350
magazine_covers,hips-eu_clean,2010,88.595752,2.892493,3020
magazine_covers,hips-eu_clean,2011,88.542512,2.563083,3973
magazine_covers,hips-eu_clean,2012,88.507978,2.549179,4397
magazine_covers,hips-eu_clean,2014,88.523306,2.535690,2317
magazine_covers,hips-eu_clean,2018,88.581227,3.375206,1662
magazine_covers,hips-eu_clean,2021,88.764296,3.896187,1087
magazine_covers,hips-eu_clean,2002,88.891287,2.054834,1010
magazine_covers,hips-eu_clean,2013,88.482572,2.407072,4035
magazine_covers,hips-eu_clean,2006,88.761233,2.439231,1460
magazine_covers,hips-eu_clean,2003,88.801447,2.093503,1023
magazine_covers,hips-eu_clean,1995,89.686022,2.380171,465
magazine_covers,hips-eu_clean,1996,89.528294,2.520274,721
magazine_covers,hips-eu_clean,1998,89.254591,2.427469,795
magazine_covers,hips-eu_clean,2000,88.796045,2.206514,885
magazine_covers,hips-eu_clean,2001,88.718593,2.106139,995
magazine_covers,hips-eu_clean,2004,88.995170,2.381362,1205
magazine_covers,hips-eu_clean,1997,89.265605,2.426961,785
magazine_covers,hips-eu_clean,1999,89.007826,2.257855,805
magazine_covers,hips-eu_clean,1986,91.297521,3.041093,121
magazine_covers,hips-eu_clean,1993,89.985782,2.918088,422
magazine_covers,hips-eu_clean,1994,89.658621,2.444337,435
magazine_covers,hips-eu_clean,1980,89.000000,1.380670,33
magazine_covers,hips-eu_clean,1989,90.945896,3.145632,268
magazine_covers,hips-eu_clean,1991,90.732558,2.985365,301
magazine_covers,hips-eu_clean,1992,90.490099,2.813456,404
magazine_covers,hips-eu_clean,1990,91.185662,2.875571,272
magazine_covers,hips-eu_clean,1981,90.423077,3.148626,26
magazine_covers,hips-eu_clean,1982,90.186275,2.114145,51
magazine_covers,hips-eu_clean,1983,90.202899,2.623871,69
magazine_covers,hips-eu_clean,1984,90.875000,2.936835,72
magazine_covers,hips-eu_clean,1985,91.406250,3.380470,64
magazine_covers,hips-eu_clean,1987,91.662921,2.780354,178
magazine_covers,hips-eu_clean,1973,89.636364,3.074824,11
magazine_covers,hips-eu_clean,1974,87.800000,2.895810,15
magazine_covers,hips-eu_clean,1975,90.117647,3.818251,17
magazine_covers,hips-eu_clean,1976,88.928571,5.403923,7
magazine_covers,hips-eu_clean,1977,89.687500,3.081483,8
magazine_covers,hips-eu_clean,1988,91.402857,3.188835,175
magazine_covers,hips-eu_clean,1959,99.000000,0.000000,1
magazine_covers,hips-eu_clean,1970,93.944444,2.898755,9
magazine_covers,hips-eu_clean,1978,88.230769,2.137126,13
magazine_covers,hips-eu_clean,1979,88.204545,1.191828,22
magazine_covers,hips-eu_clean,1965,89.000000,0.000000,1
magazine_covers,hips-eu_clean,1969,94.277778,3.767552,9
magazine_covers,hips-eu_clean,1971,91.500000,3.854496,8
magazine_covers,hips-eu_clean,1972,91.694444,4.419672,18
magazine_covers,hips-eu_clean,1968,86.800000,0.632456,10
magazine_covers,hips-eu_clean,1966,82.375000,2.750000,4
magazine_covers,hips-eu_clean,1967,81.733333,1.935262,15
magazine_covers,rfm,2007,17.810284,2.200225,1551
magazine_covers,rfm,2016,17.822704,2.672612,1794
magazine_covers,rfm,2017,17.791597,2.538633,1709
magazine_covers,rfm,2019,17.771465,2.894616,1980
magazine_covers,rfm,2020,17.897812,2.872476,1562
magazine_covers,rfm,2015,17.778707,2.553872,1922
magazine_covers,rfm,2022,17.858423,3.136163,991
magazine_covers,rfm,2023,18.196745,3.394346,1076
magazine_covers,rfm,2024,17.906847,3.113883,960
magazine_covers,rfm,2005,17.890231,2.329842,1309
magazine_covers,rfm,2008,17.720706,2.170603,1897
magazine_covers,rfm,2009,17.698529,2.066048,2350
magazine_covers,rfm,2010,17.866748,2.353749,3020
magazine_covers,rfm,2011,17.817870,2.294628,3973
magazine_covers,rfm,2012,17.833406,2.387290,4397
magazine_covers,rfm,2014,17.698713,2.371690,2317
magazine_covers,rfm,2018,17.838195,2.847011,1662
magazine_covers,rfm,2021,17.960871,3.260166,1087
magazine_covers,rfm,2002,17.909746,2.130212,1010
magazine_covers,rfm,2013,17.799912,2.382374,4035
magazine_covers,rfm,2006,17.976599,2.285851,1460
magazine_covers,rfm,2003,17.999215,2.142721,1023
magazine_covers,rfm,1995,18.263174,2.746102,465
magazine_covers,rfm,1996,18.647038,2.925249,721
magazine_covers,rfm,1998,18.339439,2.577380,795
magazine_covers,rfm,2000,17.777941,2.145372,885
magazine_covers,rfm,2001,17.752148,2.222277,995
magazine_covers,rfm,2004,17.982019,2.216003,1205
magazine_covers,rfm,1997,18.455303,2.556469,785
magazine_covers,rfm,1999,18.116925,2.404337,805
magazine_covers,rfm,1986,21.295310,4.225298,121
magazine_covers,rfm,1993,18.661703,3.146162,422
magazine_covers,rfm,1994,18.350603,2.757230,435
magazine_covers,rfm,1980,18.427130,1.327353,33
magazine_covers,rfm,1989,19.688081,3.363338,268
magazine_covers,rfm,1991,19.060783,3.278242,301
magazine_covers,rfm,1992,18.869472,3.052910,404
magazine_covers,rfm,1990,19.491391,3.456924,272
magazine_covers,rfm,1981,19.441740,3.286130,26
magazine_covers,rfm,1982,19.639064,3.731978,51
magazine_covers,rfm,1983,21.692660,4.715653,69
magazine_covers,rfm,1984,22.609375,4.855928,72
magazine_covers,rfm,1985,21.682817,4.338490,64
magazine_covers,rfm,1987,20.996282,4.292863,178
magazine_covers,rfm,1973,21.529094,3.738431,11
magazine_covers,rfm,1974,19.456997,1.820752,15
magazine_covers,rfm,1975,20.552551,3.734209,17
magazine_covers,rfm,1976,20.032509,2.759584,7
magazine_covers,rfm,1977,20.371579,3.026940,8
magazine_covers,rfm,1988,21.101076,4.477556,175
magazine_covers,rfm,1959,27.891892,0.000000,1
magazine_covers,rfm,1970,24.359393,2.726026,9
magazine_covers,rfm,1978,17.674020,2.302479,13
magazine_covers,rfm,1979,18.476594,1.389430,22
magazine_covers,rfm,1965,31.921053,0.000000,1
magazine_covers,rfm,1969,29.766139,4.456702,9
magazine_covers,rfm,1971,23.842411,4.528993,8
magazine_covers,rfm,1972,22.822853,3.965675,18
magazine_covers,rfm,1968,18.772594,0.439538,10
magazine_covers,rfm,1966,16.373168,1.460623,4
magazine_covers,rfm,1967,16.032357,1.027886,15
editorials,height_cm,2022,177.430257,2.856819,4746
editorials,height_cm,2023,177.552326,2.748490,4730
editorials,height_cm,2024,177.658757,2.512763,4214
editorials,height_cm,2016,177.634188,2.393111,10027
editorials,height_cm,2017,177.636598,2.431240,8547
editorials,height_cm,2018,177.532328,2.436585,8290
editorials,height_cm,2019,177.637952,2.524278,8213
editorials,height_cm,2020,177.417903,2.803953,6675
editorials,height_cm,2021,177.400265,2.850596,5660
editorials,height_cm,2014,177.728761,2.306163,9711
editorials,height_cm,2015,177.822571,2.350092,10407
editorials,height_cm,2008,177.917376,2.141901,1410
editorials,height_cm,2009,177.693792,2.326296,2384
editorials,height_cm,2010,177.633956,2.361917,3531
editorials,height_cm,2011,177.730308,2.310302,5332
editorials,height_cm,2012,177.739278,2.317191,6622
editorials,height_cm,2013,177.771596,2.237830,8439
editorials,height_cm,2001,177.281385,2.555225,231
editorials,height_cm,2006,177.348118,2.187731,372
editorials,height_cm,2003,177.961722,2.197059,418
editorials,height_cm,2004,178.401741,2.159113,402
editorials,height_cm,1997,177.094787,2.244681,211
editorials,height_cm,1998,177.570671,2.221818,283
editorials,height_cm,2000,177.395425,2.745603,153
editorials,height_cm,2007,177.579125,2.399157,594
editorials,height_cm,1999,177.385514,2.595541,214
editorials,height_cm,2002,177.114407,2.356725,354
editorials,height_cm,2005,177.949095,2.304046,442
editorials,height_cm,1989,177.761194,1.719668,67
editorials,height_cm,1990,177.857143,1.865317,112
editorials,height_cm,1991,177.432515,1.675454,163
editorials,height_cm,1992,177.251121,1.755862,223
editorials,height_cm,1993,177.005155,2.079377,194
editorials,height_cm,1994,176.977848,2.539086,158
editorials,height_cm,1995,177.168790,2.148012,157
editorials,height_cm,1996,176.751534,2.400729,163
editorials,height_cm,1981,176.076923,1.552500,13
editorials,height_cm,1982,176.478723,2.002600,47
editorials,height_cm,1983,176.106383,1.696980,47
editorials,height_cm,1984,176.141304,1.214098,46
editorials,height_cm,1987,177.757143,2.453544,70
editorials,height_cm,1985,176.645161,1.858286,31
editorials,height_cm,1986,177.671053,1.919293,76
editorials,height_cm,1988,178.619318,2.504013,88
editorials,height_cm,1966,167.500000,0.000000,3
editorials,height_cm,1967,167.750000,0.612372,6
editorials,height_cm,1968,167.500000,0.000000,1
editorials,height_cm,1972,174.500000,5.422177,6
editorials,height_cm,1974,177.750000,0.500000,4
editorials,height_cm,1979,177.000000,0.000000,1
editorials,height_cm,1970,178.000000,0.000000,1
editorials,height_cm,1973,176.333333,4.082483,6
editorials,height_cm,1976,178.000000,0.000000,1
editorials,bust-eu_clean,2022,81.189233,4.790290,4746
editorials,bust-eu_clean,2023,81.321374,4.615145,4730
editorials,bust-eu_clean,2024,81.187636,4.645282,4214
editorials,bust-eu_clean,2016,81.902224,3.647999,10027
editorials,bust-eu_clean,2017,81.763285,4.023106,8547
editorials,bust-eu_clean,2018,81.544837,4.244880,8290
editorials,bust-eu_clean,2019,81.321539,4.320514,8213
editorials,bust-eu_clean,2020,81.539371,4.575329,6675
editorials,bust-eu_clean,2021,81.249770,4.551507,5660
editorials,bust-eu_clean,2014,82.248986,3.225645,9711
editorials,bust-eu_clean,2015,82.037840,3.276304,10407
editorials,bust-eu_clean,2008,83.752553,2.795801,1410
editorials,bust-eu_clean,2009,83.736116,3.097825,2384
editorials,bust-eu_clean,2010,83.309431,3.075405,3531
editorials,bust-eu_clean,2011,82.843848,2.904939,5332
editorials,bust-eu_clean,2012,82.794413,3.082314,6622
editorials,bust-eu_clean,2013,82.358159,3.076454,8439
editorials,bust-eu_clean,2001,84.690476,2.242978,231
editorials,bust-eu_clean,2006,83.805108,2.661050,372
editorials,bust-eu_clean,2003,84.642823,1.843911,418
editorials,bust-eu_clean,2004,84.474627,2.246339,402
editorials,bust-eu_clean,1997,86.047393,1.637399,211
editorials,bust-eu_clean,1998,85.376325,2.153812,283
editorials,bust-eu_clean,2000,86.060784,2.027775,153
editorials,bust-eu_clean,2007,83.639394,2.837587,594
editorials,bust-eu_clean,1999,85.505140,2.045245,214
editorials,bust-eu_clean,2002,84.714407,2.096021,354
editorials,bust-eu_clean,2005,84.483937,3.051150,442
editorials,bust-eu_clean,1989,88.104478,2.017982,67
editorials,bust-eu_clean,1990,87.143750,1.988516,112
editorials,bust-eu_clean,1991,87.355828,1.914632,163
editorials,bust-eu_clean,1992,87.291480,1.691997,223
editorials,bust-eu_clean,1993,86.855670,1.489964,194
editorials,bust-eu_clean,1994,87.237342,1.868017,158
editorials,bust-eu_clean,1995,86.735669,1.806825,157
editorials,bust-eu_clean,1996,86.159509,2.079964,163
editorials,bust-eu_clean,1981,88.269231,2.016757,13
editorials,bust-eu_clean,1982,88.308511,1.795384,47
editorials,bust-eu_clean,1983,87.446809,1.729646,47
editorials,bust-eu_clean,1984,86.750000,1.373358,46
editorials,bust-eu_clean,1987,86.771429,1.184702,70
editorials,bust-eu_clean,1985,86.467742,1.139704,31
editorials,bust-eu_clean,1986,87.026316,1.411606,76
editorials,bust-eu_clean,1988,87.818182,2.059715,88
editorials,bust-eu_clean,1966,86.500000,0.000000,3
editorials,bust-eu_clean,1967,85.583333,2.245366,6
editorials,bust-eu_clean,1968,86.500000,0.000000,1
editorials,bust-eu_clean,1972,86.500000,0.000000,6
editorials,bust-eu_clean,1974,86.500000,0.000000,4
editorials,bust-eu_clean,1979,86.500000,0.000000,1
editorials,bust-eu_clean,1970,86.500000,0.000000,1
editorials,bust-eu_clean,1973,86.083333,1.020621,6
editorials,bust-eu_clean,1976,86.500000,0.000000,1
editorials,waist-eu_clean,2022,61.060324,4.044848,4746
editorials,waist-eu_clean,2023,61.217167,3.996545,4730
editorials,waist-eu_clean,2024,61.066421,3.924598,4214
editorials,waist-eu_clean,2016,60.712815,2.791247,10027
editorials,waist-eu_clean,2017,60.761565,3.004498,8547
editorials,waist-eu_clean,2018,60.689192,3.100421,8290
editorials,waist-eu_clean,2019,60.745172,3.315327,8213
editorials,waist-eu_clean,2020,61.063341,3.866344,6675
editorials,waist-eu_clean,2021,60.915318,3.828615,5660
editorials,waist-eu_clean,2014,60.809206,2.583050,9711
editorials,waist-eu_clean,2015,60.777640,2.618980,10407
editorials,waist-eu_clean,2008,60.970922,2.474828,1410
editorials,waist-eu_clean,2009,61.125755,2.796770,2384
editorials,waist-eu_clean,2010,60.991447,2.751851,3531
editorials,waist-eu_clean,2011,60.951725,2.407226,5332
editorials,waist-eu_clean,2012,60.988040,2.531696,6622
editorials,waist-eu_clean,2013,60.897986,2.419432,8439
editorials,waist-eu_clean,2001,60.158009,2.325177,231
editorials,waist-eu_clean,2006,60.550538,2.457833,372
editorials,waist-eu_clean,2003,60.456938,2.186302,418
editorials,waist-eu_clean,2004,60.870398,2.182598,402
editorials,waist-eu_clean,1997,61.445498,2.204566,211
editorials,waist-eu_clean,1998,61.227915,2.580306,283
editorials,waist-eu_clean,2000,60.852941,2.777898,153
editorials,waist-eu_clean,2007,60.860269,2.566289,594
editorials,waist-eu_clean,1999,61.144860,2.503527,214
editorials,waist-eu_clean,2002,60.288983,2.461101,354
editorials,waist-eu_clean,2005,60.969457,3.213435,442
editorials,waist-eu_clean,1989,61.761194,3.318176,67
editorials,waist-eu_clean,1990,59.982143,2.493170,112
editorials,waist-eu_clean,1991,61.860736,3.876431,163
editorials,waist-eu_clean,1992,62.157399,3.974414,223
editorials,waist-eu_clean,1993,61.331443,3.665960,194
editorials,waist-eu_clean,1994,61.917722,3.716404,158
editorials,waist-eu_clean,1995,61.933121,3.253743,157
editorials,waist-eu_clean,1996,61.730061,2.620106,163
editorials,waist-eu_clean,1981,64.346154,6.388090,13
editorials,waist-eu_clean,1982,64.319149,6.030201,47
editorials,waist-eu_clean,1983,66.031915,6.336921,47
editorials,waist-eu_clean,1984,63.445652,6.185313,46
editorials,waist-eu_clean,1987,61.050000,4.411899,70
editorials,waist-eu_clean,1985,61.774194,4.699005,31
editorials,waist-eu_clean,1986,60.565789,4.261723,76
editorials,waist-eu_clean,1988,63.471591,5.390689,88
editorials,waist-eu_clean,1966,76.000000,0.000000,3
editorials,waist-eu_clean,1967,72.666667,8.164966,6
editorials,waist-eu_clean,1968,76.000000,0.000000,1
editorials,waist-eu_clean,1972,69.333333,5.163978,6
editorials,waist-eu_clean,1974,66.000000,0.000000,4
editorials,waist-eu_clean,1979,66.000000,0.000000,1
editorials,waist-eu_clean,1970,66.000000,0.000000,1
editorials,waist-eu_clean,1973,64.750000,3.061862,6
editorials,waist-eu_clean,1976,66.000000,0.000000,1
editorials,hips-eu_clean,2022,88.430634,3.972069,4746
editorials,hips-eu_clean,2023,88.585793,4.045323,4730
editorials,hips-eu_clean,2024,88.635287,4.034468,4214
editorials,hips-eu_clean,2016,88.158142,2.744901,10027
editorials,hips-eu_clean,2017,88.207722,2.916600,8547
editorials,hips-eu_clean,2018,88.226066,3.139530,8290
editorials,hips-eu_clean,2019,88.247835,3.185853,8213
editorials,hips-eu_clean,2020,88.452520,3.739422,6675
editorials,hips-eu_clean,2021,88.469889,3.887774,5660
editorials,hips-eu_clean,2014,88.211111,2.582086,9711
editorials,hips-eu_clean,2015,88.198894,2.582717,10407
editorials,hips-eu_clean,2008,88.152199,2.004445,1410
editorials,hips-eu_clean,2009,88.215772,2.560274,2384
editorials,hips-eu_clean,2010,88.307448,2.796141,3531
editorials,hips-eu_clean,2011,88.179651,2.500243,5332
editorials,hips-eu_clean,2012,88.133159,2.449587,6622
editorials,hips-eu_clean,2013,88.124671,2.319595,8439
