pc1,pc2
-0.098457,0.213261
-0.055262,0.065160
0.387123,0.172309
0.047503,0.027923
0.734131,0.813659
0.411756,0.292857
-0.557629,-0.148428
0.462357,0.840278
-0.635044,1.076984
-0.407136,0.362420
-0.177885,1.319948
1.006047,-0.399975
-0.334396,-0.372162
0.243682,0.935109
0.420866,-1.330716
0.001170,0.359864
-0.195681,1.006046
-0.638931,-0.347481
-0.436179,0.549526
-1.319322,-0.366712
0.357578,0.758791
-0.003388,0.488767
0.095709,1.001722
2.820822,0.032268
0.108777,-2.180307
-0.277124,1.994009
1.407064,-1.459979
-1.122613,0.174123
-0.060297,-0.231651
1.055525,0.450010
-0.816955,-0.153123
-0.994978,0.041234
-1.042343,1.138902
3.688418,0.029474
-0.932864,-0.095530
-2.184787,-0.607120
-1.378942,1.172602
0.833564,0.549931
-1.050905,0.205267
0.375946,-2.309604
0.979524,0.364593
4.583067,-1.104240
0.241668,0.816384
-1.153695,1.067593
-0.243745,-1.154769
-2.065881,0.338461
0.921007,0.544672
-0.729441,-0.751890
-0.436037,-0.637490
-1.657044,-0.030446
-2.566428,-2.556148
0.367819,0.198420
-0.905811,-1.226449
-1.221179,-0.705184
0.745779,-0.557550
0.146600,0.540878
-0.718890,1.125558
2.668290,0.227784
0.098253,0.754095
-1.248763,0.792087
0.314673,-0.101373
0.449933,-2.342910
-0.902454,0.564367
0.491425,-0.171917
-1.014837,1.258785
0.017789,-0.621017
-0.197695,0.887322
-1.573107,0.384141
0.312369,0.788167
-0.935525,0.514025
0.122762,-0.129197
-0.687808,0.232088
-0.499183,0.265001
0.387628,0.631047
-0.499183,0.265001
-0.826665,0.040896
0.540160,0.435530
-0.710303,1.234104
1.345112,0.935851
-0.370037,0.650212
1.301995,-0.533202
3.282539,0.146330
-0.268254,-0.271477
-0.124980,0.977829
2.552882,-0.113997
0.508838,0.687088
-0.043148,0.810530
-0.535806,0.402923
0.976503,0.186506
0.787373,-0.305144
0.540160,0.435530
-0.417376,0.922791
0.511234,0.260709
0.034266,-0.414882
-0.199709,0.768598
1.055525,0.450010
-1.296968,-0.181712
0.131349,-0.020651
1.717591,0.521691
-5.054492,-3.384152
-0.003388,0.488767
-1.778495,-0.728401
-0.067516,0.506806
0.047503,0.027923
-3.041184,0.544843
-2.628709,-0.407280
-0.738699,0.692932
0.363260,0.327323
0.734131,0.813659
-0.636917,-0.228756
5.966230,3.580615
1.055525,0.450010
-1.196529,-0.386079
-1.249770,0.732725
0.756291,0.588326
-0.195203,-0.957653
-0.095912,-0.034366
-1.707936,0.430398
0.491425,-0.171917
1.105144,0.112980
0.044959,0.275550
-0.391860,0.098861
-0.511438,0.706647
-0.826665,0.040896
-0.054279,0.949611
0.588507,0.222313
-0.486398,-0.542997
0.981538,0.483317
0.241668,0.816384
0.902611,-1.198784
0.542175,0.554255
-1.467438,0.886918
-1.270445,-0.946280
-0.340827,-1.548999
1.374568,0.744321
-0.013770,2.236154
0.466915,0.711375
0.787373,-0.305144
0.453601,-0.503689
-0.639072,0.839535
-1.783195,0.587518
0.146600,0.540878
0.071967,-1.086950
-0.102626,1.162828
-0.718890,1.125558
0.325514,0.767810
-0.173185,0.004030
0.491425,-0.171917
0.570112,-1.521143
-0.477695,-0.796378
0.787373,-0.305144
-0.596266,-0.129230
-1.038650,-0.236379
-0.347683,0.835211
-1.173504,0.634967
-1.076421,1.029197
-0.491098,0.772922
-0.977042,-0.831880
-0.074089,0.516985
-0.197695,0.887322
0.241668,0.816384
0.314673,-0.101373
0.047503,0.027923
0.034266,-0.414882
-0.625379,-1.738029
-0.630344,-0.238935
5.134531,0.504437
0.003326,-0.708427
1.055525,0.450010
-0.499183,0.265001
1.200212,0.388486
-3.187144,0.730181
0.787373,-0.305144
0.195619,-1.225706
-2.360556,0.347874
-0.977183,0.355136
0.131349,-0.020651
-0.259066,-1.122790
0.098253,0.754095
0.639399,-0.238531
1.177859,0.203487
0.387098,0.997398
2.820822,0.032268
-0.365337,-0.665707
-2.233159,0.431185
-1.197730,-0.855773
-0.334396,-0.372162
0.067313,0.460550
0.319083,-0.409028
4.970917,-0.811143
0.550471,1.671065
-1.236508,0.350441
0.933979,1.170653
-0.270127,-1.577217
-1.342153,-0.977425
-0.502427,-2.745855
-1.113934,0.745830
-1.571093,0.502865
-0.347541,-0.351805
0.860087,-0.214637
0.266178,-0.066908
-0.370037,0.650212
0.906279,0.640437
0.241668,0.816384
0.308366,-0.274371
0.807182,0.127482
0.320690,1.079888
0.217590,-0.495604
0.200035,-0.167593
-1.822531,-2.651767
-0.910511,0.089470
2.546840,-0.470170
1.449969,-0.599815
-0.851033,-0.262828
-1.341146,-0.918063
0.047503,0.027923
-1.561834,-0.941956
0.583949,0.351216
0.389642,0.749771
-0.214249,0.140702
-0.071403,-0.917658
-0.732127,0.682753
0.747445,-0.426387
0.804832,0.785442
-0.060297,-0.231651
-0.756494,0.379029
-0.718890,1.125558
0.052062,-0.100980
-0.484526,0.762743
0.368949,1.261623
-1.042343,1.138902
-0.226833,0.103612
-0.702245,-3.069825
-1.076421,1.029197
-1.355414,-0.595141
-1.076421,1.029197
-0.442610,-0.627311
-0.365337,-0.665707
0.041821,0.459391
-0.243409,0.457961
1.789033,0.736011
-0.600966,1.186689
-1.076421,1.029197
-1.076421,1.029197
10.767932,3.084882
0.367819,0.198420
2.549384,-0.717797
1.643604,0.554997
0.491425,-0.171917
-0.173185,0.004030
-1.812263,1.599713
0.667795,0.302642
0.369833,0.317144
-0.021395,-0.434024
0.833564,0.549931
0.093694,0.882998
-0.864294,0.119456
-0.243745,-1.154769
1.325497,0.913557
-0.388309,-0.089404
0.491425,-0.171917
0.241668,0.816384
0.047503,0.027923
-0.389846,0.217585
-0.641617,1.087162
-0.164599,0.112576
-0.055262,0.065160
0.616373,1.129837
-0.076944,-1.673207
0.491425,-0.171917
0.491425,-0.171917
0.241668,0.816384
-2.301704,-0.608889
1.105144,0.112980
0.593207,-1.093605
-0.635044,1.076984
-0.199709,0.768598
-0.903938,0.079292
-1.221179,-0.705184
-1.572675,-1.811139
-0.320417,0.313181
-0.076103,0.398260
-0.499183,0.265001
-0.031112,-1.605773
-0.513452,0.587922
0.047503,0.027923
-3.030301,-1.601919
-0.923747,-0.353335
-0.336552,0.696130
-1.512887,0.274381
0.131349,-0.020651
0.001170,0.359864
-0.802686,-0.476045
0.375946,-2.309604
-0.268254,-0.271477
0.729237,1.719246
-0.391860,0.098861
-0.363464,0.640033
-0.826665,0.040896
-0.305018,1.053462
-0.738699,0.692932
-0.953822,0.599498
-0.926292,-0.105708
-0.095912,-0.034366
-0.864319,0.944544
0.354557,0.580704
0.685590,0.616544
0.102953,-0.561824
0.144586,0.422154
0.568098,-1.639867
0.418710,-0.262424
0.043475,-0.209526
-1.321478,0.701580
2.332723,-0.504242
0.935346,-0.371757
2.311977,0.799675
0.787373,-0.305144
-0.076103,0.398260
0.760849,0.459424
-1.270587,0.240736
0.540160,0.435530
-0.320417,0.313181
0.685590,0.616544
0.542175,0.554255
1.413081,-0.278717
0.497997,-0.182095
-0.164599,0.112576
-1.348390,0.645483
0.047503,0.027923
-0.902789,-1.048362
-1.490127,-0.910811
0.369833,0.317144
1.008061,-0.281251
-1.372369,1.162424
-0.391860,0.098861
-1.149136,0.938690
1.413081,-0.278717
0.981538,0.483317
-2.739053,-0.419227
0.241668,0.816384
-1.154225,1.433944
-0.462419,-1.059938
-0.414355,1.100877
-1.676571,-2.837105
0.223731,1.689498
2.085511,0.236433
-1.015820,0.374334
-2.908567,-3.277996
0.144586,0.422154
-0.625379,-1.738029
0.787373,-0.305144
0.787373,-0.305144
1.345500,1.756516
0.067313,0.460550
-0.442751,0.559705
0.316927,0.659264
0.001170,0.359864
2.401410,-0.651184
-0.499183,0.265001
0.685590,0.616544
-0.608521,0.312416
0.860087,-0.214637
1.122798,1.613898
7.285734,2.056972
-0.729582,0.435126
-0.124980,0.977829
-0.911041,0.455821
-1.054456,0.393532
-0.336074,-1.267570
-2.397831,-4.930519
-0.414355,1.100877
-1.641988,0.120751
-1.714508,0.440576
-0.718890,1.125558
-0.504218,-0.031810
0.394342,-0.566148
0.480564,3.546289
-0.266381,1.034264
0.072013,-0.855369
-0.120280,-0.338090
1.772051,-2.318275
-1.025389,-0.618663
0.540160,0.435530
0.659543,1.806825
-0.856740,0.993728
-0.388309,-0.089404
1.643604,0.554997
-0.608521,0.312416
-1.230968,1.105989
-0.345669,0.953935
-0.981742,0.484039
0.392187,0.502144
-0.095912,-0.034366
-0.511438,0.706647
0.223731,1.689498
0.022994,0.911215
0.787373,-0.305144
-1.308216,0.319296
-1.787612,-0.470595
-0.932864,-0.095530
-0.902789,-1.048362
2.311977,0.799675
0.047503,0.027923
-1.891550,1.519384
-1.840659,1.058540
-1.414391,-0.642218
0.466915,0.711375
0.314673,-0.101373
0.391798,-0.318521
-1.001551,0.051412
0.787373,-0.305144
-1.561834,-0.941956
0.095850,-0.185294
-1.173504,0.634967
-0.504218,-0.031810
0.052062,-0.100980
-0.203571,-1.480956
-0.049579,-0.366308
-0.641617,1.087162
-0.095912,-0.034366
0.363260,0.327323
0.639399,-0.238531
0.034266,-0.414882
-0.576456,0.303396
-1.721081,0.450754
-1.091414,-1.081275
-3.330560,0.667892
0.047503,0.027923
-1.661603,0.098457
-0.060297,-0.231651
1.414329,0.422558
0.270736,-0.195811
-0.569742,-0.893798
-1.028074,0.815980
0.935346,-0.371757
1.607246,0.509744
-0.194143,0.699057
-0.243745,-1.154769
-0.808728,-0.832218
-0.659270,-0.413756
-1.389351,-1.891862
0.095709,1.001722
0.144586,0.422154
0.685590,0.616544
-0.402101,0.659231
0.906279,0.640437
1.103130,-0.005744
1.054253,0.573824
-0.511438,0.706647
-1.238522,0.231716
-0.765922,-1.800983
1.795394,0.116943
0.193463,-0.157415
-2.046548,0.345374
-0.683108,-1.083831
4.251917,-0.778152
0.001701,-0.006487
-0.246572,1.466890
-1.232815,-1.024840
-0.268396,0.915539
1.180686,-2.418172
-1.743576,1.452771
-0.334396,-0.372162
-0.391860,0.098861
0.552344,0.587392
0.074027,-0.736645
0.144586,0.422154
0.018966,0.673767
-0.268254,-0.271477
1.492874,0.260349
0.396887,-0.813775
-1.161249,0.193320
-0.021183,0.174865
-1.153411,-1.306439
-0.060297,-0.231651
-0.981211,0.117687
-0.382291,1.091858
-0.391860,0.098861
0.047503,0.027923
0.861360,-0.338451
1.177859,0.203487
-0.171171,0.122754
0.389784,-0.437245
0.974965,0.493495
-1.398609,-0.447040
-1.050905,0.205267
0.764277,-0.732681
0.023425,-1.284065
-0.173185,0.004030
-1.127171,0.303025
4.390534,-1.228873
-1.076421,1.029197
-0.277124,1.994009
0.357578,0.758791
-0.370037,0.650212
0.092712,-0.001453
0.120748,-0.247921
0.692163,0.606366
0.902611,-1.198784
0.047503,0.027923
-1.571093,0.502865
-0.559749,-3.461849
2.289769,0.285772
0.266178,-0.066908
1.789033,0.736011
2.401410,-0.651184
1.368137,-0.432517
-1.317167,-1.435003
0.533058,0.812060
-0.353923,-3.178820
1.105816,-1.440387
0.570112,-1.521143
0.345801,-0.763263
-0.234459,2.212260
0.241668,0.816384
-0.510766,-0.846721
0.687215,-0.085396
0.017118,-1.457062
0.193463,-0.157415
-1.835959,-0.257378
-1.385181,-2.841429
0.703385,0.930446
-1.276152,0.310276
0.361246,0.208598
-0.910963,1.228081
-1.047742,-0.803662
-0.159899,-1.203343
1.510164,0.115513
-1.605171,0.393161
-0.124980,0.977829
-1.224254,-0.091205
-0.498201,1.149451
-1.165808,0.322223
-2.184787,-0.607120
1.054253,0.573824
-0.707759,0.986477
1.719533,3.623336
-0.372051,0.531487
0.593207,-1.093605
-0.074089,0.516985
-0.062816,-0.809112
0.217590,-0.495604
1.248029,0.541621
-0.345527,-0.233081
0.053952,-0.986096
1.501408,-1.228454
-0.249427,-0.723301
-0.319145,0.189367
0.052203,-1.287996
0.462357,0.840278
-0.795131,0.398227
0.667795,0.302642
2.546840,-0.470170
0.195619,-1.225706
1.025857,0.032651
-0.557771,1.038588
0.241668,0.816384
2.563656,2.206807
2.820822,0.032268
-0.226833,0.103612
-0.060297,-0.231651
-0.552425,1.383804
-0.710303,1.234104
0.710099,-0.266748
-0.042883,0.627355
0.241668,0.816384
-1.707936,0.430398
-0.049579,-0.366308
-0.552425,1.383804
0.093694,0.882998
-0.164599,0.112576
2.452160,0.074988
1.091857,1.320353
0.369833,0.317144
-2.741067,-0.537951
0.097104,1.881749
1.763182,-0.052789
-0.249427,-0.723301
-0.027226,-0.181308
0.756291,0.588326
0.312369,0.788167
-0.336552,0.696130
-0.705603,-0.081815
-0.856740,0.993728
-1.734318,0.007950
-0.023198,0.056141
-1.707936,0.430398
-0.203236,0.131774
0.491425,-0.171917
1.489057,0.631789
0.029566,0.901037
-0.203236,0.131774
0.787373,-0.305144
-1.161249,0.193320
0.012676,-1.690087
-0.637588,1.324611
2.311977,0.799675
1.105144,0.112980
0.932802,-0.124130
-0.756494,0.379029
0.020980,0.792491
1.105144,0.112980
-1.597616,1.267433
0.357578,0.758791
0.092712,-0.001453
0.122762,-0.129197
0.144586,0.422154
-0.027226,-0.181308
-1.199886,0.212518
-0.334396,-0.372162
0.826991,0.560109
-0.203236,0.131774
2.311977,0.799675
0.736481,0.155700
-0.467119,0.255981
0.542175,0.554255
-0.435507,-1.003841
-0.905811,-1.226449
0.540160,0.435530
-0.545375,-0.590074
1.025857,0.032651
-1.389351,-1.891862
-1.043325,0.254451
-1.076421,1.029197
0.316927,0.659264
0.041821,0.459391
4.583067,-1.104240
-0.751264,-1.303241
0.325514,0.767810
-0.319145,0.189367
-0.291226,0.304826
-0.294777,0.493091
-0.462419,-1.059938
-2.445261,0.515838
-0.027226,-0.181308
0.551072,0.711206
-0.146662,-0.760538
0.692163,0.606366
-1.473869,-0.289920
0.696307,0.481887
-0.804558,-1.781786
-0.537820,0.284198
0.369833,0.317144
-0.576456,0.303396
0.023425,-1.284065
0.902611,-1.198784
-0.205921,-0.822997
2.250892,-0.336943
0.491425,-0.171917
-0.021042,-1.012151
-0.402101,0.659231
0.168954,0.725878
0.241668,0.816384
-0.499183,0.265001
1.153491,-0.100237
4.217659,3.765333
-0.003388,0.488767
-0.600966,1.186689
0.169095,-0.461139
-0.490957,-0.414094
0.316927,0.659264
-1.572675,-1.811139
0.022994,0.911215
0.093694,0.882998
0.540160,0.435530
-0.848877,-1.331120
0.902611,-1.198784
-1.122613,0.174123
8.355786,-2.185145
0.542175,0.554255
0.348151,-1.421222
-0.391860,0.098861
0.826991,0.560109
-0.977042,-0.831880
-1.076421,1.029197
0.906279,0.640437
1.719533,3.623336
0.764277,-0.732681
-0.055262,0.065160
0.573398,-1.526232
0.394342,-0.566148
-0.637588,1.324611
-0.802686,-0.476045
-0.752607,-0.585919
-0.054279,0.949611
1.237312,0.676277
2.683541,0.789313
-0.897366,0.069113
-2.112239,1.495491
2.311977,0.799675
0.222389,0.017406
-0.173185,0.004030
1.510164,0.115513
-1.348390,0.645483
-0.559749,-3.461849
0.342921,0.261048
0.369833,0.317144
0.866395,-0.041640
-0.370037,0.650212
-0.203236,0.131774
0.316927,0.659264
0.685590,0.616544
-1.151680,1.186317
0.240686,-0.068067
-1.561834,-0.941956
-0.341499,0.004368
-1.236508,0.350441
-1.270587,0.240736
0.996930,-0.142170
0.241668,0.816384
-1.197872,0.331243
-0.586697,0.863767
-0.100135,-0.682147
-0.039551,0.853846
-0.279526,1.054620
0.361246,0.208598
0.787373,-0.305144
-2.052478,-1.230839
-0.826665,0.040896
-0.164599,0.112576
-0.537820,0.284198
1.055525,0.450010
-0.305018,1.053462
-1.571093,0.502865
-1.743576,1.452771
0.434851,0.720395
-0.047707,0.939433
-0.462419,-1.059938
2.480839,-1.757871
0.040453,2.001801
-0.760523,0.141581
0.241668,0.816384
-0.334396,-0.372162
-0.388309,-0.089404
0.398901,-0.695050
-0.586025,-0.689601
-2.253640,1.551926
3.626329,-0.658851
1.324755,0.671019
0.466915,0.711375
-0.831082,-1.017218
1.054253,0.573824
-0.144259,0.178851
0.095709,1.001722
-1.666161,0.227359
-0.068717,-2.352301
0.372519,-1.117499
0.312369,0.788167
-0.498176,0.324363
-0.095912,-0.034366
0.047503,0.027923
0.001170,0.359864
1.080634,0.996272
-2.447805,0.763465
0.573398,-1.526232
-0.605976,0.064789
-1.902101,-0.358063
-0.579594,0.487237
5.692341,-1.237489
0.241668,0.816384
3.205937,3.410185
-0.435896,-1.824506
-0.634372,-0.476383
1.232178,-1.449462
-0.049579,-0.366308
0.573398,-1.526232
0.325514,0.767810
-0.937423,0.033373
0.999093,0.155306
0.047503,0.027923
-1.617426,0.834807
-0.710303,1.234104
-0.307873,-1.136729
-1.049898,0.264629
0.540160,0.435530
-1.005721,1.000980
-0.903938,0.079292
-0.054279,0.949611
-1.418560,0.307349
-0.663440,0.535811
-1.099164,0.023533
-1.597616,1.267433
1.151477,-0.218961
0.029566,0.901037
0.354557,0.580704
0.619617,4.140693
-0.953822,0.599498
-0.057947,-0.889610
-2.046548,0.345374
0.537616,0.683157
-0.394404,0.346488
-0.710303,1.234104
2.054429,1.129903
-0.648139,-0.552837
1.348328,-0.865143
-2.081015,-0.584995
-0.729299,-1.938906
0.241668,0.816384
-2.628709,-0.407280
-1.448635,1.260182
-0.000703,1.443537
-1.462879,0.758015
0.052062,-0.100980
-0.827195,0.407247
-0.903938,0.079292
-1.249770,0.732725
2.525405,-0.200856
-0.268254,-0.271477
-0.908496,0.208194
0.950597,0.189772
-0.383202,-2.775515
-1.028074,0.815980
0.093694,0.882998
-0.259066,-1.122790
-0.988314,0.494217
0.710099,-0.266748
-0.321159,0.070643
0.508838,0.687088
0.573708,0.911587
-0.511438,0.706647
0.369833,0.317144
0.314673,-0.101373
-0.539834,0.165474
0.095709,1.001722
-1.341818,0.635305
-0.049579,-0.366308
1.105144,0.112980
2.776787,-1.891098
-1.133744,0.313203
-0.600966,1.186689
-0.055262,0.065160
-1.573107,0.384141
-0.935020,0.972762
-0.756494,0.379029
-1.298983,-0.300437
-0.003388,0.488767
-0.049579,-0.366308
1.837169,-0.086095
0.243682,0.935109
0.050048,-0.219704
1.025857,0.032651
0.460343,0.721553
0.939895,-7.503367
-0.826665,0.040896
1.934110,1.495151
12.356118,1.950043
-0.291226,0.304826
0.022994,0.911215
-0.037777,-2.058756
0.551072,0.711206
-0.504218,-0.031810
-2.081015,-0.584995
-1.445473,0.251253
-1.270587,0.240736
-1.619705,0.899258
-0.731455,-0.870614
0.348151,-1.421222
-0.060297,-0.231651
-1.209003,0.470324
-1.561834,-0.941956
0.758305,0.707051
1.501408,-1.228454
0.348151,-1.421222
-0.588711,0.745043
-0.150690,-0.997987
0.396498,-1.634439
-0.226232,1.533165
0.540160,0.435530
1.740686,0.949228
0.902611,-1.198784
-1.493820,0.464470
-0.491629,1.139273
2.918551,4.477047
-1.122613,0.174123
-0.910511,0.089470
-0.393874,-0.019864
-1.341146,-0.918063
1.668502,0.492370
0.047503,0.027923
0.787373,-0.305144
-0.540576,-0.077064
0.297401,-2.147394
0.466915,0.711375
-0.169157,0.241478
0.325656,-0.419206
0.542175,0.554255
0.745779,-0.557550
1.414329,0.422558
-0.787576,1.272500
-2.324058,-0.793888
0.562126,-0.200135
-0.220861,1.053293
1.556020,-0.642142
0.736481,0.155700
0.491425,-0.171917
-0.939578,1.101665
0.314673,-0.101373
0.372519,-1.117499
1.619377,-0.935743
5.134531,0.504437
-1.133744,0.313203
0.345801,-0.763263
-0.939578,1.101665
-1.076421,1.029197
-0.436037,-0.637490
-1.901959,-1.545079
0.091822,-0.422743
-0.939578,1.101665
-1.276152,0.310276
0.902611,-1.198784
0.639399,-0.238531
-0.860602,-1.255825
-1.083524,1.405727
-1.182621,0.892772
1.500860,-1.060659
-0.462419,-1.059938
-3.422659,-3.416290
0.473029,-1.915373
0.736481,0.155700
0.052062,-0.100980
1.959891,0.488046
1.623477,-3.681215
-0.910511,0.089470
-0.608521,0.312416
0.375946,-2.309604
-0.389846,0.217585
-2.392886,0.540070
-0.146662,-0.760538
0.240686,-0.068067
-0.217221,-1.919337
1.492874,0.260349
-0.539834,0.165474
0.762863,0.578148
-0.021183,0.174865
0.573398,-1.526232
-1.615005,-0.416661
-0.402101,0.659231
-1.199886,0.212518
0.958442,0.055780
1.328377,-0.110754
-0.062816,-0.809112
-0.983614,-0.821702
-0.499183,0.265001
-1.882291,0.074563
1.054253,0.573824
0.570112,-1.521143
-1.076421,1.029197
-0.885976,-1.618911
-0.738699,0.692932
-0.928978,1.328935
-0.164599,0.112576
0.034266,-0.414882
-0.055262,0.065160
0.491425,-0.171917
-1.572965,-0.802875
-0.635044,1.076984
0.466915,0.711375
1.370010,0.873224
0.047503,0.027923
-1.001551,0.051412
0.041821,0.459391
-1.122613,0.174123
-1.165808,0.322223
0.369833,0.317144
-1.270587,0.240736
0.097104,1.881749
-1.042343,1.138902
0.902611,-1.198784
-0.617107,0.203870
-0.751795,-0.936889
1.105144,0.112980
-0.100612,1.281553
-1.341146,-0.918063
-1.076421,1.029197
1.153491,-0.100237
0.047503,0.027923
0.491425,-0.171917
0.166409,0.973505
-0.981211,0.117687
1.200212,0.388486
-0.003388,0.488767
0.314673,-0.101373
0.614889,0.644762
0.935346,-0.371757
0.394342,-0.566148
0.047503,0.027923
-1.561834,-0.941956
2.882936,-0.104495
4.251917,-0.778152
-1.005721,1.000980
-1.054456,0.393532
-1.738876,0.136852
0.540160,0.435530
0.369974,-0.869872
0.957170,0.179593
1.325497,0.913557
1.325497,0.913557
-1.512887,0.274381
-0.681094,-0.965107
0.169095,-0.461139
0.367819,0.198420
0.003715,0.112237
-0.027226,-0.181308
-1.248763,0.792087
-2.265081,-0.746811
-0.617107,0.203870
0.146600,0.540878
0.050048,-0.219704
-2.324058,-0.793888
-0.387832,0.336309
-3.269481,0.438742
-1.221179,-0.705184
0.001170,0.359864
-1.038650,-0.236379
0.314383,0.906891
-0.440596,-0.508587
-1.224254,-0.091205
0.172982,0.963326
-0.760664,1.328597
-1.001551,0.051412
-0.097926,-0.153090
0.151830,-1.141392
-0.716798,2.016542
-0.756494,0.379029
-0.932864,-0.095530
1.008061,-0.281251
0.627409,0.019940
0.462357,0.840278
0.685590,0.616544
0.241668,0.816384
-0.049579,-0.366308
-0.904468,0.445643
-0.437910,-1.943230
-0.440737,0.678429
0.241668,0.816384
-0.722080,-0.287950
1.413081,-0.278717
-0.552425,1.383804
-1.372369,1.162424
0.981538,0.483317
0.833564,0.549931
0.314673,-0.101373
0.001170,0.359864
-0.017967,-1.626129
-2.889182,0.715678
0.021121,-0.394525
-0.548951,0.423279
-0.864319,0.944544
0.449933,-2.342910
-0.347683,0.835211
-0.596266,-0.129230
0.762863,0.578148
-1.420433,-0.998391
-1.177532,0.397518
0.906420,-0.546579
0.491425,-0.171917
-1.321478,0.701580
0.996930,-0.142170
0.974965,0.493495
0.639399,-0.238531
0.493297,1.133823
-0.586025,-0.689601
-0.705603,-0.081815
0.200035,-0.167593
-1.347789,-0.314376
-1.296968,-0.181712
2.379657,0.593371
0.022994,0.911215
0.534330,0.688247
-0.486929,-0.176646
0.511234,0.260709
0.804832,0.785442
-0.826665,0.040896
-1.232815,-1.024840
0.001170,0.359864
-0.731455,-0.870614
-1.221179,-0.705184
0.369833,0.317144
-0.171171,0.122754
-0.608521,0.312416
-0.617107,0.203870
1.153491,-0.100237
-1.756141,-0.543401
0.394342,-0.566148
0.535602,0.564433
-1.005721,1.000980
0.052062,-0.100980
-0.760523,0.141581
0.123840,-0.663343
0.758305,0.707051
0.999093,0.155306
-0.145320,0.911554
-0.490957,-0.414094
0.146600,0.540878
-0.630344,-0.238935
-0.047035,-0.613935
0.345801,-0.763263
0.667795,0.302642
0.241668,0.816384
0.861360,-0.338451
-1.355414,-0.595141
0.387123,0.172309
-2.102980,0.050670
0.787514,-1.492160
0.369833,0.317144
0.418710,-0.262424
-0.098457,0.213261
0.692163,0.606366
0.325514,0.767810
-2.447805,0.763465
0.067313,0.460550
-1.572675,-1.811139
-0.234459,2.212260
-0.166613,-0.006149
0.398901,-0.695050
-3.041184,0.544843
1.105144,0.112980
0.466915,0.711375
0.047503,0.027923
0.023425,-1.284065
-0.388309,-0.089404
-0.194143,0.699057
3.626329,-0.658851
-2.046548,0.345374
0.902611,-1.198784
-1.756141,-0.543401
-0.044879,-1.682226
-0.901924,0.198016
-0.018639,-0.072762
-0.307873,-1.136729
-0.911041,0.455821
0.164014,-0.989530
-0.055262,0.065160
1.008061,-0.281251
-2.118478,-2.518540
0.369833,0.317144
-1.730148,-0.941618
-0.019381,-0.315300
-1.143984,0.873574
2.820822,0.032268
-0.087326,0.074180
0.787373,-0.305144
-0.017967,-1.626129
0.316927,0.659264
0.047503,0.027923
0.131349,-0.020651
-1.224254,-0.091205
-0.644807,-0.326345
0.254425,-0.024637
-0.625379,-1.738029
-1.493820,0.464470
-0.608521,0.312416
-0.370037,0.650212
-0.292763,0.611816
-0.027226,-0.181308
